#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00502668 0.00790846 0.00338294 0.0175103 0.024551 0.0108158 0.017754 0.0257934 0.0112196 0.0175132 0.026131 0.0108856 0.0197468 0.0277377 0.011918 7.2 7.4 683211 542619 140592 16282 16967 16144
7.5 0.00648151 0.00888297 0.00420659 0.0227885 0.0277064 0.0134646 0.022905 0.0277442 0.0135839 0.0237184 0.0303556 0.0138876 0.0273785 0.0321098 0.0154605 7.4 7.6 604296 472590 131706 15794 16306 15447
7.7 0.00841865 0.0104404 0.00517207 0.0308035 0.0302252 0.0167198 0.0296678 0.0298846 0.0160243 0.0329188 0.0358153 0.0178995 0.0349019 0.0353654 0.0179861 7.6 7.8 515823 397095 118728 14824 15143 14195
7.9 0.0112226 0.0117575 0.00655039 0.0449448 0.0372979 0.0218346 0.0419439 0.0378019 0.0206658 0.0481128 0.0382198 0.022775 0.0501388 0.0406664 0.0233827 7.8 8 427942 324196 103746 13565 13664 13159
8.1 0.0149494 0.0137951 0.00786693 0.0718548 0.0474479 0.0284094 0.066764 0.0513526 0.0278857 0.0708463 0.0487083 0.0295321 0.0755204 0.0462355 0.0320013 8 8.2 348112 258432 89680 12148 12460 11667
8.3 0.019819 0.0151628 0.00952906 0.109249 0.0550014 0.0418083 0.101179 0.0620826 0.0369092 0.105622 0.0531944 0.0397767 0.107238 0.0526102 0.0378913 8.2 8.4 285920 205252 80668 11275 11252 10693
8.5 0.0268794 0.0177655 0.0110602 0.133996 0.0544548 0.0438949 0.133271 0.0572383 0.0460245 0.129657 0.0543725 0.0431391 0.13688 0.0610455 0.0436413 8.4 8.6 239451 163882 75569 10654 10533 10124
8.7 0.0356194 0.0196144 0.0128188 0.162196 0.0517607 0.0448402 0.156852 0.0619702 0.0451658 0.159293 0.0514218 0.0451751 0.166376 0.0537647 0.0453791 8.6 8.8 196886 130734 66152 9716 9324 8891
8.9 0.0478463 0.0225628 0.0159799 0.197619 0.0498769 0.0462394 0.197916 0.0630221 0.0512349 0.19148 0.0531311 0.0462758 0.202419 0.0518694 0.0475499 8.8 9 159139 105448 53691 8639 7649 7407
9.1 0.0636855 0.0221417 0.0179961 0.235724 0.0504811 0.0447626 0.226816 0.0603239 0.0485152 0.233724 0.0529637 0.0451978 0.251493 0.0490977 0.048276 9 9.2 128372 85207 43165 7420 6408 6188
