#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 6.89312e-05 0 0 0 0 0 0 0 0 0 3.83014e-06 7.2 7.4 355565 44190 1505 7 0
7.5 0 5.32669e-05 0 0 0.000611144 0 0 0 0 0 0 1.07643e-05 7.4 7.6 270638 38669 1503 7 0
7.7 0 0.000163315 0 0 0.00129133 0 0 0 0 0 0 1.41525e-05 7.6 7.8 195785 30766 1476 10 0
7.9 0 0.000238162 0 0 0.000730994 0 0 0 5.62186e-06 0 0 2.32664e-05 7.8 8 136785 22669 1387 4 0
8.1 0 0.000611064 8.10741e-06 0 0.000711744 1.12679e-05 0 0 2.58665e-05 0 0 4.7147e-05 8 8.2 91434 15208 1220 4 0
8.3 0 0.000402248 1.44467e-05 0 0 1.76121e-05 0 0 2.75012e-05 0 0 0.000165417 8.2 8.4 59993 9578 1027 4 0
8.5 0 0.00108389 0 0 0.00248488 0 0 0 7.41272e-05 0 0 0.000280391 8.4 8.6 39396 5923 802 2 0
8.7 0 0.00181398 0 0 0.00651343 3.91114e-05 0 0 6.18965e-05 0 0 0.000641627 8.6 8.8 24999 3454 652 1 0
8.9 0 0.00335812 0 0 0.0100168 0 0 0 7.08617e-05 0 0 0.00103208 8.8 9 15888 2050 501 2 0
9.1 0 0.00672929 0 0 0.0130644 0 0 0 0.000113045 0 0 0.00158667 9 9.2 9789 1142 358 5 0
9.3 0 0.00970068 0 0 0.0169622 0 0 0 0.000257998 0 0 0.00231605 9.2 9.4 5928 624 251 2 0
9.5 0 0.00529425 0 0 0.00773969 0.000298418 0 0 0.000950269 0 0 0.00250766 9.4 9.6 3558 363 193 2 0
9.7 0 0.00743078 0 0 0.0084594 0.000514403 0 0 0.00428495 0 0 0.00625 9.6 9.8 2055 189 105 0 0
9.9 0 0.0237141 0 0 0.0182988 0.000874126 0 0 0.00811542 0 0 0.00811542 9.8 10 1135 89 53 0 0
10.1 0 0.0298828 0 0 0 0.00243309 0 0 0.00643777 0 0 0.0235294 10 10.2 592 53 34 1 0
10.3 0 0.0662614 0 0 0 0.00947867 0 0 0.0239521 0 0 0.0395257 10.2 10.4 351 18 9 0 0
10.5 0 0.0462164 0.00970874 0 0 0.027907 0 0 0.0473934 0 0 0.0473934 10.4 10.6 174 12 5 0 0
10.7 0 0 0.0229885 0 0 0.0612245 0 0 0.078125 0 0 0.078125 10.6 10.8 91 4 2 0 0
10.9 0 0 0.0526316 0 0 0.0833333 0 0 0.0833333 0 0 0.0833333 10.8 11 26 2 1 0 0
11.1 0 0 0.1 0 0 0.1 0 0 0.1 0 0 0.1 11 11.2 16 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 3 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 1 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
