#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 142487 144 48 0
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 235031 539 213 0
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 884812 5262 2158 16
9.50 0.5 0.166667 0.192308 0 0.5 0 0 0 0 9.375 9.625 2.71898e+06 34150 11792 98
9.75 0.238095 0.126217 0.047619 0.2 0.312821 -0.0222222 0 0 0 9.625 9.875 4.74286e+06 72971 20454 202
10.00 0.444444 0.0622222 0.240363 0 0.333333 0 0 0 0 9.875 10.125 3.9097e+06 76373 20339 216
10.25 0.666667 0.110887 0.466667 1 0 1 0 0 0 10.125 10.375 2.48601e+06 70185 18007 187
10.50 0.909091 0.0492424 0.909091 0.75 0.0921053 0.75 0 0 0 10.375 10.625 1.52372e+06 63699 15517 192
10.75 0.866667 0.114815 0.616667 0.869565 0.130435 0.869565 0 0 0 10.625 10.875 877751 47882 10611 113
11.00 0.894495 0.0578855 0.174404 0.847059 0.11448 0.115716 1 0 1 10.875 11.125 475926 32858 7071 90
11.25 0.869976 0.027362 0.154988 0.869048 0.0738095 0.0589586 1 0 1 11.125 11.375 253274 21243 4612 53
11.50 0.867495 0.0362709 0.0494034 0.880795 0.029422 0.0519485 1 0 0.333333 11.375 11.625 132878 10674 3092 45
11.75 0.81295 0.0729819 0.0570811 0.843891 0.0522125 0.0332853 0.875 0.125 0.208333 11.625 11.875 68152 3030 2152 23
12.00 0.742857 0.135931 0.0136905 0.773694 0.110283 0.0228905 0.666667 0.333333 0 11.875 12.125 33635 321 1378 11
12.25 0.8 0.2 0.3 0.678571 0.151406 0.0249129 0.666667 0.0833333 0.111111 12.125 12.375 15832 8 903 13
12.50 0 0 0 0.549153 0.108967 0.0361091 0.25 0 0 12.375 12.625 7067 1 454 4
12.75 0 0 0 0.378947 0.142329 0.0524168 0.333333 0.333333 0 12.625 12.875 2852 0 122 3
13.00 0 0 0 0.454545 0.170455 0.0974026 0.571429 0.0952381 0.142857 12.875 13.125 1067 0 17 8
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 325 0 0 1
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 97 0 0 1
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 12 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
