#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 72122 1795 225 233 19
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 126506 4618 868 735 95
9.25 -1.96615e-06 2.11496e-05 5.89766e-06 -1.96615e-06 1.96615e-06 1.37615e-05 -1.96615e-06 1.96615e-06 1.37615e-05 -1.96615e-06 1.96615e-06 1.37615e-05 9.125 9.375 545530 36923 6747 6236 760
9.5 0.000109113 0.000845669 -9.9227e-06 0.000110003 0.00114045 -1.2799e-06 0.000223243 0.0013313 4.1114e-05 0.00028633 0.00111923 0.000192213 9.375 9.625 1.95119e+06 200083 33183 23805 2800
9.75 0.000224474 0.00234992 -1.07889e-05 0.000323606 0.00379477 -4.56784e-05 0.00048797 0.00514061 -9.23906e-05 0.00039349 0.00398829 5.78192e-05 9.625 9.875 4.09387e+06 509544 73635 42168 4817
10 4.15368e-05 0.00118773 -3.05468e-05 0.000156274 0.00208652 -5.98381e-05 0.000162547 0.0029822 -2.72503e-05 0.000484774 0.00238372 0.000210783 9.875 10.125 4.0619e+06 584816 84198 45028 5375
10.25 0.000235892 0.000876583 0.000163315 0.00035838 0.00135528 0.000198725 0.000515721 0.00152928 0.000416405 0.000378571 0.00127372 0.000431319 10.125 10.375 2.69855e+06 505036 76052 38941 4675
