#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 29106 2046 103 351 398
9 -4.61755e-05 4.61755e-05 -4.61755e-05 -4.61755e-05 4.61755e-05 -4.61755e-05 -4.61755e-05 4.61755e-05 0 -4.61755e-05 4.61755e-05 -4.61755e-05 8.875 9.125 49344 6031 408 1067 1242
9.25 2.62015e-05 3.16019e-05 4.73545e-05 -3.70196e-05 2.64435e-05 -5.28767e-06 -3.70196e-05 3.17316e-05 -1.05784e-05 -3.70196e-05 3.17316e-05 -1.05781e-05 9.125 9.375 220724 31635 2279 5544 6110
9.5 0.000440184 0.000191396 0.000421594 0.000304465 0.000131885 0.000323534 0.000232924 0.000192857 0.000249057 0.000493378 0.000212397 0.000510976 9.375 9.625 752002 70672 6542 10335 10811
9.75 0.000716455 0.000558269 0.00064768 3.68158e-05 0.00123135 7.53271e-05 0.000788894 0.000885096 0.00056051 0.00291555 0.000749233 0.00278285 9.625 9.875 1.98987e+06 194937 18856 22105 22103
10 0.00508922 0.00158242 0.00386653 0.00366356 0.00270595 0.00223575 0.00500345 0.00191012 0.00334408 0.00861911 0.0010514 0.00700328 9.875 10.125 3.057e+06 428682 46041 48970 46383
10.25 0.0132218 0.00324618 0.00813145 0.01206 0.00421694 0.0070992 0.0152412 0.00467388 0.00854776 0.0209243 0.0021294 0.013133 10.125 10.375 2.30721e+06 425183 48433 50240 45821
