#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 50334 110 294 392
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 71093 308 953 1199
9.25 0 0 0 1 0 1 1 0 1 9.125 9.375 273332 2067 5152 6094
9.50 1 0 1 1 0 1 0.947368 0.0526316 -0.0109649 9.375 9.625 775737 5793 8969 10216
9.75 0.816667 0.183333 0.0738095 0.851852 0.148148 0.118519 0.861111 0.0235043 0.155229 9.625 9.875 1.88451e+06 14983 18178 19868
10.00 0.938614 0.0221192 0.0290531 0.954248 0.000723481 0.0568125 0.960667 0.000389516 0.0489102 9.875 10.125 2.88049e+06 40262 44768 45157
10.25 0.959851 0.0156396 0.0183561 0.962912 0.0100796 0.0231531 0.973092 0.00297213 0.027768 10.125 10.375 2.22382e+06 43869 47727 46432
10.50 0.956906 0.0146796 0.0138491 0.96998 0.00504184 0.0224153 0.969846 0.00607049 0.0158961 10.375 10.625 1.42672e+06 36446 38761 37743
10.75 0.949409 0.0168711 0.0120598 0.968898 0.0047546 0.0179436 0.971542 0.00590461 0.0175229 10.625 10.875 891548 28114 29262 28334
11.00 0.947841 0.0182512 0.0118445 0.955761 0.0129465 0.0112269 0.965891 0.00596869 0.0138257 10.875 11.125 551820 22059 20507 19957
11.25 0.906077 0.0346314 0.00934362 0.930765 0.0170569 0.0148204 0.943256 0.0119202 0.0140644 11.125 11.375 333639 16632 13218 12839
11.50 0.84791 0.0552625 0.00169617 0.862702 0.0430102 0 0.887133 0.0246315 0.0144752 11.375 11.625 199672 10707 8643 8077
11.75 0.787261 0.0514956 0.000617087 0.779679 0.0487779 0.00197399 0.799857 0.0273847 0.0182394 11.625 11.875 119291 3743 5725 5156
12.00 0.686275 0.0576279 0.00690943 0.619665 0.0708327 -0.00674373 0.659315 0.0456032 0.000334799 11.875 12.125 70334 453 3980 3317
12.25 0.610169 -0.0206958 0.0622243 0.499735 0.0465933 0.00519276 0.521996 0.0265297 0.0147972 12.125 12.375 41438 75 2658 2056
12.50 0.5625 -0.0330882 0.0919118 0.367925 0.0439091 0.0127122 0.397101 0.0161296 0.0216368 12.375 12.625 24502 17 1707 1283
12.75 0.6 0.1 -0.0153846 0.276986 0.026718 0.018744 0.266582 0.0279046 0.0114534 12.625 12.875 14358 10 561 896
13.00 0 0 0 0.166667 0.0384615 0.0141243 0.153137 0.0162328 0.0173977 12.875 13.125 8181 2 69 578
13.25 0 0 0 0 0.1 0 0.127321 0.0120892 0.0189466 13.125 13.375 4620 0 8 392
13.50 0 0 0 0 0 0 0.0688259 0.000279784 0.0237131 13.375 13.625 2495 0 0 258
13.75 0 0 0 0 0 0 0.0422535 0.0118005 0.013268 13.625 13.875 1345 0 0 74
14.00 0 0 0 0 0 0 0.142857 0.0793651 0 13.875 14.125 660 0 0 9
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 328 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 130 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 47 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 6 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
