#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000836022 0.000813675 0.000858369 -2.23469e-05 2.23469e-05 2.23469e-05 -2.23469e-05 2.23469e-05 2.23469e-05 -2.23469e-05 2.23469e-05 0 8.625 8.875 45914 1165 62 167 234
9 -7.65228e-05 7.65228e-05 9.18171e-05 -7.65228e-05 7.65228e-05 0.000107123 -7.65228e-05 7.65228e-05 4.59062e-05 -7.65228e-05 7.65228e-05 4.68572e-09 8.875 9.125 69281 3941 231 653 834
9.25 -0.000100884 0.000133765 -6.44091e-05 -0.000182364 0.000182364 -1.22045e-05 -0.000182364 0.000550857 -0.000125644 0.000219484 0.000135969 0.000235691 9.125 9.375 271305 24546 1587 4027 4977
9.5 0.000307135 0.00044466 0.000298133 -0.000315506 0.000610363 -0.000269556 -0.000387282 0.000694596 -0.000297827 0.000449014 0.00100165 0.000464359 9.375 9.625 770069 55931 5005 7811 9333
9.75 0.000976336 0.00243734 0.00100513 0.000902739 0.00306757 0.000841778 0.00133982 0.00346301 0.00132436 0.00296031 0.00490742 0.00289546 9.625 9.875 1.85578e+06 153047 13809 16931 19279
10 0.00982618 0.00604612 0.00857586 0.00753856 0.00768148 0.0064494 0.00996537 0.00753939 0.00853928 0.0157659 0.0074803 0.0141322 9.875 10.125 2.83839e+06 381878 38747 43223 45311
10.25 0.0241003 0.0111018 0.0189922 0.0206417 0.0134678 0.0159249 0.0271071 0.0139155 0.02109 0.035621 0.0118571 0.0286194 10.125 10.375 2.20202e+06 396148 42871 46786 47347
