#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 295171 4125 2 0 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 471077 4921 37 1 0
9.25 0 0 0 0 0 0 0 0 0 0 0 7.26574e-07 9.125 9.375 1.39342e+06 17371 524 5 0
9.5 0 9.33262e-06 0 0 0 0 0 0 0 0 0 3.50226e-07 9.375 9.625 2.96075e+06 107047 4298 36 0
9.75 0 4.50373e-06 6.62095e-07 0 0 6.62135e-07 0 0 6.62178e-07 0 0 6.63471e-07 9.625 9.875 3.23906e+06 222448 9324 59 0
10 4.50916e-06 1.61899e-05 4.50916e-06 9.081e-05 1.00168e-05 9.081e-05 0 0 0 0 0 5.01912e-07 9.875 10.125 2.21207e+06 221771 11012 94 0
10.25 0 0.000103268 0 0 0.000205413 0 0 0 0 0 0 1.96815e-06 10.125 10.375 1.2016e+06 186120 11507 93 0
10.5 -2.00556e-06 0.000249051 -2.00556e-06 -2.00556e-06 0.000987094 -2.00556e-06 -2.00556e-06 2.00556e-06 -2.00556e-06 -2.00556e-06 2.00556e-06 1.00248e-05 10.375 10.625 594975 96362 8190 63 0
10.75 5.22712e-05 0.00120918 5.22712e-05 0.000184604 0.00200009 0.000184604 0 0 0 0 0 3.29785e-05 10.625 10.875 280831 38262 5417 50 0
11 0.000132363 0.00287501 0.000132363 0.000552181 0.00471292 0.000552181 0 0 0 0 0 0.000232191 10.875 11.125 127087 15110 3622 20 0
11.25 0.00126731 0.00793607 0.00126731 0.00133015 0.0111666 0.00133015 -4.15896e-05 4.15896e-05 -2.07952e-05 -4.15896e-05 4.15896e-05 0.00091495 11.125 11.375 53437 5348 2187 17 0
11.5 0.00358266 0.0172571 0.00358266 0.00307496 0.0172135 0.00307496 -0.000515703 0.000515703 -0.000206281 -0.000515703 0.000515703 0.00474447 11.375 11.625 21099 1708 1114 15 0
11.75 0.014376 0.0201364 0.014376 0.00999358 0.0190109 0.00999358 -0.00384725 0.00384725 -0.00185238 -0.00384725 0.00384725 0.0158165 11.625 11.875 7457 439 289 12 0
12 0.0667785 0.0128365 0.0667785 0.0369165 -0.00678493 0.0369165 0.232862 0.0166744 0.232862 -0.0171376 0.0171376 0.0338119 11.875 12.125 2302 143 37 4 0
12.25 -0.0564516 0.0564516 0.00734767 -0.0564516 0.0564516 0.0677419 -0.0564516 0.0564516 0.0629032 -0.0564516 0.0564516 0.0677419 12.125 12.375 638 18 0 2 0
12.5 -0.0242272 0.0601504 0.0467836 -0.135338 0.135338 0.203008 0.114662 0.12218 0.114662 -0.135338 0.135338 0.203008 12.375 12.625 142 9 0 4 0
12.75 -0.4 0.4 0.2 -0.4 0.4 0.2 -0.4 0.4 0.2 -0.4 0.4 0.2 12.625 12.875 30 0 0 0 0
13 -0.666667 0.333333 0.333333 -0.666667 0.333333 0.333333 -0.666667 0.333333 0.333333 -0.666667 0.333333 0.333333 12.875 13.125 3 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
