#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 0 0 0 0 0 0 0 0 7.2 7.4 470924 4491 30 0
7.5 0 0.693047 0 0 0 0 0 0 0 7.4 7.6 363072 4589 34 0
7.7 0 0.724915 0 0 0 0 0 0 0 7.6 7.8 267552 4476 39 0
7.9 0 0.760791 0 0 0 0 0 0 0 7.8 8 191411 4048 52 0
8.1 0 0.772083 0 0 0 0 0 0 0 8 8.2 131594 3431 29 0
8.3 0 0.923077 0 0 0 0 0 0 0 8.2 8.4 90235 2866 27 0
8.5 0 0.990291 0 0 0 0 0 0 0 8.4 8.6 60795 2342 21 0
8.7 0 0.939394 0 0 0 0 0 0 0 8.6 8.8 39816 1908 9 0
8.9 0 0.947977 0 0 0 0 0 0 0 8.8 9 26208 1404 11 0
9.1 0 1 0 0 0 0 0 0 0 9 9.2 17321 1097 9 0
9.3 0 1 0 0 0 0 0 0 0 9.2 9.4 10926 791 8 0
9.5 0 1 0 0 0 0 0 0 0 9.4 9.6 6970 504 13 0
9.7 0 0.944444 0 0 1 0 0 0 0 9.6 9.8 4112 249 4 0
9.9 0 1 0 0 1 0 0 0 0 9.8 10 2498 149 6 0
10.1 0 1 0 0 0.5 0 0 0 0 10 10.2 1529 64 6 0
10.3 0 0 0 0 1 0 0 0 0 10.2 10.4 887 23 4 0
10.5 0 1 0 0 1 0 0 0 0 10.4 10.6 485 6 5 0
10.7 0 1 0 0 0 0 0 0 0 10.6 10.8 263 3 1 0
10.9 0 1 0 0 0 0 0 0 0 10.8 11 114 1 0 0
11.1 0 0 0 0 0 0 0 0 0 11 11.2 50 0 2 0
11.3 0 0 0 0 0 0 0 0 0 11.2 11.4 13 0 0 0
11.5 0 0 0 0 0 0 0 0 0 11.4 11.6 5 0 0 0
11.7 0 0 0 0 0 0 0 0 0 11.6 11.8 1 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
