#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27961 2339 217 436 376
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 49371 7049 674 1407 1214
9.25 -5.27373e-06 5.27373e-06 5.27257e-06 -5.27373e-06 5.27373e-06 5.27257e-06 -5.27373e-06 5.27373e-06 5.27257e-06 -5.27373e-06 5.27373e-06 5.27257e-06 9.125 9.375 232707 43088 4232 8657 7007
9.5 5.57125e-05 0.000221654 -6.80016e-06 1.79085e-05 0.000139599 7.08012e-05 0.000157852 0.000411362 1.22962e-05 8.05681e-05 0.00033123 3.60124e-06 9.375 9.625 870634 115403 13361 18623 14545
9.75 0.000183772 0.00067715 2.99785e-05 8.26216e-05 0.000869767 -4.84124e-05 0.000427752 0.000922812 0.0001617 0.000597371 0.000832426 0.000376141 9.625 9.875 2.42126e+06 295258 33150 35848 26832
10 0.0012261 0.00128816 0.000629304 0.00110494 0.0015413 0.000499314 0.00157262 0.00152105 0.000720607 0.00300043 0.001673 0.00191545 9.875 10.125 3.47374e+06 499427 59718 58858 42501
10.25 0.0042853 0.00334488 0.00166223 0.00436554 0.0033674 0.00141007 0.00538898 0.00488267 0.00191711 0.0083285 0.00316861 0.00426215 10.125 10.375 2.48759e+06 465790 59230 55409 38689
