#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 221861 2746 34 3 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 355697 3605 150 12 0
9.25 -8.37095e-07 8.37095e-07 -7.77618e-11 -8.37095e-07 8.37095e-07 -4.69527e-11 -8.37095e-07 8.37095e-07 -4.41105e-11 -8.37095e-07 8.37095e-07 8.36869e-07 9.125 9.375 1.21494e+06 20337 1952 191 0
9.5 1.66618e-05 2.64391e-05 1.15704e-05 -6.26416e-07 0.000219065 9.39409e-07 -6.26416e-07 6.26416e-07 4.69654e-06 -6.26416e-07 3.13457e-07 1.34551e-05 9.375 9.625 3.3663e+06 173529 17137 1399 0
9.75 2.25785e-06 4.60206e-05 2.27495e-06 5.32092e-05 0.000108428 5.41917e-05 -2.70515e-06 0.000317527 5.40452e-06 -2.70515e-06 4.95082e-07 1.7428e-05 9.625 9.875 4.4693e+06 402982 35769 2322 0
10 5.81488e-06 4.97084e-05 3.80261e-06 2.36891e-05 0.000182901 2.50619e-05 0.000387428 0.00032647 0.000391204 -1.37477e-06 1.84923e-09 1.47756e-05 9.875 10.125 3.32686e+06 417267 39898 2572 0
10.25 2.89301e-06 7.52265e-05 2.89301e-06 2.58278e-05 0.000178131 2.70841e-05 0 0.000352979 1.25647e-06 0 0 8.16625e-06 10.125 10.375 1.93585e+06 345661 38718 2604 0
