#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 31708 240 388 210
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 57344 813 1391 741
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 276213 5772 9410 5363
9.50 0 0.333333 0 0.5 0.0555556 0.378788 0.333333 0.222222 0.0833333 9.375 9.625 1.1343e+06 20908 24689 12704
9.75 0.295082 0.0739656 0.0395264 0.341463 0.141295 0.0620517 0.6 0.05625 0.266667 9.625 9.875 3.03792e+06 49141 44806 22071
10.00 0.777778 0.0587606 0.297386 0.722222 0.0979217 0.342057 0.793103 0.0580825 0.318103 9.875 10.125 3.78965e+06 72047 61167 29253
10.25 0.914894 0.0216917 0.0789561 0.926667 0.0243823 0.0587422 0.979592 0.00345898 0.104248 10.125 10.375 2.62427e+06 67846 54600 26051
10.50 0.933985 0.0221347 0.00759804 0.947514 0.0138596 0.0133821 0.942029 0.0217641 0.0181159 10.375 10.625 1.62802e+06 57983 43253 20628
10.75 0.936877 0.0229219 -0.00329387 0.956349 0.00318837 0.017355 0.951583 0.0121967 0.0102913 10.625 10.875 1.00223e+06 48030 31828 15428
11.00 0.943408 0.0120596 0.0107107 0.939602 0.0157918 0.00727159 0.952677 0.00925517 0.0129685 10.875 11.125 600803 36866 22004 10053
11.25 0.925241 0.0228837 0.0106134 0.922341 0.0238299 0.00834024 0.92372 0.020224 0.0137282 11.125 11.375 348091 25789 14280 6478
11.50 0.873054 0.0530136 0.000920892 0.876966 0.0451038 0.00347632 0.910163 0.0166659 0.0244201 11.375 11.625 201060 14832 9616 3962
11.75 0.8125 0.0714384 0.00119364 0.79927 0.0761397 0 0.842717 0.0461722 0.016206 11.625 11.875 115992 4713 6569 2614
12.00 0.728972 0.0862891 -0.00746214 0.686347 0.0891699 -0.0101782 0.721585 0.0622246 0.00310671 11.875 12.125 66146 507 4606 1625
12.25 0.666667 0.152778 -0.0350877 0.538079 0.0757989 -0.0136972 0.553928 0.0423161 0.0064922 12.125 12.375 37277 61 3018 1059
12.50 0.736842 0.0131579 0.100478 0.417234 0.0477086 0.00588605 0.427119 0.0396511 0.0147293 12.375 12.625 20714 21 1756 711
12.75 0.8 0.0333333 0 0.279441 0.0613752 0.00756031 0.309917 0.0514272 0.0226833 12.625 12.875 11197 5 593 531
13.00 1 0 0.5 0.325581 0.038055 0.0636766 0.202614 0.0351706 0.0231272 12.875 13.125 5824 1 51 314
13.25 0 0 0 0.5 0 0 0.104478 0.0250561 0.0294776 13.125 13.375 2915 0 2 205
13.50 0 0 0 0 0 0 0.078125 0.0078125 0.0246899 13.375 13.625 1371 0 0 133
13.75 0 0 0 0 0 0 0.0697674 0.00523256 0 13.625 13.875 612 0 0 45
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 234 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 66 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 11 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
