#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 122693 1847 172 92 4
9 -9.89727e-06 0.000249305 9.89707e-06 -9.89727e-06 9.73159e-11 9.89707e-06 -9.89727e-06 9.73159e-11 9.89707e-06 -9.89727e-06 9.73159e-11 9.89707e-06 8.875 9.125 205930 3854 629 310 5
9.25 -6.50877e-06 4.64692e-06 1.69208e-05 -6.50877e-06 1.30211e-06 2.2129e-05 -6.50877e-06 0.000315835 1.56192e-05 -6.50877e-06 1.30211e-06 2.2129e-05 9.125 9.375 798196 30002 5842 2900 72
9.5 1.59428e-05 0.000816145 -4.37885e-07 2.06505e-05 0.00126597 -2.75454e-06 3.05834e-05 0.00103696 -7.48662e-05 -3.56812e-05 0.00729509 4.24234e-06 9.375 9.625 2.53923e+06 213079 35504 15091 378
9.75 7.57482e-05 0.00128923 -6.46112e-06 0.000100867 0.00255396 -2.58558e-05 0.000261858 0.00299953 1.38694e-05 0.00142212 0.00352545 0.00011696 9.625 9.875 4.63661e+06 535512 75676 26695 636
10 3.22197e-05 0.000871031 -6.54022e-06 0.000165262 0.00158891 -1.08012e-05 4.34786e-05 0.00207193 0 -0.000108428 0.001599 0.000483641 9.875 10.125 3.97198e+06 568798 80383 26332 645
10.25 5.04856e-05 0.000390298 3.95943e-05 4.79461e-05 0.000739161 2.15592e-05 0.000153437 0.000689764 0.000155859 -2.01812e-05 1.63457e-05 0.00015731 10.125 10.375 2.56227e+06 481131 73392 23039 602
