#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 163136 2014 93 23 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 265932 3436 404 129 0
9.25 -4.229e-06 8.76542e-05 1.05687e-06 -4.229e-06 3.17182e-06 1.48004e-05 -4.229e-06 3.17179e-06 1.48015e-05 -4.229e-06 3.93356e-10 2.32572e-05 9.125 9.375 971638 25788 4400 1442 0
9.5 7.52114e-06 0.000177213 -1.89228e-06 1.51778e-05 0.000420434 -4.86847e-06 0.000103567 0.000539241 1.76753e-05 -1.6351e-05 5.20418e-06 0.000155164 9.375 9.625 2.90041e+06 209449 31717 8339 0
9.75 3.07582e-05 0.000431486 8.05139e-06 4.0278e-05 0.00102662 -2.09709e-05 0.00022544 0.000975785 6.64049e-05 -4.85136e-05 4.96911e-06 0.000422202 9.625 9.875 4.80467e+06 517208 67574 14601 0
10 3.0777e-06 0.000259484 2.81914e-06 -9.643e-06 0.000754816 -1.29499e-05 0.00010073 0.000509473 1.4462e-05 -3.77455e-05 2.20344e-06 0.000336501 9.875 10.125 3.82407e+06 538909 71168 14443 0
10.25 3.83555e-05 0.000162557 3.75423e-05 5.7275e-05 0.000346027 6.03549e-05 0.000455163 0.000305986 0.000457734 -4.1142e-06 1.03147e-06 8.89299e-05 10.125 10.375 2.39186e+06 447378 65158 13064 0
