#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 3.63504e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 29743 27510 2233 236 450 273
9.00 2.15922e-05 2.15913e-05 4.6748e-10 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 53358 46313 7045 819 1458 932
9.25 0 4.79081e-06 0 0 4.33332e-05 0 0 0 0 0 0.000102501 0 0 0.000168265 0 9.125 9.375 254776 208702 46074 5400 9735 5942
9.50 7.37737e-05 0.000196279 4.64694e-06 0.00014646 0.0005142 -1.71772e-05 0.000373712 0.000539579 1.01479e-06 0.000170169 0.000651726 -3.74201e-05 7.50075e-05 0.000819647 -7.3935e-05 9.375 9.625 1.02446e+06 881073 143384 18731 23506 13332
9.75 0.000457389 0.00117747 2.20198e-05 0.000650693 0.00261675 -2.40416e-05 0.000671938 0.00336924 -4.78112e-06 0.000844476 0.00320744 -5.58593e-05 0.000852988 0.00354853 2.71975e-06 9.625 9.875 2.833e+06 2.47492e+06 358080 44647 42630 23447
10.00 0.00039712 0.00078695 4.63432e-05 0.000843237 0.00180803 0.000217565 0.00081857 0.00214981 8.82335e-05 0.00109025 0.00232685 0.000319552 0.00162255 0.00250135 0.000747274 9.875 10.125 3.69643e+06 3.16277e+06 533658 68412 61454 33281
10.25 0.000423073 0.000548596 0.00025333 0.0023768 0.00305692 0.00107737 0.00216193 0.00385386 0.000818607 0.0029831 0.00422612 0.00110837 0.00542234 0.00380307 0.00293892 10.125 10.375 2.58488e+06 2.09893e+06 485947 65682 55982 29692
10.50 0.000995912 0.000925133 0.000695555 0.00836066 0.00871199 0.00258354 0.00806291 0.0109996 0.00192349 0.0108039 0.0108091 0.00302181 0.0171829 0.0099821 0.00844677 10.375 10.625 1.60768e+06 1.23103e+06 376645 55191 43873 23279
10.75 0.00285517 0.0019635 0.00193715 0.0249142 0.0172511 0.00653836 0.023476 0.0200471 0.00464761 0.0285582 0.0171226 0.00709129 0.0428489 0.0171557 0.0177083 10.625 10.875 991223 725350 265873 45621 32390 17340
11.00 0.00860143 0.00362527 0.00511314 0.0577823 0.0268961 0.0110761 0.0526018 0.0304474 0.00717311 0.0659858 0.0304881 0.0107526 0.0909572 0.02364 0.0276738 10.875 11.125 599162 429231 169931 35322 22520 11335
11.25 0.0249244 0.00543885 0.0123252 0.125198 0.0342659 0.0150411 0.10638 0.0412091 0.00871345 0.141106 0.0340117 0.0142859 0.176043 0.0238304 0.0394448 11.125 11.375 348639 253366 95273 25108 14521 7430
11.50 0.0626693 0.00436334 0.0231564 0.232782 0.0341268 0.0186094 0.181069 0.0397514 0.0106126 0.250612 0.0345497 0.0150219 0.308865 0.0211809 0.0464318 11.375 11.625 202680 150249 52431 14685 9796 4591
11.75 0.136168 0.0026954 0.0374301 0.369588 0.0385125 0.0137628 0.278098 0.04303 0.0109394 0.385063 0.0428331 0.0141519 0.436253 0.0247926 0.0334939 11.625 11.875 117713 88567 29146 4689 6695 2957
12.00 0.256792 0.00402209 0.0472526 0.529352 0.0370534 0.00832969 0.418288 0.0550058 -0.00646123 0.545646 0.0426 0.00403392 0.614064 0.0221493 0.0276065 11.875 12.125 67465 51606 15859 514 4754 1806
12.25 0.41978 0.00877726 0.0440837 0.674797 0.0387314 0.00319272 0.756757 0.0595698 0.000942826 0.675884 0.0451806 -0.00367868 0.736975 0.0185999 0.0167367 12.125 12.375 38467 29980 8487 74 3110 1190
12.50 0.582875 0.0249327 0.0444224 0.802391 0.0330381 0.00988019 0.933333 0.0166667 0.0385965 0.783379 0.0366933 0.00991482 0.835013 0.0298184 0.0124738 12.375 12.625 21519 17086 4433 15 1805 794
12.75 0.740019 0.0360474 0.0410772 0.891266 0.0201713 0.0165839 1 0 0 0.85042 0.0251489 0.0205385 0.921902 0.0136917 0.0143108 12.625 12.875 11833 9543 2290 4 595 589
13.00 0.855207 0.026736 0.0342278 0.938852 0.011838 0.0100133 0 0 0 0.910448 0.00847113 0.0280948 0.944444 0.00742722 0.00396824 12.875 13.125 6229 5166 1063 0 67 360
13.25 0.903994 0.0223525 0.0201539 0.967413 0.00458658 0.0107124 0 0 0 1 0 0 0.9875 0.00409663 0.0167887 13.125 13.375 3220 2729 491 0 4 240
