#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -2.0421e-06 0.000126177 1.83138e-05 1.96451e-05 0.000326951 6.08613e-05 -2.14872e-05 0.00116283 4.9545e-05 -4.25764e-05 3.0292e-05 0.000158106 7.2 7.4 597856 115725 13528 748 0
7.5 -1.75057e-05 0.000189059 3.49999e-05 6.33206e-05 0.000322015 8.32761e-05 -4.30268e-05 0.00121065 6.60371e-05 -9.10996e-05 5.89206e-05 0.000277748 7.4 7.6 470205 103200 13605 738 0
7.7 -3.85748e-05 0.000344277 3.15229e-05 3.38348e-05 0.000540712 0.000127007 -9.49004e-05 0.00183458 9.74851e-05 -0.000144236 7.2564e-05 0.000261952 7.6 7.8 358636 86290 13115 746 0
7.9 -3.32013e-05 0.000607721 5.49361e-05 -7.85612e-05 0.00110759 0.00011611 -0.000117569 0.00135733 0.00013779 -0.000179903 9.60433e-05 0.000385142 7.8 8 266176 67113 12080 720 0
8.1 -4.14396e-06 0.00108968 7.65735e-05 -3.16736e-05 0.00192736 0.000121548 -0.000119286 0.00300718 0.000167646 -0.000199874 0.00012082 0.000555609 8 8.2 194127 48871 10555 648 0
8.3 2.64618e-05 0.00204207 5.74751e-05 3.12573e-06 0.00291562 0.000149234 -0.000112784 0.00334282 0.00017201 -0.000189643 0.000109979 0.000685792 8.2 8.4 137864 33768 8713 530 0
8.5 0.000139379 0.00336045 0.000145163 0.000159403 0.00564882 0.000221584 -5.35762e-05 0.0119371 0.000142104 -0.000176285 0.000113338 0.00081617 8.4 8.6 98171 23078 7179 413 0
8.7 0.000234765 0.0055304 0.000252636 0.000143561 0.00756079 0.000240206 -3.79168e-05 0.0145855 0.000128521 -0.000166438 0.000111888 0.00145097 8.6 8.8 68626 15251 5627 381 0
8.9 0.000216194 0.00696629 0.00024019 0 0.0104021 5.55509e-05 0.00224011 0.0162699 0.00230107 -0.00011154 8.4309e-05 0.00350404 8.8 9 48001 10069 4401 281 0
9.1 0.000500242 0.0132479 0.000500242 0.000168022 0.0106594 0.000244604 0.00357913 0.0458893 0.00366082 -0.000290482 0.00025052 0.00766363 9 9.2 33295 6428 3031 233 0
9.3 0.00119854 0.0248671 0.00119854 0.000539418 0.0161004 0.000596945 0.00553081 0.0912566 0.00558378 -0.000674834 0.000634233 0.01256 9.2 9.4 22445 4041 2043 186 0
9.5 0.00449722 0.0288003 0.00449722 0 0.01902 0.000336905 0.022771 0.0876099 0.022771 -0.00128628 0.00128628 0.0253621 9.4 9.6 15618 2612 1345 153 0
9.7 0.00570781 0.0342091 0.00570781 -0.000112613 0.0073696 0.0030543 0.0208937 0.0775448 0.0208937 -0.00512821 0.00501434 0.0370295 9.6 9.8 10408 1584 710 159 0
9.9 0.00822805 0.0438065 0.00822805 -0.00398683 0.00398683 0.0115287 0.0640708 0.0978128 0.0555238 -0.0108471 0.0106433 0.0512192 9.8 10 7134 992 373 126 0
10.1 0.00942047 0.041749 0.0109235 -0.00544795 0.00544795 0.0206856 0.0641865 0.0983532 0.060934 -0.0253906 0.0223224 0.0588227 10 10.2 4532 562 151 89 0
10.3 0.0166168 0.0578299 0.0237058 -0.0115845 0.014789 0.0304667 0.0659103 0.105963 0.0683049 -0.0498664 0.0400473 0.0846389 10.2 10.4 2919 339 68 75 0
10.5 0.0249825 0.0425468 0.0330633 -0.0455285 0.0331446 0.0650081 0.149283 0.0825758 0.113957 -0.0865326 0.0585823 0.0972355 10.4 10.6 1913 195 30 50 0
10.7 0.033283 0.0784117 0.0567435 -0.0266348 0.107617 0.0680699 0.139436 0.107461 0.141735 -0.111562 0.0624964 0.105396 10.6 10.8 1187 110 9 35 0
10.9 0.0682176 0.0962482 0.0980217 -0.0987903 0.873102 0.132789 0.220505 0.118597 0.165327 -0.159091 0.0759266 0.121137 10.8 11 616 52 0 22 0
11.1 0.0705128 0.125641 0.14524 -0.118644 0.841891 0.112417 0.283708 0.223345 0.323117 -0.173554 0.0863978 0.109663 11 11.2 321 23 1 10 0
11.3 0.00925926 0.195286 0.154384 -0.181818 0.084596 0.130682 0.0987342 0.299617 0.23335 -0.181818 0.084596 0.130682 11.2 11.4 124 8 0 4 0
11.5 0.238095 0.267281 0.325052 -0.214286 0.119048 0.160714 0.238095 0.267281 0.325052 -0.214286 0.119048 0.160714 11.4 11.6 37 5 0 5 0
11.7 0.403509 0.505582 0.503509 -0.153846 0.153846 0.246154 0.403509 0.505582 0.503509 -0.153846 0.153846 0.246154 11.6 11.8 14 1 0 1 0
11.9 0 0 0.333333 0 0 0.333333 0 0 0.333333 0 0 0.333333 11.8 12 3 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
