#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0124438 0.0218589 0.00828313 0.0129041 0.021036 0.00904457 0.0121749 0.0251171 0.00864043 0.0152284 0.0263024 0.0105552 7.2 7.4 691955 140361 16173 16753 16410
7.5 0.0178105 0.0231956 0.0116758 0.0178588 0.02285 0.0116803 0.0194899 0.0241016 0.0134422 0.0204803 0.030803 0.0137355 7.4 7.6 612615 132513 15508 16217 15739
7.7 0.0237387 0.0255055 0.0136698 0.0235027 0.0268646 0.0136737 0.0275772 0.0275577 0.017352 0.0262437 0.0337292 0.0149923 7.6 7.8 525964 120245 14581 15275 15027
7.9 0.0353646 0.0304178 0.0177623 0.0322717 0.0323882 0.0159518 0.0368216 0.0338288 0.018525 0.0390181 0.0358644 0.0195682 7.8 8 436495 105728 13605 13852 13653
8.1 0.0568389 0.0398696 0.025922 0.0525395 0.045385 0.0244231 0.0586164 0.0434598 0.0272169 0.0586574 0.0442655 0.0250502 8 8.2 355026 91107 12021 12473 12181
8.3 0.0878861 0.0524038 0.0344127 0.0815065 0.055343 0.0353369 0.0845839 0.0519425 0.0363002 0.0901034 0.0470902 0.0340952 8.2 8.4 290033 81319 11014 11504 11212
8.5 0.110684 0.0533696 0.0362513 0.103253 0.0578836 0.0374954 0.104801 0.0541123 0.0356698 0.113772 0.0476867 0.0369903 8.4 8.6 241854 75462 10585 10476 10482
8.7 0.127523 0.047642 0.0371986 0.123134 0.0533433 0.041914 0.124311 0.0498694 0.0373099 0.130209 0.0470562 0.0329296 8.6 8.8 200250 66963 9478 9377 9078
8.9 0.147701 0.0418877 0.0369213 0.146599 0.0534687 0.0411318 0.137778 0.0429748 0.0357997 0.154657 0.0488655 0.0385783 8.8 9 161463 54647 8413 7635 7868
9.1 0.171447 0.0347343 0.0372877 0.172461 0.0492808 0.042555 0.162523 0.0401573 0.0371429 0.178661 0.0415794 0.0328391 9 9.2 129759 43886 7403 6462 6489
9.3 0.196699 0.0341832 0.0329926 0.193142 0.0447429 0.0375395 0.186424 0.0346449 0.0334751 0.205231 0.0310106 0.0283201 9.2 9.4 105874 35490 6188 5325 5408
9.5 0.219987 0.0345417 0.0306378 0.200579 0.0517135 0.0352169 0.208962 0.0365394 0.0313442 0.229259 0.0250993 0.0263762 9.4 9.6 87286 28785 4845 4453 4620
9.7 0.243064 0.0313127 0.0286189 0.214141 0.0434743 0.0363157 0.235259 0.0386296 0.0300707 0.257775 0.0185462 0.021119 9.6 9.8 74725 24703 3640 4010 4083
9.9 0.257769 0.0304329 0.0250205 0.208867 0.0461988 0.0345038 0.24459 0.0355038 0.0263813 0.278112 0.0228883 0.0192218 9.8 10 64041 20966 2496 3515 3636
10.1 0.274921 0.0334973 0.0232919 0.218398 0.0474123 0.0446172 0.275966 0.0380634 0.0281803 0.310076 0.023416 0.0182927 10 10.2 57361 18570 1468 3317 3313
10.3 0.283416 0.0298225 0.0213577 0.197565 0.0509011 0.0415986 0.281996 0.0384142 0.0287315 0.299859 0.0203386 0.0176102 10.2 10.4 50827 16119 710 3227 3105
10.5 0.277223 0.0290423 0.02111 0.245433 0.0535787 0.053896 0.271172 0.0328566 0.0294719 0.298064 0.0208056 0.0195733 10.4 10.6 44229 13563 243 3038 2678
10.7 0.2579 0.0270239 0.0235708 0.254164 0.0562085 0.0541339 0.248167 0.0267923 0.0267321 0.27906 0.0211024 0.0233218 10.6 10.8 35069 10421 77 2351 2247
10.9 0.204015 0.0291323 0.0261563 0.197593 0.076207 0.0524061 0.169219 0.0283109 0.0294981 0.222789 0.0313591 0.0265808 10.8 11 23417 6276 26 1288 1561
11.1 0.15917 0.030758 0.0280206 0.029645 0.104166 0.0735857 0.11228 0.0340652 0.0291368 0.190653 0.0359803 0.0375882 11 11.2 12439 2918 9 419 836
11.3 0.0949621 0.0306472 0.0271304 0.0764468 0.119922 0.936428 0.0606283 0.0509658 0.0276719 0.106158 0.0312266 0.0332627 11.2 11.4 5445 1003 0 56 361
11.5 0.0399742 0.0199423 0.0142605 -0.905352 0.0381234 0.0256261 -0.230951 0.290514 0.163493 0.0456753 0.0165986 0.0183374 11.4 11.6 2119 281 0 4 110
11.7 0.0341151 0.0221076 0.0221438 -0.94041 0.0262005 0.0224879 -0.94041 0.0262005 0.0224879 0.0154799 0.0423713 0.046662 11.6 11.8 688 61 0 0 14
11.9 -0.0162367 0.0467244 0.123511 -0.965217 0.0250977 0.0175412 -0.965217 0.0250977 0.0175412 0.00865799 0.0253226 0.448508 11.8 12 191 8 0 0 3
12.1 -0.969697 0.049697 0.030303 -0.972222 0.0367383 0.0277778 -0.972222 0.0367383 0.0277778 -0.972222 0.0367383 0.0277778 12 12.2 34 0 0 0 0
12.3 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12.2 12.4 4 0 0 0 0
12.5 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12.4 12.6 1 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
