#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00310551 0.00232523 0.00139793 0.0117087 0.00831136 0.00423068 0.0119911 0.00811323 0.0042565 0.0121705 0.0087141 0.00444348 0.0157363 0.00871513 0.00624878 7.2 7.4 637377 496700 140677 18390 17238 14607
7.5 0.00404824 0.00286159 0.00172934 0.0166066 0.00958828 0.005497 0.0168974 0.0099595 0.00534028 0.0175765 0.0118967 0.00542146 0.0187183 0.0126482 0.0066371 7.4 7.6 542186 417308 124878 17089 16144 13448
7.7 0.00557651 0.00358495 0.00209019 0.0241502 0.0131716 0.00623078 0.0264403 0.0159608 0.0071182 0.0249839 0.0128927 0.00701524 0.0257609 0.014307 0.00706274 7.6 7.8 456081 347873 108208 15436 14454 12181
7.9 0.0078347 0.0041707 0.00288836 0.0440237 0.0217609 0.0111212 0.045196 0.0256464 0.0118905 0.0434215 0.0214794 0.0118009 0.0438848 0.0204103 0.0116149 7.8 8 376337 282945 93392 14042 12729 10659
8.1 0.0107339 0.00552442 0.003602 0.0678167 0.0255033 0.0149638 0.068047 0.0271501 0.0167938 0.0658357 0.0261427 0.0154214 0.0691824 0.0222057 0.0168414 8 8.2 312260 227110 85150 13280 11919 9891
8.3 0.0153664 0.00701034 0.0044193 0.085836 0.0255036 0.0153189 0.0860457 0.026892 0.0181201 0.0840834 0.0250482 0.0159658 0.0925074 0.026373 0.0186396 8.2 8.4 263361 181897 81464 13013 11217 9439
8.5 0.0213566 0.00762314 0.00565658 0.107222 0.0249877 0.0182422 0.109969 0.0276433 0.0197021 0.107065 0.025402 0.0190222 0.117167 0.0263079 0.0210038 8.4 8.6 218715 145716 72999 12416 10230 8521
8.7 0.0300355 0.00869642 0.00732463 0.131132 0.0267715 0.0195751 0.13366 0.0326565 0.0211719 0.12998 0.0275208 0.0169539 0.136902 0.0268544 0.0198824 8.6 8.8 176776 116268 60508 10648 8672 7473
8.9 0.039662 0.0107992 0.00902173 0.163552 0.0278265 0.0202886 0.16377 0.0308249 0.0250304 0.164968 0.0264088 0.0211677 0.178104 0.029495 0.0211781 8.8 9 142323 93531 48792 9600 7427 6014
9.1 0.0523426 0.0114306 0.0110061 0.200123 0.0263396 0.0224319 0.196174 0.0304372 0.0269037 0.200281 0.0246613 0.0245302 0.214976 0.0273439 0.0234354 9 9.2 115432 76336 39096 7911 6272 5139
