#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 26575 144 359 312
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 47537 492 1125 1107
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 224886 3220 7200 6642
9.50 1 -0.25 0.6 1 0 0.5 1 0 0.5 9.375 9.625 825162 10578 15508 13889
9.75 0.64 0.08 0.268571 0.710526 0.0581812 0.218463 0.8 0.0450704 0.3 9.625 9.875 2.26963e+06 28685 31974 27267
10.00 0.947712 0.0174038 0.0925697 0.940217 0.00422704 0.0863712 0.961905 0.00173157 0.0644689 9.875 10.125 3.3757e+06 56788 57110 46869
10.25 0.957895 0.0170007 0.00807393 0.967213 0.00749958 0.015698 0.976378 0.00351232 0.016378 10.125 10.375 2.44303e+06 56886 54596 43584
10.50 0.979191 -0.00203788 0.0165138 0.969154 0.00969416 0.00606698 0.97644 0.0061422 0.00860351 10.375 10.625 1.53476e+06 46457 43000 34404
10.75 0.969873 0.00766277 0.0065521 0.971072 0.00839084 0.00537372 0.968289 0.00791752 0.00337636 10.625 10.875 952068 37475 32018 25403
11.00 0.95419 0.0191625 0.00240725 0.960887 0.0127078 0.00702405 0.967606 0.00286174 0.00985444 10.875 11.125 585263 29800 22563 17368
11.25 0.928187 0.0338559 0.000180185 0.944084 0.020131 0.0107286 0.949884 0.0136193 0.011673 11.125 11.375 346043 21619 14859 11237
11.50 0.884987 0.0467767 0.00239044 0.87425 0.0507376 0.00239879 0.896552 0.0358427 0.00821906 11.375 11.625 204235 13129 9794 6938
11.75 0.787879 0.0739355 -0.00939912 0.793539 0.0640606 -0.00236112 0.833563 0.0426795 0.00722474 11.625 11.875 119891 4292 6474 4409
12.00 0.71308 0.0827778 -0.0153149 0.663399 0.0703809 -0.00832808 0.678841 0.0456558 0 11.875 12.125 70121 488 4639 2829
12.25 0.653061 0.0822329 0.00306123 0.533239 0.0584306 -0.00752831 0.529766 0.0316775 0.0100395 12.125 12.375 40785 67 3088 1786
12.50 0.5 0 0.0555556 0.36991 0.0504307 0.00621909 0.391351 0.0364326 0.0143374 12.375 12.625 23173 18 1811 1090
12.75 0.666667 0.047619 0.0416667 0.311787 0.0327955 0.0258126 0.290837 0.0300688 0.0245114 12.625 12.875 13323 6 615 837
13.00 0 0.5 0 0.166667 0.079235 0.00537635 0.137931 0.0328509 0.0165438 12.875 13.125 7387 1 64 527
13.25 1 0 0 0.111111 0 0.0111111 0.0736544 0.0144138 0.00794011 13.125 13.375 3979 1 10 362
13.50 0 0 0 1 0 0 0.042654 0.0131599 0.00932069 13.375 13.625 2040 0 1 215
13.75 0 0 0 0 0 0 0.0597015 0.000904571 0.0142469 13.625 13.875 1034 0 0 68
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 454 0 0 5
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 203 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 44 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 15 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
