#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 41550 112 377 445
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 63311 377 1099 1329
9.25 0 0 0 1 0 1 0 0 0 9.125 9.375 256582 2285 5702 6600
9.50 1 0 1 0.875 0.125 0.875 1 0 1 9.375 9.625 766266 6089 9580 10688
9.75 0.894737 0.0539811 0.161403 0.826667 0.173333 0.0988889 0.858209 0.041791 0.123711 9.625 9.875 1.90455e+06 15800 19055 20573
10.00 0.950216 0.0146958 0.0373724 0.949212 0.0104423 0.028577 0.95 0.00973153 0.0316327 9.875 10.125 2.91413e+06 41314 45971 45831
10.25 0.961064 0.012972 0.0192415 0.965901 0.00833821 0.017597 0.974453 0 0.0266567 10.125 10.375 2.24064e+06 44954 48267 46614
10.50 0.957295 0.0124274 0.01892 0.967784 0.00834554 0.0143937 0.980952 -0.00441808 0.0255056 10.375 10.625 1.43524e+06 37073 39245 37835
10.75 0.955299 0.0142093 0.0144887 0.963411 0.0119556 0.00988734 0.97173 0.00507212 0.0169823 10.625 10.875 896061 28791 29626 28367
11.00 0.948802 0.0179852 0.013334 0.953146 0.0134115 0.010312 0.965011 0.00704479 0.0159789 10.875 11.125 554938 22669 20760 19944
11.25 0.915739 0.0284131 0.0111383 0.929569 0.0183567 0.0152248 0.937331 0.0135499 0.012027 11.125 11.375 334838 17115 13364 12895
11.50 0.846954 0.0598891 -0.000990868 0.868588 0.0369363 0.00269258 0.88314 0.0270574 0.0137401 11.375 11.625 200248 10840 8729 8007
11.75 0.772208 0.0615304 -0.00182223 0.774663 0.044974 0.00244242 0.800735 0.0287803 0.0130027 11.625 11.875 119441 3801 5780 5098
12.00 0.686047 0.078826 -0.0146337 0.616489 0.0759363 -0.00984985 0.65999 0.0462595 -0.00137317 11.875 12.125 70470 463 4033 3295
12.25 0.603175 0.040661 0.0031746 0.489373 0.0557222 -0.00262016 0.525367 0.030801 0.00839585 12.125 12.375 41447 77 2696 2067
12.50 0.576923 0.023077 0.0314685 0.358767 0.0438801 0.0129443 0.38694 0.0235287 0.0156353 12.375 12.625 24392 32 1715 1264
12.75 0.555556 0.0277777 0.0940171 0.293522 0.0215462 0.0147453 0.274684 0.0240007 0.0121506 12.625 12.875 14341 9 587 902
13.00 0 0 0 0.15873 0.0177404 0.015873 0.154717 0.00973484 0.0202342 12.875 13.125 8117 5 70 572
13.25 0 0 0 0 0.142857 0 0.115281 0.017186 0.0144641 13.125 13.375 4589 0 6 393
13.50 0 0 0 0 0 0 0.0643777 0.00858369 0.0171674 13.375 13.625 2472 0 1 244
13.75 0 0 0 0 0 0 0.0512821 0.0145074 0.0112821 13.625 13.875 1326 0 0 79
14.00 0 0 0 0 0 0 0.142857 0.107143 0.0178571 13.875 14.125 643 0 0 9
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 320 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 128 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 42 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 6 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
