#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 28275 237 467 354
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 49904 716 1556 1186
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 237110 4622 9157 7025
9.50 1 0 1 0.25 0.416667 -0.0833333 1 0 0.833333 9.375 9.625 897589 14707 20012 14648
9.75 0.606061 0.0277422 0.239088 0.774194 -0.079478 0.418261 0.733333 -0.0060606 0.288889 9.625 9.875 2.50571e+06 35692 37503 26297
10.00 0.931818 0 0.172782 0.881818 0.0147336 0.163508 0.914894 0 0.144623 9.875 10.125 3.52433e+06 61809 59497 40350
10.25 0.94332 0.0227818 0.0170903 0.966361 0.00824231 0.0197589 0.973333 -0.0013054 0.0332584 10.125 10.375 2.51038e+06 60683 55726 36453
10.50 0.956923 0.011182 0.00650984 0.970149 0.00141937 0.0166609 0.98243 -0.00357848 0.0239735 10.375 10.625 1.56966e+06 50193 43616 28865
10.75 0.956204 0.0152683 0.000736117 0.966102 0.00708443 0.00588948 0.965029 0.00890779 0.00997293 10.625 10.875 969547 40879 32269 21104
11.00 0.954243 0.0132647 0.00679678 0.945324 0.0224985 -0.00106245 0.958845 0.00891984 0.00453711 10.875 11.125 592823 32234 22804 14213
11.25 0.928689 0.0305297 0.00203335 0.929185 0.028842 0.00253212 0.954989 0.0104512 0.012403 11.125 11.375 347360 23275 14718 9167
11.50 0.876992 0.0525249 0.0012877 0.885153 0.0441229 0.0115266 0.896681 0.0348725 0.00693613 11.375 11.625 204248 13962 9815 5762
11.75 0.787078 0.0869889 -0.0135611 0.78671 0.0764592 -0.00748318 0.840365 0.0370861 0.0161225 11.625 11.875 118906 4428 6629 3653
12.00 0.773913 0.0469339 0 0.648826 0.0857346 -0.0147724 0.683203 0.0582567 -0.000484526 11.875 12.125 69144 498 4623 2335
12.25 0.615385 0.0596154 0.0024814 0.526836 0.0683925 -0.0103502 0.526952 0.0416758 0.00282681 12.125 12.375 39946 75 3035 1461
12.50 0.545455 0.010101 0.0654546 0.381701 0.0598082 0.00771746 0.410194 0.0339746 0.0156276 12.375 12.625 22442 25 1817 977
12.75 0.2 -0.0333333 0.0333333 0.307087 0.0438504 0.0295908 0.325914 0.0285353 0.0225434 12.625 12.875 12679 5 606 701
13.00 0 0 0 0.245283 0.049799 0.0488545 0.157647 0.0247854 0.0284711 12.875 13.125 6951 1 60 448
13.25 0 0 0 0.571429 0.142857 0 0.0777778 0.0194444 0.0128923 13.125 13.375 3628 2 7 282
13.50 0 0 0 1 0 0 0.0393258 0.0121027 0.0165986 13.375 13.625 1835 0 2 179
13.75 0 0 0 0 0 0 0.0612245 0.00695733 0.00122449 13.625 13.875 897 0 0 50
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 372 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 144 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 33 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 7 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
