#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27882 2280 216 404 358
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 49025 6914 642 1399 1204
9.25 -5.2778e-06 1.83365e-05 5.27707e-06 -5.2778e-06 5.2778e-06 5.27713e-06 -5.2778e-06 5.2778e-06 5.27713e-06 -5.2778e-06 5.2778e-06 5.27713e-06 9.125 9.375 231703 42230 4113 8475 7001
9.5 9.691e-05 0.000175523 7.48967e-06 2.32874e-05 0.000200234 1.52225e-05 0.000166599 0.000321391 3.45695e-06 0.000292528 0.000249156 0.000128791 9.375 9.625 864690 113228 13069 18196 14461
9.75 0.000178184 0.000649531 2.82857e-05 0.00026027 0.000919849 -5.94626e-06 0.000278298 0.000809178 6.42053e-05 0.000352286 0.000967653 9.91164e-05 9.625 9.875 2.40096e+06 291251 32513 35465 26915
10 0.00129633 0.0013027 0.000679857 0.00115785 0.0015657 0.000444 0.00161401 0.0015937 0.000611635 0.00293769 0.00119897 0.00184755 9.875 10.125 3.46132e+06 497104 59272 58820 43108
10.25 0.00446098 0.00317643 0.00179729 0.0045547 0.00349526 0.00160864 0.00561543 0.00482436 0.00226506 0.0085069 0.00347019 0.00463299 10.125 10.375 2.48176e+06 464430 58752 55418 39328
