#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000423337 0.00179795 0.000423095 0.000328214 0.0019275 0.000311954 0.000529244 0.00200591 0.000447809 0.00102888 0.00349939 0.000802065 7.2 7.4 593427 140404 25651 10790 931
7.5 0.000662076 0.00272473 0.000595473 0.000861741 0.00285209 0.000641338 0.000788851 0.00290669 0.000645185 0.000748673 0.00405118 0.0010196 7.4 7.6 487482 131925 25608 10646 943
7.7 0.00109695 0.0037683 0.00101252 0.00126095 0.00435613 0.00107405 0.00140671 0.00474167 0.00128378 0.00161772 0.00647878 0.0019225 7.6 7.8 399180 122961 26196 10238 954
7.9 0.00224388 0.00591266 0.00179416 0.00263568 0.00678548 0.0021085 0.00295515 0.00627869 0.00237342 0.00284902 0.00784897 0.00138725 7.8 8 321039 106278 24508 9750 913
8.1 0.0041221 0.0082494 0.00319242 0.00500778 0.00888589 0.00382473 0.0039353 0.0109057 0.00289941 0.0031964 0.00946113 0.00238731 8 8.2 253356 85899 21828 8634 830
8.3 0.00743082 0.0115949 0.00546779 0.00878834 0.0129771 0.00633833 0.00925377 0.0150063 0.00656185 0.00954658 0.0172644 0.00863404 8.2 8.4 197622 65843 18664 7107 685
8.5 0.0130097 0.0162019 0.00857824 0.0144859 0.0166076 0.0096314 0.0160605 0.0206118 0.0105337 0.020134 0.0240726 0.0143016 8.4 8.6 153791 50130 15858 5969 608
8.7 0.0200307 0.0203781 0.0124833 0.0200907 0.022304 0.0122635 0.0246743 0.0199822 0.0149195 0.0245357 0.0334843 0.0130501 8.6 8.8 119983 38047 13314 4995 481
8.9 0.0345812 0.0248083 0.0185141 0.0315895 0.0217719 0.016915 0.0421012 0.0299077 0.0220947 0.0312713 0.0347496 0.0186248 8.8 9 93062 28858 10513 4342 413
9.1 0.0502904 0.0277065 0.0250597 0.0398341 0.0228224 0.0217204 0.0563091 0.0361145 0.0270628 0.0494202 0.0376857 0.0145498 9 9.2 72661 21626 7905 3560 297
9.3 0.0695914 0.0319899 0.0314214 0.0414557 0.0261103 0.0221604 0.0911414 0.0371353 0.0330118 0.103864 0.0500224 0.0451236 9.2 9.4 55520 15913 5238 3017 255
9.5 0.09437 0.0332719 0.0355465 0.0470058 0.0241527 0.0258996 0.122817 0.0427638 0.0405081 0.132307 0.0483053 0.0343895 9.4 9.6 43084 11905 3278 2623 223
9.7 0.117209 0.0333553 0.0355638 0.048665 0.0256012 0.0295169 0.148872 0.0403004 0.0399031 0.153938 0.0503387 0.0529162 9.6 9.8 33503 8956 1820 2163 189
9.9 0.137239 0.0392811 0.0387236 0.0231003 0.0268092 0.027479 0.191186 0.045269 0.0410756 0.189158 0.050361 0.0515094 9.8 10 27249 6884 997 1887 151
10.1 0.15217 0.040931 0.0388644 0.0117604 0.039854 0.029661 0.203099 0.0400938 0.041764 0.244136 0.0674039 0.0632191 10 10.2 22974 5369 458 1781 143
10.3 0.164363 0.0372883 0.037825 -0.033553 0.0303311 0.0331067 0.214147 0.0366196 0.0351979 0.296113 0.038507 0.0539836 10.2 10.4 19534 4346 177 1638 120
10.5 0.160499 0.035972 0.0372812 -0.017662 0.0423542 0.0423863 0.206605 0.035125 0.0422023 0.260772 0.0443721 0.0504977 10.4 10.6 17002 3417 89 1398 146
10.7 0.156989 0.0382743 0.0408954 0.00229555 0.0507261 0.0589094 0.17064 0.0397121 0.034317 0.308412 0.0388097 0.0559227 10.6 10.8 13373 2557 54 1133 136
10.9 0.146942 0.02893 0.0357716 -0.101673 0.155951 0.1309 0.132315 0.0287129 0.0397307 0.292272 0.0355548 0.0349987 10.8 11 9162 1579 10 712 110
11.1 0.157247 0.0250512 0.0309297 -0.129871 0.17467 0.162452 0.104705 0.0402496 0.030133 0.357999 0.0406766 0.0389005 11 11.2 4823 729 3 328 54
11.3 0.101957 0.0292174 0.0336058 -0.00430179 0.135941 0.449789 0.0765138 0.0444849 0.0476496 0.265476 0.0431358 0.0519702 11.2 11.4 1773 255 2 123 20
11.5 0.083632 0.0511516 0.0439689 0.403974 0.0473722 1.02524 0.0103165 0.0561547 0.0551407 0.159664 0.0763418 0.103751 11.4 11.6 450 55 1 30 8
11.7 -0.0598086 0.132536 0.13644 -0.652174 0.0427989 0.0621118 -0.159091 0.200758 0.197231 0.310345 0.0604417 0.921456 11.6 11.8 64 9 0 5 1
11.9 -0.8 0.184615 0.075 -0.8 0.133333 0.0888889 -0.8 0.133333 0.0888889 -0.8 0.163636 0.075 11.8 12 7 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
