#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 28043 1955 118 333 359
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 48272 5946 388 1030 1246
9.25 -4.81278e-05 4.22761e-05 -2.13913e-05 -4.81278e-05 3.20866e-05 -1.06953e-05 -4.81278e-05 3.20866e-05 -5.35096e-06 -4.81278e-05 3.20866e-05 -1.06979e-05 9.125 9.375 218413 31411 2195 5630 6101
9.5 0.000289347 0.000168759 0.000242885 -5.35365e-06 0.000421368 3.41936e-05 0.000419267 0.000130657 0.00035227 0.000659035 8.11299e-05 0.000509974 9.375 9.625 754696 72434 6799 10495 11091
9.75 0.000471844 0.000587535 0.000445283 -0.000482261 0.00145766 -0.000346824 0.000409921 0.00123629 0.000369264 0.00177613 0.00075463 0.00161415 9.625 9.875 2.00982e+06 200822 19658 22644 22662
10 0.00462011 0.00150581 0.00338906 0.00398984 0.00230716 0.00284626 0.00476602 0.00197947 0.00333887 0.00753988 0.00106188 0.00558425 9.875 10.125 3.08829e+06 435003 47009 49603 46718
10.25 0.0121657 0.0031541 0.00702203 0.0101144 0.00458421 0.00550919 0.0145282 0.00471371 0.00774668 0.0201959 0.00216794 0.0128289 10.125 10.375 2.32076e+06 429032 49323 50548 45835
