#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -7.54432e-05 3.77216e-05 0 -7.54432e-05 3.77216e-05 0 -7.54432e-05 3.77216e-05 0 -7.54432e-05 3.77216e-05 0 8.625 8.875 28888 2378 224 483 301
9 0 0 2.27046e-05 0 0 2.27046e-05 0 0 2.27046e-05 0 0 2.27046e-05 8.875 9.125 51315 7271 789 1505 1071
9.25 0 2.15554e-05 4.99024e-06 0 0 9.98039e-06 0 9.44033e-05 4.99044e-06 0 0 9.98039e-06 9.125 9.375 246658 46287 5097 9575 6646
9.5 6.57886e-05 0.000237189 -2.9711e-06 0.000226751 0.000162384 5.10626e-05 2.3468e-05 0.000448321 7.19701e-07 7.22471e-05 0.000398384 4.72949e-05 9.375 9.625 965636 136257 17061 22276 14434
9.75 0.000103175 0.00111682 -4.14111e-05 0.000161746 0.00171669 5.84537e-05 0.000334009 0.00186349 -4.73379e-05 0.000395742 0.00184146 0.000151501 9.625 9.875 2.69805e+06 340236 40968 40897 25327
10 0.000546171 0.00108987 0.00019491 0.000486792 0.00153234 7.41289e-05 0.000508303 0.00163859 2.96906e-05 0.00135811 0.00164556 0.000859992 9.875 10.125 3.62755e+06 523607 65600 60888 36955
10.25 0.0025939 0.00259602 0.00119893 0.00223229 0.00343459 0.000631304 0.00344847 0.00327824 0.00135846 0.00576624 0.00363642 0.00294094 10.125 10.375 2.55675e+06 480473 63809 56109 32898
