#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000639076 0.00204221 0.000533294 0.000641932 0.0019636 0.000526794 0.000809505 0.00222881 0.000687289 0.000326376 0.00258468 0.000701622 7.2 7.4 584825 136976 24884 12097 1587
7.5 0.00142224 0.00358224 0.00113088 0.00160168 0.00365107 0.00124579 0.00139285 0.00356994 0.00119705 0.000967618 0.00566744 0.000972827 7.4 7.6 481281 128013 24902 11405 1649
7.7 0.00231468 0.00498793 0.00181735 0.00230033 0.00534396 0.00169084 0.00290343 0.00573684 0.00247303 0.00192463 0.00721465 0.00215685 7.6 7.8 396231 121350 25143 11294 1631
7.9 0.0035398 0.00705591 0.00262779 0.00386591 0.00708545 0.00303305 0.00457538 0.00755678 0.00327296 0.00768118 0.011637 0.00534931 7.8 8 322012 107627 24287 10716 1545
8.1 0.00640753 0.00976262 0.00453504 0.00722603 0.0100944 0.00511183 0.00757666 0.0109085 0.004945 0.0116984 0.0166134 0.00741263 8 8.2 256749 87626 21647 9625 1358
8.3 0.0101438 0.013099 0.00661805 0.0108047 0.0133654 0.0069914 0.0122176 0.0156525 0.00793261 0.0150596 0.0167601 0.00845624 8.2 8.4 202184 68137 18615 7908 1195
8.5 0.0178774 0.0179856 0.0104172 0.0198612 0.0191219 0.0110143 0.0214904 0.0196161 0.0126819 0.0270756 0.0185529 0.0141226 8.4 8.6 157573 52170 15921 6667 966
8.7 0.0284079 0.0213365 0.0145153 0.0301346 0.0221097 0.0146148 0.0322845 0.0244498 0.0159252 0.0285819 0.02973 0.0107136 8.6 8.8 124761 40352 13593 5662 787
8.9 0.0426895 0.0261808 0.0200485 0.0383921 0.023106 0.0169539 0.0489403 0.0327257 0.0213873 0.0598769 0.0439336 0.0332037 8.8 9 97093 30792 10680 4742 684
9.1 0.0625396 0.030918 0.026478 0.0501983 0.024752 0.0220722 0.0743797 0.0375321 0.0324399 0.0752769 0.0476496 0.0397008 9 9.2 75727 23259 8048 3899 514
9.3 0.0788749 0.0311948 0.028492 0.0502497 0.0227698 0.0214531 0.096318 0.033657 0.0320639 0.0684712 0.0400737 0.021422 9.2 9.4 58370 17335 5489 3311 445
9.5 0.107516 0.033592 0.033429 0.0671255 0.0287812 0.0285679 0.134956 0.0352603 0.0368877 0.150351 0.0420035 0.0440318 9.4 9.6 46061 13201 3477 2874 364
9.7 0.137853 0.0342141 0.0350032 0.0612791 0.0249545 0.0247703 0.165132 0.0366464 0.0348385 0.189976 0.0484682 0.0404127 9.6 9.8 36525 10100 2049 2496 322
9.9 0.147927 0.0401902 0.0377221 0.0419923 0.0244319 0.0285422 0.18465 0.0392964 0.0414227 0.189884 0.055036 0.0545643 9.8 10 30024 7955 1143 2174 253
10.1 0.160778 0.0370508 0.0360346 0.00649436 0.0401453 0.0372597 0.217797 0.0408681 0.0363061 0.217729 0.0490911 0.0453738 10 10.2 26185 6481 581 2043 251
10.3 0.174761 0.0368448 0.0403921 0.0238858 0.0241275 0.0297913 0.2384 0.0348602 0.0371677 0.2532 0.0669199 0.0676532 10.2 10.4 23300 5523 272 1967 256
10.5 0.174726 0.03745 0.0370329 -0.0475137 0.0382944 0.0416587 0.211892 0.0367761 0.0352775 0.294544 0.035411 0.0421913 10.4 10.6 20296 4382 131 1719 230
10.7 0.170172 0.0333599 0.0368116 -0.0335343 0.0890567 0.0635414 0.177482 0.0375927 0.0388458 0.291724 0.0288691 0.0443015 10.6 10.8 16656 3306 52 1411 229
10.9 0.179147 0.030201 0.0360944 0.0483453 0.216862 0.149784 0.153567 0.0337823 0.0322368 0.30618 0.0343659 0.0471906 10.8 11 11213 2050 16 944 171
11.1 0.147143 0.0258523 0.0278756 0.0671472 0.104275 0.141087 0.0784896 0.0387341 0.0407488 0.25924 0.031939 0.0250612 11 11.2 5706 933 10 379 95
11.3 0.116022 0.034036 0.0407356 -0.520336 0.965541 0.0408888 0.00826025 0.0475479 0.0532852 0.253877 0.04079 0.0497529 11.2 11.4 2081 306 1 108 44
11.5 0.131872 0.0410958 0.0510438 -0.586792 0.0486862 0.0530789 0.101904 0.0662339 0.0791701 0.264646 0.0659212 0.0868687 11.4 11.6 459 66 0 20 11
11.7 0.0811594 0.0992158 0.0902669 -0.672131 0.0578454 0.0471671 0.0892857 0.207418 0.119987 0.325 0.055 0.0466495 11.6 11.8 73 13 0 6 1
11.9 -0.666667 0.809524 0.333333 -0.777778 0.177778 0.222222 -0.75 0.25 0.25 -0.666667 0.757576 0.333333 11.8 12 4 0 0 0 0
12.1 0 0 1 0 0 1 0 0 1 0 0 1 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
