#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 28905 217 459 293
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 52011 811 1552 1029
9.25 0 0 0 0 1 0 0 0 0 9.125 9.375 247756 5121 9681 6484
9.50 0.6 -0.0285714 0.314286 0 0.6 -0.222222 0 0.699574 0 9.375 9.625 976127 17343 22617 14232
9.75 0.541667 0.125 0.275844 0.310345 0.225369 0.0134698 0.636364 0.0580808 0.332016 9.625 9.875 2.7249e+06 41635 41177 24790
10.00 0.810811 0.0578023 0.162162 0.808824 0.0578431 0.210693 0.875 -0.00238854 0.299658 9.875 10.125 3.64061e+06 66123 61154 35985
10.25 0.95092 0.0118897 0.0505403 0.931507 0.0349361 0.0139811 0.94 0.0298492 0.0184314 10.125 10.375 2.56237e+06 64221 56185 31960
10.50 0.955078 0.0122848 0.0118963 0.969035 -0.00192934 0.0224697 0.951681 0.0187835 0.00677711 10.375 10.625 1.59570e+06 53863 44008 25083
10.75 0.955846 0.00967097 0.00639194 0.957983 0.00679344 0.00915015 0.960964 0.00773674 0.0108604 10.625 10.875 984468 44163 32288 18605
11.00 0.946746 0.0141919 0.0070079 0.945946 0.016191 0.00456202 0.964433 0.00217468 0.0133465 10.875 11.125 597642 34415 22605 12333
11.25 0.923843 0.0334688 0.00404149 0.932464 0.0240182 0.00359887 0.931607 0.0228384 0.00184619 11.125 11.375 348321 24500 14687 7936
11.50 0.879941 0.0553941 0.00238395 0.882639 0.0496286 0.00604427 0.911401 0.0231718 0.0131939 11.375 11.625 203385 14513 9832 4964
11.75 0.820705 0.0753664 -0.00241888 0.802895 0.0683646 0.00471348 0.815984 0.0484763 0.0104283 11.625 11.875 118246 4598 6692 3259
12.00 0.756757 0.0566137 0.00313359 0.672573 0.0811856 -0.00950575 0.706468 0.0643491 -0.000401318 11.875 12.125 68111 489 4744 2005
12.25 0.72549 0.0325743 0.0139518 0.530338 0.0762503 -0.00799924 0.550155 0.0374943 0.00647575 12.125 12.375 39030 78 3157 1310
12.50 0.636364 0.132867 0.0530303 0.4 0.0558442 0.00704023 0.41791 0.0354229 0.0239331 12.375 12.625 21894 13 1834 864
12.75 0.75 0 0.15 0.315582 0.0496525 0.0265645 0.322695 0.0430381 0.0286842 12.625 12.875 12091 4 581 618
13.00 0 0 0 0.258621 0.0270936 0.0432361 0.180822 0.0304457 0.0265666 12.875 13.125 6515 2 65 386
13.25 0 0 0 0 0.333333 0 0.0898876 0.0192033 0.023467 13.125 13.375 3367 0 3 278
13.50 0 0 0 0 0 0 0.0656934 0.0123208 0.0218978 13.375 13.625 1639 0 0 139
13.75 0 0 0 0 0 0 0.0851064 0.0212766 0 13.625 13.875 767 0 0 47
14.00 0 0 0 0 0 0 0.25 0 0 13.875 14.125 305 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 110 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 23 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
