#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.5317e-05 3.5317e-05 0 -3.5317e-05 0 0 -3.5317e-05 0 0 -3.5317e-05 0 0 8.625 8.875 30529 2214 227 464 251
9 0 0 2.09754e-05 0 0 2.09754e-05 0 0 2.09754e-05 0 0 2.09754e-05 8.875 9.125 54559 6885 813 1474 869
9.25 1.26424e-05 3.90636e-05 9.27606e-06 0.000172967 -2.31492e-07 0.000186837 -9.24851e-06 9.93061e-05 4.62169e-06 -9.24851e-06 0.000172952 -9.84073e-10 9.125 9.375 261932 45681 5488 9615 5782
9.5 8.68018e-05 0.000440535 -9.48286e-06 9.20696e-05 0.000397782 -4.59161e-05 0.000188026 0.00059671 -1.5113e-05 8.7953e-05 0.000591112 -4.16009e-06 9.375 9.625 1.06711e+06 147842 19471 23997 13337
9.75 0.000255464 0.00150774 -9.532e-06 8.3684e-05 0.0024196 -0.000202631 0.000441422 0.00239489 2.39392e-05 0.000710464 0.00265462 3.44259e-05 9.625 9.875 2.9194e+06 369433 46519 43568 23192
10 0.000360519 0.00107694 0.000140946 0.000318289 0.00130859 -5.29166e-07 0.000537564 0.00153431 0.000253263 0.000919789 0.00167741 0.000572073 9.875 10.125 3.73678e+06 540037 69742 61444 31719
10.25 0.00188444 0.00262545 0.000864786 0.00190136 0.00306664 0.000711595 0.00270087 0.00376217 0.00102694 0.00545353 0.00371897 0.00340385 10.125 10.375 2.60168e+06 488267 66566 55357 28421
