#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00821915 0.00533642 0.00287103 0.00829025 0.00555136 0.00294818 0.00865447 0.00663808 0.00335116 0.0124295 0.00738921 0.00518921 7.2 7.4 628042 140279 18758 17605 14313
7.5 0.01147 0.00640937 0.00360395 0.0100455 0.00735504 0.00353342 0.0127597 0.00720243 0.00469282 0.0152549 0.0070645 0.00529329 7.4 7.6 531452 122871 17281 15914 13148
7.7 0.0186795 0.0114502 0.00538593 0.0190991 0.0144007 0.0062385 0.0180927 0.0108015 0.00579563 0.0223319 0.00800681 0.00695401 7.6 7.8 444631 106540 15796 14367 11701
7.9 0.0353999 0.0168667 0.00994477 0.0355923 0.0200777 0.0102272 0.0311057 0.0173853 0.00810299 0.0356274 0.0152123 0.00864452 7.8 8 367466 91991 14280 12584 10429
8.1 0.0527824 0.0199353 0.0121527 0.0528416 0.0235078 0.0135602 0.0495638 0.0172031 0.0114332 0.0550141 0.0160933 0.012679 8 8.2 306183 85314 13764 11772 9701
8.3 0.0647298 0.0194174 0.0124279 0.0667413 0.0223894 0.0155972 0.0619658 0.0206057 0.0126296 0.0714164 0.0170283 0.0148988 8.2 8.4 259465 82062 13454 11337 9331
8.5 0.0777807 0.0195607 0.0136088 0.0826446 0.0223891 0.0165879 0.0798029 0.0194717 0.0136199 0.0848177 0.0194388 0.0154002 8.4 8.6 214017 72105 12704 10149 8217
8.7 0.0976604 0.0180909 0.0168006 0.0985086 0.0219844 0.0201633 0.0971653 0.0179503 0.0175673 0.115398 0.0193349 0.0164374 8.6 8.8 172040 58923 10965 8712 7012
8.9 0.117527 0.0187799 0.0188456 0.11701 0.0238389 0.0235263 0.115559 0.0194677 0.0193413 0.127484 0.0238122 0.0164431 8.8 9 138863 47790 9636 7251 5910
9.1 0.141383 0.017856 0.022134 0.135289 0.0235811 0.0251295 0.145856 0.0196217 0.0236213 0.160818 0.0215984 0.0193192 9 9.2 113067 38422 8203 6299 4929
9.3 0.167909 0.0186398 0.0235547 0.143807 0.0261751 0.026851 0.174677 0.0206631 0.0218002 0.179956 0.0164507 0.0170227 9.2 9.4 93113 31441 6811 5252 4228
9.5 0.192072 0.0212097 0.0249789 0.160854 0.0312403 0.0296219 0.195284 0.023199 0.0255461 0.20097 0.0239453 0.0219067 9.4 9.6 78597 25966 5322 4501 3659
9.7 0.212685 0.0238019 0.0252381 0.163182 0.0288163 0.0290555 0.21665 0.0272462 0.0255161 0.236998 0.0208318 0.0255262 9.6 9.8 68886 22531 4084 4228 3391
9.9 0.234233 0.0245975 0.0243278 0.150258 0.0264412 0.026831 0.251106 0.028514 0.0315988 0.261717 0.0235751 0.0237441 9.8 10 61393 19651 2930 3893 3059
