#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 3.58976e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 30129 27857 2272 233 461 262
9.00 0 2.10953e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 54341 47404 6937 791 1457 896
9.25 9.37308e-06 4.68773e-06 4.68718e-06 4.36338e-05 2.16986e-05 2.18597e-05 0.000184672 -2.72426e-07 0.000184672 0 0.000102669 0 0.000174095 0.000174034 0.000174095 9.125 9.375 259213 213377 45836 5415 9722 5744
9.50 5.29721e-05 0.000229302 -2.09517e-06 0.000170466 0.000595034 -2.08381e-05 0.000311915 0.000489768 1.3155e-05 0.000125871 0.000684995 -3.76483e-05 0.000225989 0.000763206 -9.91713e-07 9.375 9.625 1.0528e+06 906138 146657 19236 23834 13275
9.75 0.000454751 0.00123138 5.54783e-06 0.000722032 0.00262389 5.15807e-06 0.000847421 0.00344611 2.97748e-05 0.000925048 0.00337641 -8.39739e-06 0.001122 0.00393021 8.60527e-05 9.625 9.875 2.89009e+06 2.52446e+06 365635 46022 43241 23173
10.00 0.000355365 0.000777324 3.90026e-05 0.000684077 0.00178016 0.000124989 0.000693521 0.00186005 0.000102068 0.00078012 0.00246822 0.0001073 0.00123996 0.00218439 0.000346529 9.875 10.125 3.72341e+06 3.18546e+06 537951 69212 61529 32259
10.25 0.000358521 0.000561582 0.000201168 0.00224987 0.00304853 0.00100628 0.00240112 0.00346394 0.00102158 0.00313192 0.00440123 0.00143047 0.00541347 0.00436722 0.00304661 10.125 10.375 2.59580e+06 2.10866e+06 487140 66219 55557 28817
10.50 0.000915667 0.000927609 0.000648872 0.00791039 0.00870882 0.0025256 0.00762269 0.0105037 0.00169911 0.0105723 0.0107844 0.00338419 0.0157038 0.00994288 0.00858714 10.375 10.625 1.61353e+06 1.23516e+06 378363 56017 43699 22606
10.75 0.00268579 0.00182919 0.00180134 0.0238204 0.0182126 0.00665072 0.0231203 0.019828 0.00517918 0.0270985 0.0181361 0.00620024 0.0413671 0.018248 0.016147 10.625 10.875 994536 727160 267376 46323 32142 16970
11.00 0.0082139 0.00377389 0.00486708 0.0554101 0.0264926 0.0105172 0.0517983 0.0314903 0.0074918 0.0657189 0.0290696 0.0117695 0.0884058 0.0250881 0.0271721 10.875 11.125 599886 429881 170005 35812 22368 11040
11.25 0.0238071 0.00598376 0.0118731 0.119906 0.0348741 0.0162223 0.102123 0.039239 0.00882342 0.137571 0.0381887 0.017237 0.171936 0.0265755 0.035476 11.125 11.375 348571 253622 94949 25391 14458 7212
11.50 0.0607135 0.00476743 0.0236713 0.225802 0.0358605 0.016419 0.17538 0.042407 0.0082026 0.244404 0.0367582 0.0162877 0.301548 0.0211406 0.0411197 11.375 11.625 202381 150362 52019 14728 9783 4457
11.75 0.133493 0.00248341 0.03683 0.364514 0.0362219 0.0159973 0.28399 0.0435078 0.0137034 0.382709 0.039881 0.0140055 0.436571 0.0235739 0.0348074 11.625 11.875 117257 88372 28885 4722 6616 2893
12.00 0.254821 0.00259921 0.0488149 0.523426 0.0401184 0.00630659 0.425447 0.0561433 -0.0104958 0.532879 0.0459005 -0.000347018 0.59761 0.0273904 0.0273238 11.875 12.125 67089 51444 15645 503 4699 1757
12.25 0.414434 0.00829655 0.0441709 0.677593 0.0346453 0.00387186 0.756757 0.0504721 0.00417948 0.689455 0.0396878 -0.000316978 0.708512 0.0308037 0.0107773 12.125 12.375 38149 29790 8359 74 3101 1163
12.50 0.585115 0.024808 0.0467809 0.802342 0.0314358 0.00769681 0.727273 0.0727273 0 0.774515 0.0387587 0.00550938 0.842105 0.0259588 0.0157257 12.375 12.625 21286 16930 4356 11 1805 760
12.75 0.73833 0.0355668 0.0448496 0.887585 0.0246371 0.0140362 1 0 0 0.851789 0.0333464 0.0196333 0.909091 0.0211011 0.0140527 12.625 12.875 11662 9447 2215 7 587 572
13.00 0.850793 0.0303738 0.0304759 0.93412 0.0121166 0.0117062 0 0 0 0.883333 0.0346994 0.00833333 0.946328 0.00474262 0.00882769 12.875 13.125 6124 5107 1017 0 60 354
13.25 0.909091 0.0184072 0.0244178 0.976344 0.00378835 0.0098871 0 0 0 0.5 0.5 0 0.991561 0.000174344 0.00872856 13.125 13.375 3127 2662 465 0 2 237
