#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 8.01603e-05 0 4.00802e-05 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 26954 24950 2004 156 364 326
9.00 0 2.34885e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 48644 42573 6071 538 1196 1141
9.25 1.05199e-05 5.25906e-06 5.26047e-06 0 2.62978e-05 0 0 0 0 0 0.000131926 0 0 0 0 9.125 9.375 228058 190115 37943 3459 7557 6612
9.50 5.83094e-05 6.63516e-05 2.30773e-05 0.000193994 0.000230546 5.97233e-05 8.80747e-05 0.000424571 -7.90376e-05 0.000180875 0.000358984 6.44813e-05 0.000500179 0.000139253 0.000217053 9.375 9.625 840542 737446 103096 11354 16586 13995
9.75 0.000614966 0.000517658 0.000197959 0.000845263 0.00108268 0.000228861 0.000668114 0.00131926 9.77937e-05 0.000990664 0.0015924 0.000195209 0.00147727 0.00122904 0.000517405 9.625 9.875 2.31804e+06 2.04239e+06 275654 29935 33311 27077
10.00 0.000847621 0.000405879 0.000425473 0.00254229 0.0016577 0.00133142 0.00224653 0.00227522 0.000890391 0.00283091 0.00201469 0.00148987 0.0041032 0.00141043 0.00246665 9.875 10.125 3.41005e+06 2.91994e+06 490110 57867 57932 44843
10.25 0.00133483 0.000517084 0.000903733 0.00673457 0.00355609 0.00316382 0.00643587 0.00446347 0.00247312 0.00770821 0.00454367 0.00323828 0.0108998 0.0028565 0.00627687 10.125 10.375 2.4589e+06 1.99725e+06 461648 57801 55136 41652
10.50 0.00290249 0.000809261 0.00189761 0.0176024 0.00911119 0.00445934 0.0165548 0.0116319 0.00320901 0.0207995 0.0125316 0.00504522 0.0300699 0.00567265 0.0132836 10.375 10.625 1.54335e+06 1.1876e+06 355746 47237 43078 32890
10.75 0.00672295 0.00133326 0.0040154 0.0462497 0.0194092 0.00875891 0.0452022 0.0231384 0.00611272 0.0507744 0.0208748 0.00959096 0.0675614 0.00986066 0.0229175 10.625 10.875 956182 706386 249796 38361 32024 24289
11.00 0.0170053 0.0020138 0.00887563 0.0958875 0.0248536 0.0140062 0.0855076 0.0334138 0.00720066 0.104358 0.023139 0.0137135 0.131846 0.0127961 0.0331804 10.875 11.125 587390 420340 167050 30278 22739 16580
11.25 0.0402046 0.00189939 0.0169393 0.17127 0.0255707 0.0141866 0.148899 0.0379153 0.00678764 0.174191 0.0264775 0.0122742 0.224463 0.0108843 0.0377405 11.125 11.375 346293 249598 96695 21894 14840 10759
11.50 0.084219 -0.000479989 0.0277621 0.285709 0.0241276 0.013117 0.227617 0.0401765 0.00360115 0.295966 0.027889 0.0113806 0.337274 0.0106533 0.0341473 11.375 11.625 204187 149705 54482 13202 9866 6683
11.75 0.166344 -0.00260621 0.0384847 0.421138 0.0301319 0.00547737 0.328859 0.0455413 -9.66787e-05 0.435148 0.0395561 0.000594139 0.488135 0.0160925 0.0274361 11.625 11.875 119692 88942 30750 4321 6538 4214
12.00 0.284631 -0.000266463 0.0430943 0.571903 0.0298397 0.00266021 0.467742 0.0753746 -0.0152024 0.573792 0.0398371 -0.00310856 0.601113 0.0198228 0.0185677 11.875 12.125 69922 52468 17454 496 4655 2695
12.25 0.438077 0.00571012 0.0437496 0.698829 0.0336721 -0.0004403 0.710145 0.0711051 -0.00414079 0.680976 0.044736 -0.00565434 0.734622 0.0227606 0.0127184 12.125 12.375 40578 31095 9483 69 3075 1707
12.50 0.58411 0.0161803 0.0370221 0.810392 0.0304852 0.000818789 0.916667 0.0119047 0.0277778 0.783408 0.04 -0.00444335 0.841603 0.0231857 0.00763357 12.375 12.625 23023 17923 5100 24 1796 1048
12.75 0.723437 0.0286433 0.0275494 0.885817 0.0229925 0.00380993 1 0 0 0.82391 0.0367337 0.000380099 0.907178 0.019021 0.00458884 12.625 12.875 13119 10334 2785 7 619 808
13.00 0.829268 0.0278258 0.0187617 0.934663 0.0154064 0.00512367 1 0 0 0.883333 0.024359 0.00641024 0.947686 0.0130576 0.00601947 12.875 13.125 7317 5863 1454 2 60 497
13.25 0.897677 0.0210295 0.0112994 0.966759 0.00359136 0.00220954 1 0 0 1 0 0 0.976812 0.00548929 0.00202167 13.125 13.375 3908 3186 722 2 12 345
