#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0133877 0.0264744 0.00959643 0.013729 0.0263578 0.0100106 0.0140002 0.0277335 0.0103653 0.0172889 0.0357461 0.0130097 7.2 7.4 697335 139608 15921 16547 16349
7.5 0.0183002 0.0297076 0.0117828 0.0197479 0.0293264 0.0137209 0.0191898 0.0315276 0.0128448 0.0227113 0.0373543 0.0153172 7.4 7.6 620326 132822 15334 16406 16163
7.7 0.0254015 0.0334722 0.0150059 0.024359 0.032611 0.015273 0.0273835 0.0368384 0.0168914 0.0291765 0.0404345 0.0173472 7.6 7.8 533526 120728 14479 15128 15118
7.9 0.0356727 0.0408892 0.0194714 0.0325864 0.048408 0.0180002 0.0393668 0.0440621 0.0221176 0.0406751 0.0469805 0.022757 7.8 8 442571 107039 13679 14034 14000
8.1 0.0582239 0.0532829 0.0286482 0.0536495 0.0556193 0.0273719 0.0592371 0.0541645 0.029332 0.0641934 0.0576035 0.0305463 8 8.2 358249 91747 11914 12576 12401
8.3 0.0889229 0.0661992 0.0355162 0.0853048 0.0598605 0.0378661 0.0867661 0.0673826 0.035765 0.0924876 0.062342 0.0380559 8.2 8.4 293506 81190 10909 11504 11325
8.5 0.115749 0.0623896 0.0405396 0.107552 0.0638404 0.0417241 0.111257 0.0603747 0.039075 0.119827 0.0661501 0.0403151 8.4 8.6 244204 75768 10208 10619 10605
8.7 0.133035 0.0582244 0.0402746 0.126339 0.0612455 0.0441919 0.132464 0.0554141 0.0395591 0.137922 0.0645492 0.0386234 8.6 8.8 201770 67210 9359 9301 9488
8.9 0.151525 0.0473887 0.0388438 0.151034 0.0605989 0.0474633 0.144463 0.0439803 0.0369396 0.15974 0.0554896 0.0365958 8.8 9 162705 55332 8284 7829 8007
9.1 0.177582 0.0416265 0.0414637 0.178361 0.0581156 0.0455976 0.16955 0.0422536 0.0422939 0.181016 0.0427278 0.0323357 9 9.2 131216 44207 7401 6327 6533
9.3 0.201443 0.0426193 0.0359745 0.197005 0.047665 0.0402636 0.192798 0.0403625 0.0358605 0.215446 0.0299218 0.0333457 9.2 9.4 106384 35558 5988 5501 5423
9.5 0.227096 0.032191 0.0335763 0.210773 0.0476717 0.0388628 0.214592 0.0387426 0.0318339 0.234419 0.0278891 0.0268785 9.4 9.6 88191 29270 4810 4469 4787
