#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00585356 0.0187577 0.00447522 0.0194871 0.0433821 0.0143927 0.0199429 0.0439767 0.0150036 0.0193475 0.0471134 0.0142725 0.0233539 0.0521458 0.0177262 7.2 7.4 697335 557727 139608 15921 16547 16349
7.5 0.00762441 0.0187991 0.00560228 0.0258471 0.0479077 0.0176051 0.0273172 0.0458336 0.019208 0.0266925 0.0506483 0.018106 0.0304947 0.0573606 0.0210109 7.4 7.6 620326 487504 132822 15334 16406 16163
7.7 0.00987756 0.0210413 0.00701063 0.0349522 0.052983 0.0216239 0.0332419 0.0513609 0.0211999 0.0372738 0.0536478 0.0239614 0.0388985 0.0596123 0.023667 7.6 7.8 533526 412798 120728 14479 15128 15118
7.9 0.0127998 0.0225448 0.00832104 0.0478626 0.0604449 0.0269374 0.0450457 0.0584475 0.0255331 0.0514756 0.0644894 0.029941 0.0527756 0.0674164 0.030383 7.8 8 442571 335532 107039 13679 14034 14000
8.1 0.0173029 0.0235215 0.010746 0.0750315 0.0740408 0.0366046 0.0712533 0.0801976 0.0356812 0.075457 0.0713115 0.0383184 0.0811101 0.0802388 0.0398405 8 8.2 358249 266502 91747 11914 12576 12401
8.3 0.0227881 0.0239323 0.0130536 0.112895 0.0838354 0.0480284 0.107473 0.0974709 0.0450197 0.108571 0.0885895 0.0454634 0.114264 0.0855598 0.0502822 8.2 8.4 293506 212316 81190 10909 11504 11325
8.5 0.0298738 0.0283072 0.0153558 0.145184 0.0851936 0.0543949 0.137792 0.0995193 0.0506028 0.140585 0.0829863 0.0524888 0.14984 0.0877404 0.0549644 8.4 8.6 244204 168436 75768 10208 10619 10605
8.7 0.0402534 0.0314208 0.0186458 0.172375 0.0875614 0.0537789 0.165935 0.100652 0.055476 0.172587 0.0836449 0.0535759 0.176285 0.0882511 0.0546825 8.6 8.8 201770 134560 67210 9359 9301 9488
8.9 0.0531907 0.0329051 0.0211607 0.207201 0.0824302 0.0543533 0.206525 0.0915176 0.05756 0.19755 0.0850257 0.0511509 0.212728 0.0791 0.0593728 8.8 9 162705 107373 55332 8284 7829 8007
9.1 0.0699636 0.0316819 0.024723 0.246798 0.0769764 0.0553025 0.250814 0.0838718 0.0629808 0.240526 0.0773152 0.0580826 0.249645 0.0725556 0.055747 9 9.2 131216 87009 44207 7401 6327 6533
