#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 4.53918e-06 0 0 3.04386e-05 0 0 0 0 0 0 0 0 0 0 7.2 7.4 289239 258089 31150 686 0 0
7.5 0 7.21803e-06 0 0 7.97957e-05 0 0 0 0 0 0 0 0 0 0 7.4 7.6 219040 191601 27439 730 0 0
7.7 0 1.42501e-05 0 0 0.000110583 0 0 0 0 0 0 0 0 0 0 7.6 7.8 156979 135170 21809 688 0 0
7.9 0 1.77882e-05 0 0 0.000323625 0 0 0 0 0 0 0 0 0 0 7.8 8 107922 92029 15893 662 0 0
8.1 0 4.11669e-05 0 0 0.000466418 0 0 0 0 0 0 0 0 0 0 8 8.2 71219 60647 10572 542 0 0
8.3 0 8.422e-05 0 0 0.000568936 0 0 0 0 0 0 0 0 0 0 8.2 8.4 46067 39625 6442 505 0 0
8.5 0 0.000140371 0 0 0.000529241 0 0 0.002457 0 0 0 0 0 0 0 8.4 8.6 28912 25292 3620 387 0 0
8.7 0 0.000253781 0 0 0.000835073 0 0 0.00389105 0 0 0 0 0 0 0 8.6 8.8 18161 15930 2231 323 0 0
8.9 0 0.000575319 0 0 0.0029985 0 0 0.0105263 0 0 0 0 0 0 0 8.8 9 11098 9855 1243 230 0 0
9.1 0 0.000629063 0 0 0.00382409 0 0 0.012766 0 0 0 0 0 0 0 9 9.2 6677 6008 669 172 0 0
9.3 0 0.00146843 0 0 0.00472813 0 0 0.00719424 0 0 0 0 0 0 0 9.2 9.4 3906 3527 379 142 0 0
9.5 0 0.00263574 0 0 0.00757576 0 0 0.0126582 0 0 0 0 0 0 0 9.4 9.6 2319 2098 221 105 0 0
9.7 0 0.00577617 0 0 0.0169492 0 0 0.0227273 0 0 0 0 0 0 0 9.6 9.8 1283 1167 116 67 0 0
9.9 0 0.00854701 0 0 0.0285714 0 0 0.0434783 0 0 0 0 0 0 0 9.8 10 676 631 45 29 0 0
10.1 0 0.0167598 0 0 0.0357143 0 0 0 0 0 0 0 0 0 0 10 10.2 341 313 28 13 0 0
10.3 0 0.0289256 0 0 0 0 0 0 0 0 0 0 0 0 0 10.2 10.4 173 162 11 3 0 0
10.5 0 0.0212766 0 0 0 0 0 0 0 0 0 0 0 0 0 10.4 10.6 73 70 3 0 0 0
10.7 0 0.0263158 0 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 37 36 1 0 0 0
10.9 0 0.0434783 0 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 21 21 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 4 4 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 1 1 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
