#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00158612 0.00155917 0.000839582 0.00615934 0.00557633 0.00284066 0.00653472 0.00594072 0.00287466 0.0069735 0.00681236 0.00373611 0.00804621 0.00760487 0.00376231 7.2 7.4 596192 459241 136951 20782 17208 10147
7.5 0.00210075 0.00195301 0.00104514 0.0108015 0.00761234 0.00437998 0.0113188 0.00784037 0.00446876 0.0100132 0.00925229 0.00454652 0.0108186 0.0102107 0.00490991 7.4 7.6 489101 373040 116061 18775 15217 8975
7.7 0.00301106 0.00255819 0.00152067 0.0215751 0.0120174 0.00780264 0.0222203 0.0120648 0.00799014 0.0193966 0.0124353 0.00816226 0.0225261 0.0141224 0.00932116 7.6 7.8 403230 303451 99779 16979 13438 8031
7.9 0.00473117 0.00345444 0.00229432 0.0336019 0.014767 0.0120305 0.0336166 0.0160205 0.0112173 0.0297193 0.012831 0.0110624 0.0366306 0.0194248 0.01245 7.8 8 337356 244657 92699 16180 12604 7842
8.1 0.00730956 0.00444144 0.00324248 0.0424977 0.0176424 0.012828 0.0452715 0.0165474 0.0141869 0.0415994 0.0172718 0.0129514 0.0448549 0.0244886 0.0146762 8 8.2 286257 196611 89646 16559 11895 7408
8.3 0.0110095 0.00575892 0.00439455 0.0566199 0.018764 0.0155545 0.0588519 0.0174378 0.0152003 0.0565894 0.0194702 0.0154115 0.0610392 0.0237507 0.0153259 8.2 8.4 238215 158140 80075 15616 10830 6717
8.5 0.016331 0.00726759 0.00582219 0.0756287 0.0216014 0.0182469 0.0774511 0.0208219 0.0163539 0.0781109 0.0233529 0.017873 0.0852585 0.0239703 0.0200046 8.4 8.6 192307 126235 66072 13791 9469 5679
8.7 0.0226495 0.00777963 0.00687374 0.0995382 0.022486 0.0198582 0.103026 0.0215674 0.0200366 0.107252 0.0219071 0.02062 0.112202 0.0343864 0.0217054 8.6 8.8 154197 101266 52931 11968 7885 4764
8.9 0.0324845 0.0108044 0.00896398 0.131155 0.0224814 0.0221325 0.129969 0.019997 0.0219643 0.137095 0.0226788 0.0240251 0.147247 0.0291175 0.0236991 8.8 9 122886 81304 41582 10220 6691 3846
9.1 0.0413686 0.0115109 0.0101732 0.163767 0.0204956 0.0208576 0.160943 0.0191294 0.0241181 0.167585 0.0202772 0.0212275 0.182062 0.0281113 0.0252944 9 9.2 98923 65560 33363 8467 5609 3353
9.3 0.0578061 0.0107414 0.0116772 0.198089 0.0246231 0.0219355 0.176912 0.0204748 0.0186875 0.202253 0.0243754 0.0218616 0.221081 0.0317613 0.0223059 9.2 9.4 81125 53934 27191 6871 4781 2883
9.5 0.0745352 0.0142135 0.0114015 0.242776 0.023957 0.026001 0.206447 0.0205343 0.0243276 0.255835 0.030616 0.0277988 0.273121 0.0307648 0.0256189 9.4 9.6 68569 46366 22203 5250 4120 2541
9.7 0.100142 0.0171483 0.0142905 0.287096 0.0240699 0.025529 0.223535 0.0217757 0.0253111 0.304545 0.023657 0.0249283 0.311229 0.0316282 0.027008 9.6 9.8 59658 40452 19206 3972 3852 2226
9.9 0.136806 0.0170337 0.0180555 0.337165 0.0241658 0.0267783 0.235808 0.022061 0.0228302 0.364751 0.028156 0.031681 0.374591 0.0210077 0.026657 9.8 10 54354 37566 16788 2650 3648 2141
