#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 2.84819e-05 0 0 2.84819e-05 0 0 2.84819e-05 0 0 2.84819e-05 8.625 8.875 37110 2000 240 393 143
9 -1.64204e-05 1.64204e-05 -2.6921e-10 -1.64204e-05 1.64204e-05 -2.6921e-10 -1.64204e-05 1.64204e-05 -2.6921e-10 -1.64204e-05 2.6921e-10 -2.6921e-10 8.875 9.125 66944 6044 836 1293 500
9.25 1.18949e-05 4.5329e-05 3.65228e-06 -1.08334e-05 7.22282e-06 3.60794e-06 -1.08334e-05 7.22282e-06 3.60794e-06 -1.08334e-05 7.22277e-06 3.60805e-06 9.125 9.375 320920 43998 6339 9206 3857
9.5 0.000164829 0.000465632 6.98928e-06 7.88392e-05 0.000699326 -9.50944e-06 0.000179723 0.000558503 -1.15752e-05 0.000508556 0.000540092 5.25604e-05 9.375 9.625 1.29936e+06 166521 24063 26206 10068
9.75 0.000363565 0.00228217 -1.7065e-05 0.000442998 0.00312416 -5.37516e-05 0.000878704 0.00403951 2.68944e-05 0.00039259 0.0042299 -3.5081e-05 9.625 9.875 3.28276e+06 416651 55826 46812 17025
10 0.00025436 0.00108219 3.89626e-05 0.00029917 0.00155095 -1.77371e-05 0.00042897 0.00163761 0.000132678 0.00110774 0.00194067 0.000434976 9.875 10.125 3.8885e+06 561175 76259 59731 21449
10.25 0.000958341 0.00204562 0.000473984 0.00116245 0.00239392 0.000590075 0.00159732 0.00291464 0.000754128 0.00247406 0.00432945 0.00143893 10.125 10.375 2.66572e+06 499689 71169 52971 18994
