#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 25886 111 309 330
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 46376 422 1028 1106
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 218304 2707 6409 6244
9.50 0 1 0 0 1 0 0.8 0.2 0.133333 9.375 9.625 791929 8824 13589 12794
9.75 0.842105 0.0150376 0.276888 0.791667 0.0191441 0.220238 0.85 0.03 0.208974 9.625 9.875 2.16428e+06 25388 28702 25991
10.00 0.937143 0.00845301 0.0692183 0.947115 0.00370431 0.0794203 0.946043 -0.00393796 0.0819655 9.875 10.125 3.28378e+06 53793 55343 47018
10.25 0.973451 0.00457066 0.0177863 0.964968 0.0107493 0.00961101 0.962482 0.01637 0.00503516 10.125 10.375 2.40287e+06 54356 53375 44754
10.50 0.97495 0.00493175 0.0124117 0.96182 0.018545 -0.00070709 0.977811 0.00212765 0.0127504 10.375 10.625 1.51465e+06 44470 42378 35324
10.75 0.959979 0.0193689 0.000130594 0.976313 0.0045985 0.00931382 0.971844 0.00762349 0.00579727 10.625 10.875 940338 35731 31502 25986
11.00 0.951401 0.0245088 0.00115758 0.957349 0.0163349 0.00530088 0.971469 0.00516999 0.00949901 10.875 11.125 580190 28157 22386 17897
11.25 0.926729 0.0351028 0.000721872 0.934962 0.0249856 0.00466287 0.943166 0.0204788 0.00362951 11.125 11.375 344691 20694 14730 11668
11.50 0.880255 0.0530647 -0.000736952 0.86735 0.05163 -0.000190198 0.898152 0.034487 0.00558019 11.375 11.625 203837 12748 9669 7168
11.75 0.787839 0.0754973 -0.00812536 0.791463 0.0637081 -0.00354403 0.824675 0.0418352 0.0102277 11.625 11.875 120282 4240 6401 4594
12.00 0.683486 0.100724 -0.027854 0.657153 0.0696416 -0.00774223 0.687106 0.0426559 0.00402737 11.875 12.125 70478 459 4563 2893
12.25 0.661017 0.0411107 0.0171813 0.531682 0.0547927 -0.00521272 0.523134 0.0393656 0.00526416 12.125 12.375 41031 75 3011 1804
12.50 0.55 0.0409091 0.0115384 0.368384 0.0496336 0.0107813 0.384861 0.0352444 0.0146082 12.375 12.625 23591 22 1821 1126
12.75 0 0.333333 -0.2 0.298479 0.0367269 0.0191495 0.285714 0.0309743 0.0246753 12.625 12.875 13506 4 619 857
13.00 0.333333 0 0.133333 0.216667 0.0177083 0.0392473 0.143141 0.0271487 0.0156108 12.875 13.125 7602 3 63 534
13.25 1 0 0 0.166667 0.0333333 0 0.0857909 0.00844995 0.0124213 13.125 13.375 4118 2 6 383
13.50 0 0 0 1 0 0 0.0401786 0.00884104 0.00961089 13.375 13.625 2182 0 2 229
13.75 0 0 0 0 0 0 0.0597015 0.0138279 0.0289323 13.625 13.875 1076 0 0 70
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 512 0 0 7
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 219 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 54 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 22 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
