#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00478805 0.00630922 0.0029069 0.0171112 0.020061 0.00951581 0.0179271 0.020364 0.00971247 0.0172911 0.0230827 0.00984801 0.0197027 0.0259094 0.0109229 7.2 7.4 674780 534410 140370 16417 17164 15814
7.5 0.00605918 0.00720548 0.00347398 0.0226005 0.0228045 0.0120679 0.0218524 0.0239986 0.0106876 0.0227977 0.0254471 0.0118126 0.026657 0.0276437 0.0136117 7.4 7.6 592902 462853 130049 15766 16191 15240
7.7 0.00781811 0.00855075 0.00444983 0.0291922 0.0266901 0.013168 0.0293275 0.0275291 0.0141588 0.0330849 0.029246 0.0160634 0.0337732 0.0310633 0.014938 7.6 7.8 506363 389418 116945 14928 15227 14060
7.9 0.0102054 0.0100941 0.005418 0.0434751 0.031981 0.0178765 0.0419819 0.0335411 0.0187688 0.0445678 0.0325982 0.018736 0.0502458 0.0342587 0.0201551 7.8 8 419320 317521 101799 13558 13720 12676
8.1 0.0138377 0.0118174 0.0066718 0.0692471 0.0448106 0.0239429 0.0652234 0.0448734 0.0257529 0.0676403 0.0460588 0.0245499 0.0737793 0.0425201 0.0273197 8 8.2 341417 253402 88015 12324 12332 11295
8.3 0.0185684 0.0132274 0.00818916 0.105597 0.0480419 0.0359031 0.100141 0.0546818 0.0345211 0.10165 0.0485557 0.0327849 0.103956 0.049134 0.0315875 8.2 8.4 282766 201756 81010 11435 11396 10522
8.5 0.0258624 0.0150728 0.0101804 0.128634 0.0488255 0.0376928 0.127512 0.056091 0.0366466 0.12411 0.0511135 0.0371059 0.131921 0.0490877 0.0368869 8.4 8.6 235936 160847 75089 10971 10578 9882
8.7 0.0342188 0.0171892 0.0111445 0.155476 0.0462114 0.0401643 0.151111 0.0569669 0.0420365 0.15397 0.0478511 0.0402643 0.159265 0.0515238 0.0361842 8.6 8.8 193899 129243 64656 9717 9192 8621
8.9 0.0459115 0.0191436 0.0138359 0.189982 0.0451708 0.0406563 0.194042 0.0591781 0.0440312 0.18828 0.0444179 0.0418711 0.189972 0.0509547 0.03726 8.8 9 156284 103480 52804 8694 7632 7303
9.1 0.0608311 0.0222585 0.015726 0.226382 0.0463105 0.0388224 0.21935 0.053914 0.0400786 0.223513 0.0454319 0.0385568 0.241152 0.0498968 0.037309 9 9.2 126391 84025 42366 7577 6383 5949
