#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 4.05694e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 249840 246488 3352 20 0 0
9.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 400630 396816 3814 98 4 0
9.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 1.30327e+06 1.2837e+06 19578 1440 69 0
9.50 0 3.76339e-06 0 0 1.28511e-05 0 0 0.000156104 0 0 0 0 0 0 0 9.375 9.625 3.34161e+06 3.18616e+06 155451 12585 682 0
9.75 5.20721e-07 7.79918e-06 2.60528e-07 0 3.07977e-05 0 0 0 0 0 0.000858369 0 0 0 0 9.625 9.875 4.1917e+06 3.84083e+06 350877 25951 1128 0
10.00 0 6.77626e-06 0 2.79012e-06 2.12406e-05 2.79012e-06 0 0 0 0.000747943 5.06884e-06 0.000747943 0 0 0 9.875 10.125 3.01102e+06 2.65261e+06 358407 29271 1337 0
10.25 0 4.19211e-06 0 6.68559e-06 5.42976e-05 6.68559e-06 3.40657e-05 0.000117725 3.40657e-05 0 0.000653168 0 0 0 0 10.125 10.375 1.72935e+06 1.4302e+06 299151 29355 1355 0
10.50 0 6.75135e-06 0 5.23281e-06 0.000320572 5.23281e-06 0 0.000485383 0 0 0.000865052 0 0 0 0 10.375 10.625 931445 740343 191102 23242 1074 0
10.75 2.58138e-06 5.16193e-05 2.58138e-06 2.41543e-05 0.00122789 2.41543e-05 6.34518e-05 0.00198717 6.34518e-05 0 0.003861 0 0 0 0 10.625 10.875 470190 387389 82801 15760 717 0
11.00 2.56504e-05 0.000343704 2.56504e-05 0.00053278 0.00345118 0.00053278 0.000774293 0.00431893 0.000774293 0 0.00617284 0 0 0 0 10.875 11.125 230591 194929 35662 10332 461 0
11.25 0.000333315 0.00146229 0.000333315 0.00275249 0.00966121 0.00275249 0.00334715 0.0112568 0.00334715 0.00684932 0.0228905 0.00684932 0 0 0 11.125 11.375 107174 93005 14169 6274 292 0
11.50 0.0019177 0.00506719 0.0019177 0.0131424 0.0292864 0.0131424 0.0089172 0.0267861 0.0089172 0.0424528 0.0717024 0.0424528 0 0 0 11.375 11.625 47336 42238 5098 3140 212 0
11.75 0.00980986 0.0190135 0.00980986 0.048312 0.0611555 0.048312 0.028103 0.0339659 0.028103 0.10687 0.0946223 0.10687 0 0 0 11.625 11.875 19863 18145 1718 854 131 0
12.00 0.0417501 0.0391764 0.0417501 0.0977702 0.0820244 0.0977702 0.08 0.0289109 0.08 0.166667 0.147059 0.166667 0 0 0 11.875 12.125 7577 6994 583 100 102 0
12.25 0.119038 0.0749499 0.119038 0.214765 0.105235 0.214765 0.333333 0.333333 0.333333 0.255319 0.0988475 0.255319 0 0 0 12.125 12.375 2644 2495 149 6 47 0
12.50 0.295198 0.0889831 0.278249 0.45 0.075 0.375 0 0 0 0.538462 0.0769231 0.461538 0 0 0 12.375 12.625 748 708 40 0 26 0
12.75 0.494737 0.184211 0.252632 0.333333 0.166667 0.333333 0 0 0 0.333333 0.166667 0.333333 0 0 0 12.625 12.875 196 190 6 0 6 0
13.00 0.763158 0.184211 0.315789 0 1 0 0 0 0 0 1 0 0 0 0 12.875 13.125 39 38 1 0 1 0
13.25 1 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 4 4 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0 0
