#Observed stellar mass range: 8.2 < log10(M*/Msun) < 8.4
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.00134511 0.00247895 0.000422972 0.994748 0.00206918 0.00840819 274328 18851
0.994717 0.0120987 0.00322026 0.00686002 0.800541 0.0298993 0.00583804 274328 18851
0.987123 0.0184888 0.00416427 0.0103817 0.681449 0.040632 0.0112211 274328 18851
0.979529 0.0221268 0.00409709 0.0121653 0.603469 0.0456499 0.0155959 274328 18851
0.971935 0.0239786 0.00467095 0.013033 0.544958 0.0471418 0.0157223 274328 18851
0.964342 0.0257356 0.0050732 0.0137136 0.504536 0.0470141 0.0176624 274328 18851
0.956748 0.0266214 0.00525702 0.0141862 0.460665 0.0514117 0.0165744 274328 18851
0.949154 0.0275947 0.00530373 0.0140543 0.429261 0.0525927 0.0190527 274328 18851
0.941560 0.0285899 0.00520101 0.0142071 0.40226 0.0506442 0.0198693 274328 18851
0.933967 0.0291585 0.00508945 0.0145049 0.370962 0.0538018 0.0185519 274328 18851
0.926373 0.0290127 0.00575108 0.0136454 0.347674 0.0500885 0.0194591 274328 18851
0.918779 0.0287648 0.00560068 0.0128073 0.322423 0.0509591 0.0170451 274328 18851
0.911185 0.0287612 0.0048675 0.0125506 0.301735 0.0509825 0.0147987 274328 18851
0.903592 0.0287721 0.00470966 0.0121767 0.282691 0.0485693 0.0129783 274328 18851
0.895998 0.028743 0.00462128 0.0119764 0.265132 0.047843 0.0141024 274328 18851
0.888404 0.0288159 0.00480685 0.012085 0.246937 0.0487885 0.0115865 274328 18851
0.880810 0.0282618 0.00561665 0.0114869 0.23638 0.0430554 0.0177524 274328 18851
0.873217 0.0277259 0.00555265 0.0112844 0.216965 0.0473557 0.0145132 274328 18851
0.865623 0.0271354 0.00539649 0.0104136 0.203172 0.0469511 0.0132212 274328 18851
0.858029 0.0270516 0.00520675 0.010364 0.192351 0.0462013 0.0131835 274328 18851
0.850435 0.0259142 0.00487334 0.00937339 0.180839 0.045251 0.013712 274328 18851
