#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 109507 1695 159 101 2
9 0 0.000253678 5.50785e-06 0 0 5.50785e-06 0 0 5.50785e-06 0 0 5.50785e-06 8.875 9.125 185499 3941 688 392 15
9.25 -2.8412e-06 4.56503e-05 -1.42071e-06 -2.8412e-06 2.8412e-06 1.70461e-05 -2.8412e-06 0.00025173 1.13636e-05 -2.8412e-06 1.42072e-06 1.8466e-05 9.125 9.375 735771 31842 6092 3700 105
9.5 8.38794e-05 0.000888045 -2.26144e-06 9.23475e-05 0.00106609 -1.67165e-05 0.000232372 0.00164396 3.76704e-05 0.00206627 0.00577743 6.46245e-06 9.375 9.625 2.40468e+06 212481 35652 17840 473
9.75 0.000125221 0.00162085 0 0.00026182 0.00316872 1.0832e-05 0.000271295 0.00393951 -7.0213e-06 0.000985624 0.00620416 0.000232002 9.625 9.875 4.53576e+06 534672 76675 31316 838
10 3.69198e-05 0.000984955 -3.06824e-06 0.00014528 0.00161841 8.35351e-06 0.000326627 0.00203577 0.000104007 -0.000157603 0.000702933 0.000372591 9.875 10.125 4.00844e+06 575768 82540 30977 855
10.25 4.7897e-05 0.00047648 4.183e-05 4.40688e-05 0.000841621 2.53876e-05 0.000184721 0.000786404 0.000186669 -3.58758e-05 2.78633e-05 0.000198798 10.125 10.375 2.60784e+06 489419 75052 27199 825
