#Peak halo mass range: 12.625 < log10(Mh/Msun) < 12.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 4165 10251
0.994717 0.158223 0.00759675 0.051129 0.935031 0.0321226 -0.00814682 4165 10251
0.987123 0.214886 0.0168946 0.0327903 0.911911 0.036756 -0.00354958 4165 10251
0.979529 0.255462 0.0286613 0.0325185 0.888401 0.0439429 0 4165 10251
0.971935 0.298199 0.0273209 0.0283836 0.874549 0.0444456 0.000940979 4165 10251
0.964342 0.319808 0.0287479 0.0247045 0.858258 0.0509713 -0.000325084 4165 10251
0.956748 0.351981 0.0323679 0.026186 0.843137 0.0517763 0.00252277 4165 10251
0.949154 0.369268 0.0382986 0.0201796 0.840308 0.0467577 0.00538123 4165 10251
0.941560 0.393757 0.0348139 0.0201861 0.825285 0.0546626 0.00310576 4165 10251
0.933967 0.418487 0.0331011 0.017134 0.814555 0.0547858 0.00629735 4165 10251
0.926373 0.436975 0.0366799 0.0143173 0.800605 0.0579932 0.00475317 4165 10251
0.918779 0.45114 0.0354639 0.0140426 0.798556 0.0517086 0.00824833 4165 10251
0.911185 0.462905 0.0284487 0.0158293 0.788899 0.0517452 0.0072825 4165 10251
0.903592 0.490516 0.0247484 0.0206717 0.790557 0.0514923 0.0122081 4165 10251
0.895998 0.506363 0.0295678 0.024158 0.790459 0.0458789 0.0175057 4165 10251
0.888404 0.521729 0.0228057 0.0245022 0.785484 0.0382956 0.0214227 4165 10251
0.880810 0.537575 0.0151052 0.0281733 0.784119 0.0361692 0.0279627 4165 10251
0.873217 0.545258 0.0190607 0.0304477 0.775241 0.0349962 0.0263066 4165 10251
0.865623 0.55078 0.0188238 0.0328315 0.767925 0.0347521 0.0263003 4165 10251
0.858029 0.561345 0.0198601 0.0302575 0.76334 0.0362842 0.0244332 4165 10251
0.850435 0.569748 0.012121 0.0345238 0.762657 0.0325577 0.024944 4165 10251
0.842842 0.568307 0.01547 0.0345763 0.759145 0.0314733 0.024903 4165 10251
0.835248 0.57623 0.0122208 0.036094 0.754951 0.0293393 0.0260329 4165 10251
0.827654 0.586314 0.00749701 0.0361268 0.753195 0.0254441 0.0279799 4165 10251
0.820060 0.586795 0.00985801 0.0336956 0.747342 0.0268975 0.0216413 4165 10251
0.812467 0.589196 0.00877082 0.0394287 0.744318 0.0243199 0.0200963 4165 10251
0.804873 0.593277 0.00783843 0.0439608 0.740416 0.0245137 0.0160314 4165 10251
0.797279 0.591116 0.0126886 0.03803 0.738562 0.0239412 0.0189508 4165 10251
0.789685 0.586795 0.0109454 0.036218 0.732904 0.021831 0.0173578 4165 10251
0.782092 0.590396 0.0087564 0.0416307 0.733392 0.0220183 0.0204076 4165 10251
0.774498 0.597599 0.00954384 0.0456591 0.731831 0.0218103 0.0203027 4165 10251
0.766904 0.596399 0.00706333 0.0408895 0.730856 0.021161 0.0213624 4165 10251
0.759310 0.6 0.00952381 0.0419753 0.722369 0.0207379 0.018759 4165 10251
0.751717 0.591597 0.0123581 0.0429528 0.722076 0.019849 0.0235177 4165 10251
0.744123 0.604802 0.0134777 0.0486395 0.712321 0.023366 0.0220874 4165 10251
0.736529 0.604802 0.0105649 0.0448763 0.704224 0.022703 0.0222897 4165 10251
0.728935 0.603842 0.0180318 0.0432934 0.704809 0.0236018 0.02592 4165 10251
0.721342 0.603121 0.0183913 0.0409797 0.702858 0.0224842 0.0252292 4165 10251
0.713748 0.610804 0.00921148 0.0510748 0.699444 0.0210401 0.0270093 4165 10251
0.706154 0.607923 0.0131295 0.047192 0.698761 0.0214061 0.0308968 4165 10251
0.698560 0.60096 0.0144243 0.0449795 0.689494 0.0229328 0.0310668 4165 10251
0.690967 0.59928 0.0164354 0.0441833 0.685494 0.0192588 0.0289043 4165 10251
0.683373 0.59928 0.0173656 0.0430638 0.681592 0.0209013 0.0310981 4165 10251
0.678310 0.60024 0.016857 0.0481191 0.681982 0.0219402 0.0316164 4165 10251
0.673248 0.603361 0.0130143 0.0475172 0.681787 0.02274 0.03301 4165 10251
0.668185 0.592557 0.0203462 0.0406691 0.67808 0.0220689 0.0333262 4165 10251
0.663123 0.594238 0.013957 0.0474527 0.673885 0.0210153 0.0363951 4165 10251
