#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000931432 -2.8694e-06 0.000931432 -4.79996e-05 4.79996e-05 0.000215998 -4.79996e-05 4.79996e-05 0 -4.79996e-05 4.79996e-05 0 8.625 8.875 42688 1021 57 157 215
9 -0.000126763 0.000126763 0.000241255 -0.000126763 0.000126763 0.000142595 -0.000126763 0.000126763 -1.58471e-05 -0.000126763 0.000126763 7.92268e-05 8.875 9.125 66660 3550 231 594 735
9.25 -6.26334e-05 9.37915e-05 -9.43852e-07 -0.000193335 0.000500158 -4.94078e-05 -0.000193335 0.000196821 -9.87955e-05 -0.000193335 0.000360674 -0.000106072 9.125 9.375 266054 22953 1480 3732 4595
9.5 0.000225019 0.00150871 0.000227832 9.69734e-05 0.00101303 0.000131997 0.000131979 0.00182502 0.000147394 0.000465576 0.00162007 0.000511809 9.375 9.625 764405 53766 4728 7468 8972
9.75 0.00115161 0.00399695 0.0011792 0.000604352 0.00330585 0.000605592 0.00122184 0.00569551 0.00116312 0.00352841 0.00618671 0.00346842 9.625 9.875 1.84844e+06 150867 13574 16648 18930
10 0.0098672 0.0112214 0.00862659 0.00804882 0.0109117 0.00684683 0.00948631 0.0115937 0.00813632 0.0154021 0.0112122 0.0137302 9.875 10.125 2.82771e+06 378979 38409 42815 44747
10.25 0.0245126 0.0133107 0.0193743 0.0199932 0.0168523 0.0148548 0.0272601 0.0179526 0.0208964 0.0369598 0.0132365 0.0298647 10.125 10.375 2.19681e+06 394350 42576 46538 46945
