#Observed stellar mass range: 12.2 < log10(M*/Msun) < 12.4
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0 0 0 0.666667 0.333333 -0.333333 0 3
0.994717 0 0 0 1 0 0.0833333 0 3
0.987123 0 0 0 1 0 0 0 3
0.979529 0 0 0 1 0 0 0 3
0.971935 0 0 0 1 0 0 0 3
0.964342 0 0 0 1 0 0 0 3
0.956748 0 0 0 1 0 0 0 3
0.949154 0 0 0 0.666667 0.333333 -0.333333 0 3
0.941560 0 0 0 1 0 0.2 0 3
0.933967 0 0 0 0.666667 0.333333 -0.333333 0 3
0.926373 0 0 0 1 0 0 0 3
0.918779 0 0 0 0.666667 0.333333 -0.333333 0 3
0.911185 0 0 0 1 0 0 0 3
0.903592 0 0 0 1 0 0 0 3
0.895998 0 0 0 0.666667 0.333333 -0.333333 0 3
0.888404 0 0 0 1 0 0 0 3
0.880810 0 0 0 1 0 0 0 3
0.873217 0 0 0 1 0 0 0 3
0.865623 0 0 0 1 0 0 0 3
0.858029 0 0 0 1 0 0 0 3
0.850435 0 0 0 1 0 0 0 3
0.842842 0 0 0 1 0 0.1 0 3
0.835248 0 0 0 1 0 0 0 3
0.827654 0 0 0 1 0 0 0 3
0.820060 0 0 0 1 0 0 0 3
0.812467 0 0 0 1 0 0 0 3
0.804873 0 0 0 1 0 0 0 3
0.797279 0 0 0 1 0 0 0 3
0.789685 0 0 0 1 0 0.142857 0 3
0.782092 0 0 0 1 0 0 0 3
0.774498 0 0 0 1 0 0.0909091 0 3
0.766904 0 0 0 1 0 0.142857 0 3
0.759310 0 0 0 1 0 0 0 3
0.751717 0 0 0 1 0 0 0 3
0.744123 0 0 0 1 0 0 0 3
0.736529 0 0 0 1 0 0 0 3
0.728935 0 0 0 1 0 0.142857 0 3
0.721342 0 0 0 1 0 0.142857 0 3
0.713748 0 0 0 1 0 0.142857 0 3
0.706154 0 0 0 1 0 0.142857 0 3
0.698560 0 0 0 1 0 0 0 3
0.690967 0 0 0 1 0 0 0 3
0.683373 0 0 0 1 0 0 0 3
0.678310 0 0 0 1 0 0 0 3
0.673248 0 0 0 1 0 0 0 3
0.668185 0 0 0 1 0 0 0 3
0.663123 0 0 0 1 0 0 0 3
0.658060 0 0 0 1 0 0 0 3
0.652998 0 0 0 1 0 0 0 3
0.647935 0 0 0 1 0 0 0 3
0.642873 0 0 0 1 0 0 0 3
0.637810 0 0 0 1 0 0 0 3
0.632748 0 0 0 1 0 0 0 3
0.627685 0 0 0 1 0 0 0 3
0.622623 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.617560 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.612498 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.607435 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.602373 0 0 0 1 0 0 0 3
0.597310 0 0 0 1 0 0 0 3
0.592248 0 0 0 1 0 0 0 3
0.587185 0 0 0 1 0 0 0 3
0.582123 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.577060 0 0 0 1 0 0 0 3
0.571997 0 0 0 1 0 0 0 3
0.566935 0 0 0 1 0 0 0 3
0.561872 0 0 0 1 0 0 0 3
0.556810 0 0 0 1 0 0 0 3
0.551747 0 0 0 1 0 0 0 3
0.546685 0 0 0 1 0 0 0 3
0.541622 0 0 0 1 0 0 0 3
0.536560 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.531497 0 0 0 1 0 0 0 3
0.526435 0 0 0 1 0 0 0 3
0.521372 0 0 0 1 0 0 0 3
0.516310 0 0 0 1 0 0 0 3
0.511247 0 0 0 1 0 0 0 3
0.506185 0 0 0 1 0 0 0 3
0.501122 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.496060 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.490997 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.485935 0 0 0 0.666667 0.333333 -0.0833333 0 3
0.480872 0 0 0 0.666667 0.333333 -0.047619 0 3
0.475810 0 0 0 1 0 0 0 3
0.470747 0 0 0 1 0 0.111111 0 3
0.465685 0 0 0 1 0 0 0 3
0.460622 0 0 0 0.666667 0.333333 0 0 3
0.455560 0 0 0 1 0 0.142857 0 3
0.450497 0 0 0 1 0 0.142857 0 3
0.445435 0 0 0 1 0 0.142857 0 3
0.440372 0 0 0 1 0 0 0 3
0.435310 0 0 0 1 0 0 0 3
0.430247 0 0 0 1 0 0 0 3
0.425185 0 0 0 1 0 0 0 3
0.420122 0 0 0 1 0 0 0 3
0.415060 0 0 0 1 0 0 0 3
0.409997 0 0 0 1 0 0 0 3
0.404935 0 0 0 1 0 0 0 3
0.399872 0 0 0 1 0 0 0 3
0.394810 0 0 0 1 0 0.0625 0 3
