#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 98183 1723 159 125 5
9 -1.22733e-05 7.54881e-11 6.13651e-06 -1.22733e-05 7.54881e-11 6.13651e-06 -1.22733e-05 7.54881e-11 6.13651e-06 -1.22733e-05 7.54881e-11 6.13651e-06 8.875 9.125 167034 4078 697 480 32
9.25 -3.11079e-06 2.50107e-05 3.11035e-06 -3.11079e-06 1.55549e-06 1.08872e-05 -3.11079e-06 1.55547e-06 1.24417e-05 -3.11079e-06 1.55547e-06 1.24417e-05 9.125 9.375 676561 33637 6495 4371 206
9.5 6.85629e-05 0.000974439 -3.46208e-06 0.000103521 0.0015511 6.59793e-06 0.000187999 0.00162186 3.89399e-06 0.00100509 0.00105185 -2.69609e-05 9.375 9.625 2.27499e+06 210547 35726 19808 935
9.75 0.000176203 0.00204293 -1.18399e-05 0.00028264 0.00376416 -4.26562e-05 0.000509637 0.00431333 -3.10391e-05 0.00105772 0.0033153 -2.02224e-05 9.625 9.875 4.42301e+06 531384 76811 34893 1513
10 3.7032e-05 0.00106446 -6.55871e-06 9.86849e-05 0.00180903 -3.25452e-05 0.000183301 0.00267517 -4.25173e-05 -0.000188744 0.000377606 0.000354749 9.875 10.125 4.03464e+06 580222 83499 34942 1691
10.25 0.000127161 0.000483725 9.75508e-05 0.000190214 0.000893204 0.000130926 0.000324208 0.000880312 0.000220224 0.000609478 0.000625687 0.000797687 10.125 10.375 2.64389e+06 495054 75673 30671 1553
