#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000553463 0.000682539 0.000310718 0.00150658 0.00271156 0.00092617 0.00151422 0.00284419 0.0010226 0.00158407 0.00248766 0.00106551 0.00169205 0.00298358 0.00116462 7.2 7.4 582774 446095 136679 24760 12517 1734
7.5 0.000514365 0.000698258 0.000273603 0.0019622 0.00381431 0.00132676 0.00241412 0.0040724 0.00159465 0.00196325 0.00432786 0.00132011 0.00229621 0.00666737 0.00229621 7.4 7.6 478846 351381 127465 24673 11924 1649
7.7 0.000556987 0.000932629 0.000328308 0.00318494 0.00551451 0.00238709 0.0035674 0.00639341 0.00262135 0.0037163 0.00568049 0.00260905 0.00389105 0.010379 0.00274294 7.6 7.8 396136 275189 120947 25191 11491 1735
7.9 0.000876957 0.00160235 0.000579585 0.00503001 0.00803513 0.00370433 0.00566285 0.00856285 0.00400663 0.00560927 0.00942776 0.00428444 0.00850822 0.0142634 0.00570396 7.8 8 322016 214614 107402 23884 10929 1637
8.1 0.00171474 0.00261432 0.0011678 0.00922768 0.0123409 0.00631323 0.0100659 0.0125486 0.00687808 0.0105703 0.0122263 0.0073695 0.0106516 0.0129754 0.00632797 8 8.2 257047 169326 87721 21437 9628 1450
8.3 0.00273981 0.0040182 0.00172751 0.0145902 0.0157244 0.0094631 0.0163343 0.017013 0.0104071 0.0166377 0.0172252 0.0104721 0.0246723 0.0240742 0.0166883 8.2 8.4 202046 133439 68607 18492 8217 1244
8.5 0.00486095 0.00587186 0.00277005 0.0242794 0.0216321 0.0137479 0.0254032 0.0230276 0.0144864 0.0277811 0.0269466 0.0168452 0.0326316 0.0221908 0.0186874 8.4 8.6 159207 106546 52661 15977 6827 998
8.7 0.00882667 0.00844642 0.0046185 0.0393864 0.0270208 0.0199202 0.0405481 0.0282507 0.0199682 0.0428571 0.0307231 0.023129 0.0389908 0.0359532 0.0191542 8.6 8.8 125260 84513 40747 13523 5739 898
8.9 0.0137802 0.0123216 0.00615414 0.0577765 0.0355256 0.0245836 0.056368 0.0314646 0.0250755 0.063278 0.0413775 0.0256827 0.0734095 0.0443275 0.0274154 8.8 9 98218 67187 31031 10792 4860 656
9.1 0.0224683 0.0147884 0.00878724 0.0863644 0.0415565 0.0337365 0.0736501 0.0346067 0.0287676 0.0982449 0.0496909 0.0370694 0.110526 0.0525385 0.0463061 9 9.2 76067 52545 23522 8140 4003 583
9.3 0.0354839 0.019301 0.0112268 0.12447 0.0442266 0.0403263 0.10038 0.0379105 0.0348243 0.138015 0.0485543 0.0444893 0.135747 0.0585765 0.060082 9.2 9.4 59343 41751 17592 5399 3449 458
9.5 0.0550963 0.0231285 0.0153201 0.164704 0.0440388 0.0423964 0.126166 0.0350882 0.0406893 0.17833 0.0453178 0.0437737 0.178082 0.0719178 0.0345528 9.4 9.6 46470 32938 13532 3651 2879 414
9.7 0.0787411 0.0230355 0.0161746 0.214303 0.0434812 0.043139 0.140513 0.0343282 0.0393018 0.242862 0.0430108 0.0428619 0.261006 0.0537569 0.0574135 9.6 9.8 36876 26697 10179 2014 2544 330
9.9 0.112477 0.0248311 0.0168597 0.274255 0.0392039 0.0436401 0.16763 0.0248582 0.031231 0.31927 0.0424319 0.0450835 0.319728 0.0590096 0.0378746 9.8 10 30707 22440 8267 1192 2336 286
10.1 0.164404 0.0188737 0.019878 0.323592 0.0412143 0.0344202 0.178571 0.0211305 0.0186968 0.371039 0.0432535 0.0343507 0.417857 0.0651617 0.0419173 10 10.2 27081 20257 6824 606 2086 268
