#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 28063 25700 2363 207 428 354
9.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 49459 42274 7185 696 1460 1200
9.25 0 5.26413e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 233695 189958 43737 4401 8886 6994
9.50 5.00311e-05 9.21972e-05 9.25464e-06 0.000118857 0.00030888 -1.41575e-05 0 0.000276415 0 0.000263644 0.000401931 8.60658e-06 0.000206271 0.000480024 1.43655e-06 9.375 9.625 877317 759528 117789 13707 18965 14544
9.75 0.000524627 0.000658916 0.00011795 0.000735206 0.00134062 0.000152001 0.000652587 0.00158921 2.49716e-05 0.000881057 0.00177339 0.000189016 0.000864467 0.0017939 0.000149859 9.625 9.875 2.44171e+06 2.14247e+06 299236 33712 36320 26606
10.00 0.000657734 0.000472713 0.00026552 0.00182612 0.00179447 0.000872941 0.00170767 0.00194983 0.000744282 0.00206829 0.00225979 0.000830291 0.00338821 0.00230703 0.00185272 9.875 10.125 3.4861e+06 2.98449e+06 501610 60316 58986 41910
10.25 0.000996817 0.000600135 0.000651857 0.00517602 0.00375538 0.00232035 0.00528337 0.00456766 0.0021347 0.00661559 0.0048817 0.00283575 0.00887894 0.0038945 0.00455167 10.125 10.375 2.49341e+06 2.02645e+06 466961 59621 55475 37955
10.50 0.00209257 0.000943433 0.001369 0.0144596 0.00913574 0.0040885 0.0141114 0.0112143 0.0022859 0.0171414 0.0113427 0.00408222 0.0258936 0.00892772 0.0110007 10.375 10.625 1.56076e+06 1.19996e+06 360798 49180 43287 30046
10.75 0.00545318 0.00156678 0.00325909 0.0393178 0.0175372 0.00781649 0.0372169 0.0230336 0.00388141 0.0443842 0.0187692 0.00881349 0.0612994 0.010994 0.0196272 10.625 10.875 964848 712062 252786 39955 32106 22072
11.00 0.0144337 0.00290796 0.00743812 0.0831662 0.0262969 0.0131082 0.0740589 0.02987 0.00658494 0.0903212 0.0242221 0.0129116 0.120275 0.0163387 0.0282406 10.875 11.125 591034 423454 167580 31718 22885 14999
11.25 0.0351235 0.00341557 0.0154987 0.15777 0.0269858 0.0135547 0.133964 0.0405638 0.00294115 0.163524 0.0257695 0.0120197 0.208951 0.0168925 0.0349508 11.125 11.375 346827 250801 96026 22715 14744 9653
11.50 0.0782633 0.000505626 0.0260931 0.269035 0.0264544 0.0119161 0.212295 0.0384181 0.001077 0.281534 0.0297331 0.00856897 0.337585 0.0123242 0.0397761 11.375 11.625 204281 150262 54019 13632 9910 6037
11.75 0.15959 -0.000261083 0.0377101 0.40678 0.0326508 0.00560334 0.31183 0.0444277 -0.00200975 0.419635 0.042025 0.000831276 0.481481 0.0170554 0.0300405 11.625 11.875 119044 88809 30235 4387 6570 3861
12.00 0.275671 0.000202715 0.042535 0.563366 0.031733 0.00581276 0.47817 0.0455684 -0.00850803 0.575102 0.036383 0.00399971 0.606719 0.0169908 0.0245872 11.875 12.125 69413 52385 17028 481 4667 2441
12.25 0.432618 0.0070301 0.0470365 0.70337 0.0335038 0.00065881 0.765432 0.0257767 0.006396 0.698815 0.0434279 -0.00331265 0.74887 0.0197623 0.00901192 12.125 12.375 40158 30958 9200 81 3038 1549
12.50 0.587933 0.021052 0.0408677 0.814222 0.030908 0.00369358 0.85 0.05 0 0.784775 0.0376545 -0.00143486 0.831841 0.0253021 0.0108292 12.375 12.625 22654 17718 4936 20 1826 1005
12.75 0.727057 0.0299547 0.0334682 0.892382 0.0193633 0.00573516 1 0 0 0.849918 0.0307267 0.00635117 0.908967 0.0109293 0.00538611 12.625 12.875 12794 10090 2704 8 613 736
13.00 0.825043 0.033242 0.0208355 0.928413 0.0138275 0.00645459 0.666667 0.133333 0 0.842105 0.0328947 0.0139803 0.927632 0.0104026 0.00921667 12.875 13.125 7105 5750 1355 3 57 456
13.25 0.901055 0.0194591 0.016161 0.943769 0.0106428 0.00543565 1 0 0 0.888889 0.111111 0 0.954693 0.00827044 0.00664061 13.125 13.375 3690 3032 658 1 9 309
13.50 0.933828 0.0142239 0.00618428 0.956835 0.0175244 -0.000762641 0 0 0 1 0 0 0.966851 0.0163894 0.000184178 13.375 13.625 1895 1617 278 0 2 181
