#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 31043 28864 2179 116 353 449
9.00 2.19068e-05 2.19068e-05 2.19068e-05 0 0.000160643 0 0 0 0 0 0 0 0 0 0 8.875 9.125 51873 45648 6225 359 1094 1319
9.25 6.66691e-05 3.07653e-05 5.12852e-05 6.24785e-05 9.33235e-05 6.24785e-05 0 0 0 0 0 0 0 0.000159744 0 9.125 9.375 227004 194993 32011 2283 5591 6257
9.50 0.000219973 0.000103975 0.00019508 0.000520314 0.000302078 0.000448304 0.000473485 -2.98751e-07 0.000322655 0.000591483 0.000392672 0.000405176 0.000835267 0.000374373 0.000835267 9.375 9.625 751090 681901 69189 6336 10144 10775
9.75 0.00214678 0.000665673 0.00175426 0.00294848 0.0013902 0.00247652 0.00241275 0.00185439 0.00199963 0.0024166 0.00224977 0.00206328 0.0054064 0.00166907 0.00460082 9.625 9.875 1.96302e+06 1.77615e+06 186876 17822 21104 21641
10.00 0.00296374 0.000879843 0.00243239 0.00881336 0.00246122 0.00686931 0.00785679 0.00272227 0.0060167 0.00910392 0.00330951 0.00705608 0.0128395 0.00236453 0.00998883 9.875 10.125 3.01385e+06 2.59335e+06 420498 44802 48221 46575
10.25 0.0047297 0.000960297 0.00386059 0.019874 0.00445672 0.0138282 0.0179705 0.00582975 0.0123414 0.0222409 0.00569794 0.0145877 0.0289527 0.00288922 0.0201789 10.125 10.375 2.28787e+06 1.86777e+06 420097 47411 50043 46317
10.50 0.0090138 0.00100551 0.00693906 0.0427083 0.00785929 0.0225756 0.0359041 0.0128359 0.0181081 0.0487799 0.012232 0.0237206 0.0613801 0.00526725 0.0326286 10.375 10.625 1.45902e+06 1.13082e+06 328203 39132 40283 37113
10.75 0.0173678 0.00117003 0.0121414 0.0901337 0.0142924 0.0350656 0.0798332 0.0297376 0.0281843 0.0950278 0.0162681 0.0363508 0.11994 0.00773054 0.0531703 10.625 10.875 909317 677517 231800 30689 30349 28014
11.00 0.0332758 0.000358503 0.0200907 0.160139 0.0188627 0.0455835 0.138377 0.0441731 0.0359625 0.160853 0.0224134 0.0419437 0.197991 0.00771773 0.0645839 10.875 11.125 563131 404438 158693 24296 21442 19511
11.25 0.0650264 0.000606507 0.0320564 0.247412 0.0206922 0.0458396 0.2199 0.0511469 0.039332 0.25 0.0241573 0.0429982 0.300056 0.00757155 0.0608473 11.125 11.375 338304 242686 95618 18131 13824 12511
11.50 0.119743 -0.00167979 0.0446019 0.35938 0.0264734 0.0328268 0.297685 0.0523624 0.0269564 0.35961 0.0284732 0.0292516 0.422613 0.00527105 0.0540975 11.375 11.625 201559 146414 55145 11492 9121 7792
11.75 0.203158 -0.00478967 0.0505443 0.485627 0.0231893 0.0161443 0.400152 0.0437299 0.00993738 0.478094 0.0338813 0.0120057 0.535323 0.00568241 0.0396208 11.625 11.875 120083 88217 31866 3936 6003 5025
12.00 0.315452 -0.00179666 0.0452006 0.614752 0.0280941 0.00532216 0.551282 0.0608006 -0.0044989 0.620412 0.0447482 -0.00376952 0.643413 0.0153737 0.0181802 11.875 12.125 70660 52046 18614 468 4223 3211
12.25 0.444605 0.015469 0.037944 0.72884 0.0383949 0.00552469 0.728571 0.0571429 0.00129867 0.718894 0.0510274 -0.00141144 0.742145 0.0294313 0.0203972 12.125 12.375 41461 31194 10267 70 2821 2005
12.50 0.579175 0.0426965 0.041039 0.826628 0.0379173 0.00831097 0.85 0.0689189 -0.00714284 0.813174 0.0431364 0.00529492 0.841935 0.0340582 0.00806451 12.375 12.625 24250 18459 5791 20 1761 1240
12.75 0.700622 0.0625674 0.0332541 0.876814 0.0360248 0.0105558 1 0 0 0.84202 0.0482243 0.0040133 0.885975 0.0311461 0.0148686 12.625 12.875 14175 10936 3239 3 614 877
13.00 0.801578 0.0634997 0.031171 0.929585 0.0297421 0.00790554 1 0 0 0.907692 0.0669912 0.00228691 0.931338 0.0247595 0.00450873 12.875 13.125 7970 6209 1761 1 65 568
13.25 0.867762 0.0618041 0.0230637 0.947545 0.0219303 0.0120949 0 0 0 0.8 0.0333333 0 0.960396 0.0150138 0.00754243 13.125 13.375 4488 3592 896 0 10 404
