#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 39946 236 329 110
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 72257 879 1279 431
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 342198 6476 9030 3282
9.50 0 0.307692 0 0.25 0.25 0.170635 0.333333 0 0.190476 9.375 9.625 1.37122e+06 25305 26537 8965
9.75 0.218182 0.176555 -0.030437 0.40625 0.06375 0.115821 0.125 0.283163 -0.012931 9.625 9.875 3.37709e+06 58094 47366 15154
10.00 0.5 0.203472 0.172414 0.681818 0.039112 0.408381 0.785714 0.0346079 0.452381 9.875 10.125 3.92278e+06 78001 59082 18587
10.25 0.848101 0.0553078 0.133486 0.884615 0.0282287 0.17033 0.973684 -0.0171624 0.173684 10.125 10.375 2.68033e+06 72572 51924 16550
10.50 0.910035 0.0311419 0.00335377 0.92437 0.0267414 0.0157159 0.924138 0.0366464 0.015047 10.375 10.625 1.65614e+06 63172 41438 13272
10.75 0.928358 0.0183085 0.0109556 0.924812 0.0202747 0.00937086 0.937269 0.0181761 0.0219254 10.625 10.875 1.01694e+06 52431 30397 10085
11.00 0.915161 0.0256103 0.00150412 0.923747 0.0185062 0.00708061 0.926582 0.018108 0.0184941 10.875 11.125 598833 38835 20686 6509
11.25 0.900049 0.0330458 -0.000282049 0.93006 0.00810409 0.0236493 0.93381 0.0106341 0.0198318 11.125 11.375 343083 26905 13603 4096
11.50 0.871696 0.0506929 -0.00278068 0.869248 0.0519577 -0.00376785 0.910714 0.0179633 0.017381 11.375 11.625 196561 15204 9125 2565
11.75 0.789376 0.0872259 -0.00761688 0.812585 0.0770773 0.00368929 0.831845 0.0448671 0.0326999 11.625 11.875 111754 4763 6338 1713
12.00 0.758065 0.0467164 0.0262209 0.722347 0.0783291 -0.00271875 0.725166 0.0779533 0.00636357 11.875 12.125 63101 499 4408 1050
12.25 0.612903 0.122391 0.0176651 0.551337 0.0884432 -0.0106932 0.59499 0.0417536 0.0159341 12.125 12.375 34762 49 2880 688
12.50 0.647059 0.0371517 0.0220588 0.425081 0.0618013 0.00136489 0.432796 0.0607776 0.0235947 12.375 12.625 18954 19 1637 446
12.75 0.714286 0 0 0.279642 0.0688428 0.0039309 0.352941 0.041425 0.0425964 12.625 12.875 9875 7 535 322
13.00 0 0 0 0.340426 0.0425532 0.0751194 0.201005 0.0426498 0.0191868 12.875 13.125 5019 0 50 206
13.25 0 0 0 1 0 0 0.109244 0.057423 0.0354732 13.125 13.375 2385 0 1 124
13.50 0 0 0 0 0 0 0.0675676 0 0.0393986 13.375 13.625 1057 0 0 76
13.75 0 0 0 0 0 0 0.130435 0 0 13.625 13.875 424 0 0 23
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 152 0 0 2
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 28 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 2 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
