#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 3.77886e-05 8.625 8.875 28461 1998 109 340 372
9 -2.33891e-05 2.33891e-05 0 -2.33891e-05 2.33891e-05 0 -2.33891e-05 2.33891e-05 0 -2.33891e-05 2.33891e-05 0 8.875 9.125 48763 6008 404 1036 1279
9.25 6.88021e-05 8.09669e-08 9.00715e-05 -2.65874e-05 1.59533e-05 2.83762e-10 -2.65874e-05 1.59533e-05 5.65706e-10 -2.65874e-05 1.59533e-05 0 9.125 9.375 219509 31450 2251 5581 6126
9.5 0.000358734 0.000144658 0.000336171 0.00029337 0.000100999 0.000334426 0.000129581 0.000270794 0.000144392 0.000750571 9.2538e-05 0.000798921 9.375 9.625 753201 71543 6640 10416 11001
9.75 0.000718568 0.000622165 0.000670237 -0.000288045 0.00106551 -7.23769e-05 0.000570272 0.00122286 0.000374425 0.00259211 0.000723818 0.00235052 9.625 9.875 1.99979e+06 197679 19172 22354 22537
10 0.0047694 0.00155255 0.00359105 0.00397641 0.002154 0.0028406 0.00476653 0.00179408 0.00337277 0.00781815 0.00119193 0.00603153 9.875 10.125 3.07222e+06 431591 46452 49269 46895
10.25 0.0127411 0.0032844 0.0075622 0.0112906 0.00409423 0.00624411 0.0147116 0.00456453 0.00798326 0.0201513 0.00222785 0.0126369 10.125 10.375 2.31384e+06 427220 48870 50424 46117
