#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000638594 0.000842815 0.000334316 0.00260606 0.00341825 0.00158537 0.0026794 0.00369873 0.0017325 0.00294985 0.00315162 0.00201265 0.00283487 0.00348793 0.00187425 7.2 7.4 577407 443236 134171 23821 14315 3153
7.5 0.000697095 0.00106041 0.000397614 0.00419692 0.00545624 0.00291182 0.00444713 0.00534763 0.00324804 0.00376569 0.00526743 0.00219501 0.00542692 0.0063196 0.00337774 7.4 7.6 471458 350849 120609 22868 13054 2883
7.7 0.00095781 0.00150418 0.000630623 0.00640483 0.00834073 0.00434115 0.00706245 0.00889637 0.00498358 0.00673015 0.00818367 0.00431486 0.0114209 0.00839893 0.00830563 7.6 7.8 390195 275553 114642 23148 12533 2977
7.9 0.00166869 0.00242597 0.0010929 0.0099493 0.0109461 0.00631857 0.0107186 0.0110501 0.0065833 0.0109839 0.0111274 0.00663973 0.0116893 0.0143838 0.00703194 7.8 8 323775 216414 107361 22862 12007 2916
8.1 0.002806 0.00346912 0.00169466 0.0157521 0.0138696 0.00951486 0.0173875 0.013508 0.0105815 0.0161171 0.0149864 0.0097744 0.0202919 0.0201054 0.0109143 8 8.2 263559 173486 90073 20569 10803 2632
8.3 0.00460402 0.00508058 0.00264479 0.0252605 0.0165597 0.0141502 0.026591 0.0178738 0.0147209 0.0282034 0.0168497 0.0154242 0.0378517 0.0261065 0.0228141 8.2 8.4 210593 138724 71869 18164 9044 2206
8.5 0.00799627 0.00622361 0.00407308 0.0382682 0.0222361 0.0193561 0.0404822 0.0226673 0.0205614 0.0409525 0.0236754 0.0215238 0.0441176 0.0346186 0.02143 8.4 8.6 166127 109973 56154 15486 7787 1851
8.7 0.0117882 0.00850764 0.00515832 0.0584696 0.0269735 0.0259593 0.0577311 0.0250136 0.0258994 0.0635587 0.031204 0.0271723 0.0616483 0.0381128 0.0251566 8.6 8.8 131810 87907 43903 13347 6362 1569
8.9 0.0201449 0.0113779 0.00766345 0.082872 0.0328013 0.0315319 0.0818308 0.0290358 0.0293114 0.0916342 0.0338712 0.0358502 0.0959874 0.040825 0.0324135 8.8 9 104185 70085 34100 10936 5565 1275
9.1 0.0293131 0.0142447 0.0091333 0.11362 0.0357108 0.0354016 0.10062 0.0325535 0.0320416 0.119852 0.0414208 0.0380422 0.139489 0.043964 0.0401332 9 9.2 81750 55496 26254 8541 4616 1099
9.3 0.0428796 0.0167106 0.0113477 0.150452 0.0358146 0.0365778 0.12069 0.0277318 0.0342245 0.169437 0.039903 0.0410491 0.164823 0.0531745 0.0360436 9.2 9.4 63770 44193 19577 5941 3784 861
9.5 0.059895 0.018467 0.0135663 0.196101 0.0369283 0.0374726 0.140863 0.0300211 0.0291771 0.221181 0.0422474 0.0448719 0.218912 0.0529835 0.0402416 9.4 9.6 50969 35428 15541 4032 3228 732
9.7 0.0852549 0.0182184 0.0146185 0.241055 0.0402148 0.0358173 0.163416 0.0303858 0.0290091 0.276786 0.040983 0.0442054 0.282983 0.0636597 0.0414369 9.6 9.8 41939 29528 12411 2606 2982 626
9.9 0.122488 0.0200521 0.0163322 0.297073 0.037769 0.0381591 0.178592 0.0288509 0.0299125 0.342498 0.0391511 0.0428847 0.343525 0.0550639 0.0491855 9.8 10 36542 26343 10199 1506 2691 549
10.1 0.17148 0.0165734 0.019781 0.357689 0.0291215 0.0298651 0.197248 0.0197736 0.0217081 0.403646 0.0299005 0.0314681 0.435662 0.0442652 0.0435826 10 10.2 32976 24086 8890 873 2585 553
10.3 0.229098 0.0181922 0.0187486 0.417516 0.0267859 0.0234957 0.20442 0.0358398 0.0260573 0.468716 0.0278803 0.025649 0.498925 0.0264302 0.0307972 10.2 10.4 30184 22483 7701 416 2501 525
10.5 0.290298 0.0185334 0.0175539 0.494804 0.0297309 0.0288231 0.246512 0.0552635 0.0540234 0.522191 0.0313966 0.033828 0.588115 0.0258853 0.0316294 10.4 10.6 27416 20963 6453 206 2398 530
10.7 0.367471 0.022555 0.0183624 0.546316 0.0290406 0.0247071 0.38 0.032844 0.0374074 0.555153 0.0274212 0.0248653 0.682018 0.0346101 0.0388458 10.6 10.8 22442 17587 4855 95 1919 443
10.9 0.44528 0.0223928 0.0213368 0.602695 0.0261713 0.0258967 0.466667 0.0985507 0.0820513 0.573755 0.0279259 0.0226599 0.761644 0.0225092 0.0287671 10.8 11 15090 12042 3048 25 1197 350
11.1 0.532461 0.0252166 0.0250057 0.655995 0.0272877 0.0307357 0.5 0.125 0.125 0.613553 0.023151 0.0240414 0.763736 0.0281419 0.0268942 11 11.2 7607 6230 1377 6 527 195
11.3 0.611919 0.0356566 0.0265136 0.710843 0.0328115 0.0419396 0 0 0 0.645833 0.0383772 0.0393817 0.852459 0.047541 0.0416482 11.2 11.4 2592 2179 413 0 135 73
11.5 0.722045 0.0347121 0.0333148 0.743902 0.0418118 0.0401987 0 0 0 0.653846 0.0544872 0.042735 1 0 0.0714286 11.4 11.6 578 497 81 1 24 13
11.7 0.853846 0.0397709 0.0517628 0.6 0.15 0.1 0 0 0 1 0 1 0.5 0.25 0 11.6 11.8 68 63 5 0 2 2
11.9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 3 3 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
