#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27674 25501 2173 195 391 353
9.00 0 2.36541e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 48846 42276 6570 585 1329 1185
9.25 5.2707e-06 5.27054e-06 5.2707e-06 0 2.4731e-05 0 0 0 0 0 0.000124131 0 0 0 0 9.125 9.375 230063 189728 40335 3818 8040 6810
9.50 7.38426e-05 7.24707e-05 2.9567e-05 0.000156249 0.000233261 6.43402e-05 0 0.000310078 -7.78938e-05 0.000229226 0.000323565 0.000117263 0.000348286 0.000273647 0.000209291 9.375 9.625 853629 744828 108801 12215 17450 14356
9.75 0.00056283 0.000584542 0.000149007 0.000826157 0.00116773 0.000201583 0.000834055 0.00147351 0.000212827 0.000870701 0.00155026 0.000155826 0.00140866 0.00120933 0.000528894 9.625 9.875 2.36202e+06 2.07878e+06 283239 31173 34455 26976
10.00 0.000737076 0.000422156 0.000316091 0.00215807 0.00156687 0.0010511 0.00195042 0.00205291 0.000813642 0.0022855 0.00191865 0.00118063 0.00346758 0.00156375 0.00198103 9.875 10.125 3.4371e+06 2.94406e+06 493032 58449 58193 44123
10.25 0.00115387 0.000514534 0.000752022 0.00588405 0.00356444 0.00261635 0.00534971 0.00486673 0.00196685 0.00706125 0.00485261 0.00296172 0.0101651 0.00385217 0.00564094 10.125 10.375 2.4703e+06 2.00803e+06 462267 58134 55231 40531
10.50 0.00252033 0.000868995 0.00163357 0.0166395 0.00955534 0.00436729 0.0149908 0.0125258 0.00265313 0.0199072 0.0115728 0.00439436 0.030396 0.00728516 0.0132084 10.375 10.625 1.54862e+06 1.1923e+06 356321 47696 43100 31945
10.75 0.00643044 0.00144054 0.00391497 0.0445758 0.0186786 0.00827567 0.0414293 0.0237502 0.00557658 0.048715 0.0200006 0.00940417 0.0642645 0.0110043 0.0208985 10.625 10.875 959108 708972 250136 38789 32023 23590
11.00 0.0160263 0.00223177 0.00823218 0.0924073 0.0244406 0.0143933 0.0810131 0.0317464 0.00639682 0.0999076 0.0272378 0.0134595 0.128782 0.0120763 0.0300979 10.875 11.125 588485 421745 166740 30600 22721 16097
11.25 0.0381588 0.00266688 0.0160086 0.167246 0.0258275 0.012655 0.145595 0.0385452 0.00485383 0.176921 0.0243568 0.0149014 0.21461 0.0159274 0.0341597 11.125 11.375 345985 249929 96056 22075 14758 10349
11.50 0.0819056 -0.000137962 0.0270976 0.279745 0.0247502 0.0114735 0.225126 0.0400437 0.00347266 0.289677 0.0263769 0.010449 0.33472 0.0126144 0.0337077 11.375 11.625 204169 149941 54228 13277 9949 6489
11.75 0.162684 -0.00150284 0.0378806 0.416459 0.0293275 0.00651249 0.334643 0.0416365 0.00146344 0.429469 0.0355664 0.00380874 0.483272 0.0176181 0.0267353 11.625 11.875 119398 88970 30428 4327 6529 4095
12.00 0.27968 -0.000209749 0.041813 0.569053 0.0306851 0.00314862 0.513131 0.0424243 0.00685519 0.578496 0.0340443 0.000766158 0.607745 0.0119304 0.0199414 11.875 12.125 69704 52442 17262 495 4669 2608
12.25 0.431138 0.0071345 0.0434443 0.696915 0.0322092 0.00129527 0.724138 0.0665598 -0.0216248 0.685052 0.0405229 -0.00317621 0.729892 0.0271633 0.0144888 12.125 12.375 40422 31055 9367 58 3064 1666
12.50 0.585511 0.0178533 0.0365033 0.816811 0.0288612 0.00327724 0.823529 0.105042 -0.0185758 0.786599 0.0346954 -0.0019595 0.849222 0.0194651 0.0103868 12.375 12.625 22807 17834 4973 17 1776 1028
12.75 0.724735 0.0293745 0.0320981 0.893246 0.0207655 0.00587296 1 0 0 0.862237 0.026313 0.00614262 0.905371 0.0168231 0.00743979 12.625 12.875 13035 10281 2754 3 617 782
13.00 0.829159 0.0279834 0.0195214 0.942254 0.0125487 0.00651908 1 0 0 0.87931 0.0591512 -0.00778639 0.952183 0.00364035 0.00991493 12.875 13.125 7250 5830 1420 2 58 481
13.25 0.894787 0.0233451 0.0111928 0.961095 0.00746781 0.00523514 1 0 0 0.888889 0.111111 0 0.966667 0.00952381 0.00404984 13.125 13.375 3821 3127 694 3 9 330
13.50 0.935425 0.0150875 0.00663847 0.962963 0.00866824 0.00810188 0 0 0 1 0 0 0.969388 0.00999367 0.00958878 13.375 13.625 1954 1657 297 0 2 196
