#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -5.6014e-05 0.000628671 0.000193067 3.99641e-05 0.000659249 0.00015607 7.72479e-05 0.000826309 0.000188662 -0.000365493 0.000305207 0.000488747 7.2 7.4 616206 144918 25650 6577 123
7.5 -5.29866e-05 0.00113835 0.000197988 7.56939e-05 0.00144473 0.00023378 1.59575e-05 0.00100434 0.000240416 -0.000303807 0.00739302 0.000533501 7.4 7.6 504665 135712 25837 6679 128
7.7 2.65506e-05 0.00173477 0.000200568 0.000102379 0.00229394 0.000162014 0.00011745 0.00217876 0.000226294 -0.000197069 0.00649239 0.000399538 7.6 7.8 404890 120886 25514 6509 139
7.9 0.000255513 0.00267474 0.000270043 0.000342511 0.00343524 0.000335049 0.000434987 0.00389367 0.00051852 -0.000134727 0.00754518 0.00026966 7.8 8 317170 100286 23824 5933 132
8.1 0.000558701 0.00454329 0.000508697 0.000769908 0.00518359 0.000718287 0.000688125 0.0037517 0.000759911 -0.000168993 0.00795173 0.000304861 8 8.2 243104 77206 20504 5149 108
8.3 0.00131976 0.00738099 0.00127065 0.00181022 0.00884223 0.00179198 0.00203751 0.00940616 0.00194586 -0.000127155 0.0200473 0.000270877 8.2 8.4 183531 57473 17622 4485 99
8.5 0.00319123 0.0121804 0.00293072 0.00398638 0.0136968 0.00361764 0.00475646 0.017154 0.00459836 -9.6652e-05 0.0257954 0.000599921 8.4 8.6 139128 42314 14622 3686 85
8.7 0.00580531 0.0174733 0.00517467 0.00634457 0.0179507 0.00572754 0.00869191 0.0229117 0.00766772 -0.000150586 0.0559039 0.00146118 8.6 8.8 105793 31149 12035 3008 51
8.9 0.0115783 0.0240405 0.00983128 0.0092992 0.0215942 0.00871629 0.0163797 0.027349 0.01401 0.0143738 0.0341468 0.0161957 8.8 9 80496 22410 9283 2497 54
9.1 0.0216621 0.0309159 0.0174642 0.0136511 0.027187 0.0117287 0.0300477 0.0364586 0.0220315 0.0380717 0.0888207 0.038722 9 9.2 60397 15985 6527 2118 35
9.3 0.038636 0.0358421 0.0291142 0.0183734 0.0269808 0.0160808 0.0551555 0.0449616 0.037949 0.0132489 0.0737863 0.023715 9.2 9.4 45568 11553 4384 1891 31
9.5 0.0550006 0.0430822 0.0354809 0.0161469 0.0268975 0.0151588 0.0829 0.0583738 0.0449423 -0.0080045 0.0621967 0.0211359 9.4 9.6 34094 8120 2569 1490 23
9.7 0.068034 0.0417521 0.0391093 0.0138135 0.0231254 0.0171227 0.10508 0.0431143 0.0512771 0.0948618 0.0559213 0.0560763 9.6 9.8 25543 5841 1439 1310 31
9.9 0.0949012 0.0431046 0.0416067 -0.00418247 0.0197379 0.0215045 0.14345 0.0631875 0.0608924 0.12668 0.0951464 0.0880773 9.8 10 19331 4097 664 1088 18
10.1 0.110604 0.047844 0.0486381 -0.0182958 0.0319339 0.030376 0.170205 0.0550176 0.0588605 0.116764 0.0645376 0.0602008 10 10.2 14836 2906 282 882 19
10.3 0.120154 0.0504602 0.0548593 -0.0196352 0.0436452 0.0414236 0.173646 0.0574422 0.0547657 0.256742 0.069997 0.0869773 10.2 10.4 11592 2099 128 789 21
10.5 0.112122 0.0432202 0.0478042 -0.11269 0.0388449 0.0406825 0.181761 0.0564884 0.0529443 0.352772 0.124781 0.0799282 10.4 10.6 8973 1506 47 627 18
10.7 0.118097 0.0354078 0.0489563 -0.118441 0.0812872 0.0876087 0.157999 0.0371644 0.0424313 0.297324 0.096739 0.0876421 10.6 10.8 6623 981 14 489 8
10.9 0.104326 0.0376089 0.0360929 -0.325253 0.337648 0.0576032 0.1048 0.0412025 0.0354716 0.188326 0.0848517 0.0927718 10.8 11 4367 551 2 279 19
11.1 0.125359 0.0287342 0.0511147 -0.373405 0.944976 0.052651 0.106064 0.0305458 0.0404449 0.359161 0.231439 0.28266 11 11.2 2306 320 1 176 6
11.3 0.110903 0.0387278 0.0346681 -0.434406 0.0364085 0.0394577 0.0985435 0.0335128 0.0417874 0.542312 0.0340191 0.206425 11.2 11.4 913 127 0 75 2
11.5 0.0158871 0.0827796 0.0810079 -0.440273 0.0460822 0.0535029 -0.012813 0.124674 0.146345 -0.42723 0.0658266 0.055182 11.4 11.6 232 24 0 11 0
11.7 -0.0242588 0.155838 0.106991 -0.452381 0.0746032 0.0730428 -0.070922 0.227785 0.138848 -0.452381 0.0746032 0.0730428 11.6 11.8 52 8 0 4 0
11.9 -0.5 0.214286 0.147059 -0.5 0.166667 0.166667 -0.5 0.205882 0.166667 -0.5 0.166667 0.166667 11.8 12 7 0 0 0 0
