#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 0.61502 0 0 0 0 0 0 0 7.2 7.4 495287 5419 70 0
7.5 0 0.666129 0 0 0 0 0 0 0 7.4 7.6 382146 5501 61 0
7.7 0 0.674451 0 0 0 0 0 0 0 7.6 7.8 283670 5414 72 0
7.9 0 0.727171 0 0 0 0 0 0 0 7.8 8 202526 4998 78 0
8.1 0 0.767484 0 0 0 0 0 0 0 8 8.2 142071 4379 62 0
8.3 0 0.899225 0 0 0 0 0 0 0 8.2 8.4 96919 3432 53 0
8.5 0 0.965517 0 0 0 0 0 0 0 8.4 8.6 65337 2828 37 0
8.7 0 1 0 0 0 0 0 0 0 8.6 8.8 43895 2320 33 0
8.9 0 1 0 0 0 0 0 0 0 8.8 9 29080 1736 23 0
9.1 0 1 0 0 0.615385 0 0 0 0 9 9.2 19327 1334 23 0
9.3 0 1 0 0 1 0 0 0 0 9.2 9.4 12242 930 17 0
9.5 0 0.953488 0 0 0 0 0 0 0 9.4 9.6 7815 564 16 0
9.7 0 1 0 0 1 0 0 0 0 9.6 9.8 4838 339 15 0
9.9 0 0.966667 0 0 1 0 0 0 0 9.8 10 3090 165 15 0
10.1 0 0.888889 0 0 1 0 0 0 0 10 10.2 1800 81 8 0
10.3 0 1 0 0.5 0.5 0.5 0 0 0 10.2 10.4 1039 34 6 0
10.5 0 0 0 0 1 0 0 0 0 10.4 10.6 604 11 5 0
10.7 0 1 0 0 0 0 0 0 0 10.6 10.8 333 7 4 0
10.9 0 0 0 0 0 0 0 0 0 10.8 11 156 0 2 0
11.1 0 0 0 0 0 0 0 0 0 11 11.2 66 1 2 0
11.3 0 0 0 0 0 0 0 0 0 11.2 11.4 27 0 1 0
11.5 0 0 0 0 0 0 0 0 0 11.4 11.6 6 0 0 0
11.7 0 0 0 0 0 0 0 0 0 11.6 11.8 1 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
