#Observed stellar mass range: 10.2 < log10(M*/Msun) < 10.4
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.015117 0.012773 -0.00540557 0.993847 -0.00530422 0.0264358 30297 19990
0.994717 0.0735386 0.00126411 0.00871782 0.886443 0.0230199 -0.000392139 30297 19990
0.987123 0.102782 0.00214409 0.0090653 0.829415 0.0207151 0.00483739 30297 19990
0.979529 0.124897 0.00344838 0.00984608 0.786293 0.0240219 0.00280225 30297 19990
0.971935 0.14008 0.00411342 0.00939585 0.756128 0.0240433 0.0024873 30297 19990
0.964342 0.150906 0.00460532 0.00898266 0.730265 0.0261315 0.00316876 30297 19990
0.956748 0.163944 0.00442392 0.0112228 0.702401 0.0288243 -0.000656128 30297 19990
0.949154 0.170809 0.00509557 0.00977261 0.685293 0.0252678 0.000469565 30297 19990
0.941560 0.182064 0.00425994 0.0118351 0.661881 0.0280743 -0.0012936 30297 19990
0.933967 0.186883 0.00494112 0.0123483 0.643072 0.0283946 -0.00133657 30297 19990
0.926373 0.191207 0.00649254 0.0101476 0.624412 0.029586 -0.00218523 30297 19990
0.918779 0.197874 0.00441942 0.0129167 0.609255 0.027572 -0.000253618 30297 19990
0.911185 0.204146 0.00550148 0.0122305 0.592696 0.0280198 -0.000402987 30297 19990
0.903592 0.209229 0.0054543 0.0142365 0.58059 0.0261567 0.00252312 30297 19990
0.895998 0.213817 0.00314648 0.0161581 0.570285 0.023423 0.00582248 30297 19990
0.888404 0.218966 0.00115013 0.0193513 0.56048 0.0209296 0.00807029 30297 19990
0.880810 0.223653 -0.0011176 0.0217771 0.548724 0.0168551 0.0120137 30297 19990
0.873217 0.225237 0 0.0215818 0.538369 0.0166453 0.011972 30297 19990
0.865623 0.230089 0.00125551 0.0218574 0.524262 0.0175293 0.0130273 30297 19990
0.858029 0.228504 0.00223918 0.0205962 0.514557 0.017199 0.0124877 30297 19990
0.850435 0.229924 0.00267147 0.0210686 0.507554 0.0163605 0.0143706 30297 19990
0.842842 0.231739 0.00222778 0.0226644 0.5004 0.0160422 0.0146616 30297 19990
0.835248 0.231904 0.00200626 0.0232863 0.488394 0.0163947 0.0138857 30297 19990
0.827654 0.229759 0.00071694 0.0236749 0.47909 0.0170838 0.0127093 30297 19990
0.820060 0.22791 0.0022871 0.0218664 0.471436 0.0164382 0.0152607 30297 19990
0.812467 0.22659 0.00279926 0.0218321 0.462581 0.0181584 0.0141759 30297 19990
0.804873 0.226029 0.00231509 0.0234965 0.453977 0.0179353 0.0154482 30297 19990
0.797279 0.223124 0.00221975 0.0228043 0.444872 0.0174359 0.0155367 30297 19990
0.789685 0.223223 0.00143319 0.0240826 0.438619 0.0188896 0.0146182 30297 19990
0.782092 0.221738 0.00257711 0.0240287 0.431216 0.0174873 0.0152674 30297 19990
0.774498 0.218503 0.00195099 0.0237071 0.422061 0.0213996 0.0117697 30297 19990
0.766904 0.216358 0.00140481 0.0242564 0.413907 0.0199651 0.0138158 30297 19990
0.759310 0.214279 0.00368886 0.0239978 0.405453 0.0198129 0.0137575 30297 19990
0.751717 0.213652 0.0014081 0.025629 0.391846 0.0209709 0.0117336 30297 19990
0.744123 0.20913 0.00321327 0.0237904 0.385543 0.0167646 0.0161882 30297 19990
0.736529 0.207809 0.00187342 0.0240933 0.37939 0.0167884 0.0181808 30297 19990
0.728935 0.207281 0.00278075 0.0257416 0.370685 0.0162359 0.0187196 30297 19990
0.721342 0.206093 0.00269198 0.0265865 0.363582 0.0212255 0.0138725 30297 19990
0.713748 0.201802 0.0028085 0.0255342 0.355328 0.0198363 0.0150737 30297 19990
0.706154 0.202099 0.00261754 0.0262428 0.355078 0.0174375 0.0195584 30297 19990
0.698560 0.199162 0.00242379 0.0265316 0.346723 0.0184048 0.016381 30297 19990
0.690967 0.198667 0.000571623 0.0294325 0.341621 0.0182569 0.0187075 30297 19990
0.683373 0.191504 0.00187056 0.0271248 0.334467 0.0186989 0.0174481 30297 19990
0.678310 0.191603 0.00108168 0.0273751 0.330465 0.0188322 0.0205073 30297 19990
0.673248 0.189359 0.00318705 0.0261198 0.326513 0.0186033 0.0185589 30297 19990
0.668185 0.185002 0.00394782 0.0260336 0.32086 0.0180604 0.0223624 30297 19990
0.663123 0.184705 0.00149418 0.0274744 0.316358 0.0195886 0.0209812 30297 19990
0.658060 0.180315 0.00202371 0.0257881 0.312856 0.0189114 0.0211097 30297 19990
0.652998 0.177773 0.00157225 0.0266972 0.305503 0.0222985 0.0184838 30297 19990
0.647935 0.176453 0.00100663 0.0278802 0.302401 0.0207281 0.0217516 30297 19990
0.642873 0.173185 0.00279327 0.0262994 0.298699 0.019123 0.0224089 30297 19990
0.637810 0.171964 0.00355393 0.0273429 0.294647 0.0175163 0.0226294 30297 19990
0.632748 0.170875 0.00329684 0.0277592 0.288894 0.019525 0.021363 30297 19990
0.627685 0.16939 0.00347359 0.0281802 0.284592 0.0193026 0.0216449 30297 19990
0.622623 0.168499 0.00337037 0.0296875 0.282191 0.0187716 0.0224696 30297 19990
0.617560 0.165858 0.00283696 0.0307686 0.275188 0.020652 0.0210211 30297 19990
0.612498 0.161534 0.0039947 0.0290617 0.274037 0.0198137 0.0246184 30297 19990
0.607435 0.160478 0.00316601 0.028917 0.272736 0.0183876 0.0275217 30297 19990
0.602373 0.159125 0.00366925 0.0300468 0.267234 0.018979 0.0255995 30297 19990
0.597310 0.154735 0.00483541 0.0281331 0.261781 0.0199093 0.0249082 30297 19990
0.592248 0.152424 0.00527132 0.0277564 0.261381 0.0177113 0.0277763 30297 19990
0.587185 0.15018 0.00467041 0.0287005 0.258129 0.0176691 0.027417 30297 19990
0.582123 0.145493 0.00507116 0.02885 0.252126 0.0190582 0.0261947 30297 19990
0.577060 0.147407 0.00274676 0.0311922 0.251226 0.0143841 0.0298555 30297 19990
0.571997 0.144437 0.00332922 0.0304243 0.250025 0.0147815 0.0328583 30297 19990
0.566935 0.141994 0.00371137 0.030115 0.249475 0.0134108 0.03227 30297 19990
0.561872 0.139684 0.0034752 0.0307231 0.245573 0.0142493 0.0322242 30297 19990
0.556810 0.138331 0.00344026 0.0318941 0.23942 0.0133898 0.0331307 30297 19990
0.551747 0.134073 0.00411084 0.0292667 0.234667 0.0127117 0.0338425 30297 19990
0.546685 0.130772 0.00443214 0.0292004 0.230915 0.0134165 0.0335588 30297 19990
0.541622 0.130541 0.00432341 0.0305169 0.229965 0.0128455 0.0344383 30297 19990
0.536560 0.127504 0.0046424 0.0296186 0.225413 0.0124506 0.0350392 30297 19990
0.531497 0.124765 0.00403593 0.0280923 0.217609 0.0151016 0.031587 30297 19990
0.526435 0.123577 0.00427186 0.0305898 0.214857 0.013994 0.0327156 30297 19990
0.521372 0.121926 0.00318706 0.0305035 0.212606 0.0136195 0.0342947 30297 19990
0.516310 0.118263 0.00346063 0.0283765 0.206853 0.0124357 0.0324096 30297 19990
0.511247 0.118791 0.00178736 0.0304027 0.203152 0.0120269 0.0323563 30297 19990
0.506185 0.114797 0.00321618 0.0287235 0.198549 0.0122883 0.0333935 30297 19990
