#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.98314 0.0101484 0.0331402 0.984221 0.00994253 0.0182711 0.987775 0.0075953 0.0187029 7.2 7.4 697335 15921 16547 16349
7.5 0.975976 0.0120479 0.0220029 0.987326 0.00622267 0.0143527 0.984658 0.00842923 0.0148259 7.4 7.6 620326 15334 16406 16163
7.7 0.974265 0.00974953 0.0134292 0.982585 0.00522012 0.0138348 0.983368 0.00591773 0.00843763 7.6 7.8 533526 14479 15128 15118
7.9 0.971857 0.0124358 0.0179404 0.979554 0.00703025 0.0144547 0.983402 0.00568348 0.00967437 7.8 8 442571 13679 14034 14000
8.1 0.969278 0.0124833 0.0152071 0.982804 0.00558585 0.0105307 0.985669 0.00460899 0.00850892 8 8.2 358249 11914 12576 12401
8.3 0.969961 0.0111709 0.0188363 0.980777 0.00675815 0.0111887 0.986453 0.00532991 0.00813991 8.2 8.4 293506 10909 11504 11325
8.5 0.964925 0.0129043 0.017251 0.978331 0.0075413 0.00933844 0.982711 0.00536942 0.00846195 8.4 8.6 244204 10208 10619 10605
8.7 0.958307 0.0146096 0.0201014 0.976056 0.00809759 0.0138431 0.980707 0.00488681 0.00945175 8.6 8.8 201770 9359 9301 9488
8.9 0.948704 0.0188283 0.023331 0.960925 0.0122399 0.0169396 0.974668 0.00466305 0.00868189 8.8 9 162705 8284 7829 8007
9.1 0.933798 0.0169704 0.0247969 0.950367 0.0127274 0.0195066 0.968816 0.00749934 0.0131679 9 9.2 131216 7401 6327 6533
9.3 0.907436 0.0290308 0.0254586 0.933988 0.0140812 0.0190427 0.943366 0.0117625 0.013291 9.2 9.4 106384 5988 5501 5423
9.5 0.899943 0.0266806 0.0265753 0.908175 0.017284 0.0210422 0.932974 0.0127525 0.0186536 9.4 9.6 88191 4810 4469 4787
9.7 0.885422 0.0254826 0.0233533 0.881066 0.0188752 0.0238225 0.907368 0.015309 0.0182899 9.6 9.8 74293 3566 3957 4107
9.9 0.872774 0.031886 0.0259442 0.828362 0.0205427 0.0209122 0.859504 0.0170092 0.0198302 9.8 10 64428 2458 3493 3690
10.1 0.860558 0.025862 0.0251346 0.752475 0.0262898 0.025696 0.809082 0.021338 0.0225462 10 10.2 56974 1428 3270 3359
10.3 0.815217 0.034482 0.0184259 0.687382 0.0294607 0.0260503 0.72682 0.0178358 0.0199239 10.2 10.4 50636 671 3179 3105
10.5 0.770115 0.0287981 0.0295744 0.618664 0.0232328 0.0201118 0.635088 0.0232456 0.0240346 10.4 10.6 43873 223 2964 2666
10.7 0.744186 0.0279658 0.0299003 0.54903 0.0242636 0.0282188 0.529768 0.0173686 0.0204703 10.6 10.8 35015 71 2337 2274
10.9 0.6875 0.0458333 0.0541667 0.498288 0.0284419 0.0312422 0.419523 0.0247605 0.0213062 10.8 11 23440 24 1271 1567
11.1 0.625 0.125 0.125 0.479651 0.0189324 0.0275353 0.302326 0.0161233 0.0166113 11 11.2 12447 7 396 850
11.3 0.333333 0.166667 0.333333 0.344262 0.0589635 0.0616536 0.175202 0.0224723 0.025365 11.2 11.4 5403 2 56 357
11.5 0 0 0 0.166667 0.119048 0.166667 0.109091 0.0236524 0.0204833 11.4 11.6 2207 0 4 125
11.7 0 0 0 0 0 0 0.0666667 0.0666667 0.0666667 11.6 11.8 734 0 0 16
11.9 0 0 0 0 0 0 0 0 0 11.8 12 196 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 42 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 1 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
