#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0077565 0.00516201 0.00259789 0.00792159 0.00668903 0.00302238 0.00961418 0.00621063 0.00336655 0.0114877 0.00589339 0.00452442 7.2 7.4 623170 139456 18833 17391 13809
7.5 0.0118254 0.00649499 0.00367539 0.0120846 0.00623701 0.00395329 0.0126937 0.00657974 0.00452727 0.0148188 0.00717566 0.00464659 7.4 7.6 526358 122590 17582 15804 12810
7.7 0.0190796 0.0110196 0.00547611 0.020326 0.0128515 0.0065643 0.0172906 0.0102396 0.00533748 0.0235154 0.0101139 0.00700114 7.6 7.8 438334 105041 15723 14276 11298
7.9 0.0351858 0.0175811 0.00951537 0.0350923 0.019924 0.0102685 0.0332595 0.0156504 0.00853536 0.036525 0.0122156 0.00908639 7.8 8 363757 91650 14528 12560 10037
8.1 0.0516171 0.0191231 0.0107219 0.0542972 0.0202701 0.014213 0.0476233 0.0173857 0.00996336 0.0527326 0.0170946 0.0124648 8 8.2 304079 85647 13877 11903 9467
8.3 0.0623633 0.0182818 0.0119525 0.0649045 0.0210486 0.0140522 0.0607349 0.0191166 0.0115196 0.067055 0.018574 0.0136749 8.2 8.4 256576 82275 13717 11231 9266
8.5 0.0766839 0.0184216 0.0142089 0.0770015 0.0221829 0.017575 0.0785244 0.0174702 0.0138314 0.0895268 0.0196648 0.0167841 8.4 8.6 211645 71196 12781 9940 7878
8.7 0.0963729 0.0182367 0.0169149 0.0999275 0.0218106 0.0189222 0.0930945 0.0173845 0.0146256 0.11061 0.0188965 0.0207459 8.6 8.8 170044 58596 11229 8689 6938
8.9 0.115631 0.0181594 0.0182679 0.117363 0.0212158 0.0230659 0.115894 0.0205965 0.0202536 0.133817 0.0208923 0.0187996 8.8 9 137495 47206 9703 7258 5668
9.1 0.142678 0.0176175 0.0219254 0.136649 0.0203683 0.0230979 0.142451 0.017157 0.0194576 0.159593 0.0228741 0.0176075 9 9.2 110760 37702 8119 6095 4770
9.3 0.166583 0.0187372 0.0237538 0.150188 0.0260255 0.0283378 0.167635 0.0191592 0.0218355 0.1823 0.0190362 0.0217481 9.2 9.4 92044 31070 6799 5258 4136
9.5 0.192078 0.0223932 0.0237442 0.158484 0.0249909 0.0254314 0.198136 0.0244122 0.029759 0.209415 0.0194548 0.0238137 9.4 9.6 77965 25953 5381 4648 3647
9.7 0.212887 0.0229558 0.0256891 0.15206 0.0351168 0.0278627 0.221057 0.023235 0.0256032 0.228396 0.0219378 0.0181206 9.6 9.8 67691 21967 4126 4063 3265
9.9 0.22761 0.0248813 0.0246613 0.150715 0.0344014 0.0315758 0.242764 0.0303752 0.0258827 0.258988 0.0281966 0.0256288 9.8 10 60807 19129 2727 3854 2999
10.1 0.248098 0.0257079 0.0251365 0.137174 0.0345371 0.0366643 0.275314 0.0274981 0.0260657 0.272026 0.0189026 0.0208884 10 10.2 55766 17382 1815 3769 2772
10.3 0.251717 0.0274419 0.0268259 0.0884643 0.0443559 0.0365067 0.27435 0.031418 0.0288589 0.290435 0.0214168 0.0248239 10.2 10.4 50922 15395 832 3755 2638
10.5 0.262767 0.02559 0.0255751 0.119976 0.0580133 0.052822 0.283237 0.0305641 0.0238316 0.290214 0.0191039 0.0257435 10.4 10.6 44551 12846 323 3417 2372
10.7 0.242784 0.0218404 0.0188673 0.0914223 0.0517139 0.0369571 0.231333 0.028764 0.0218351 0.285871 0.0131291 0.01361 10.6 10.8 35562 9849 114 2766 1993
10.9 0.196859 0.0175738 0.0184655 0.148402 0.0705822 0.0831316 0.146112 0.0234459 0.0215527 0.247401 0.0159406 0.0194704 10.8 11 23200 5838 31 1510 1401
11.1 0.148005 0.0148426 0.0160269 0.213225 0.11034 0.106396 0.0496128 0.0266211 0.0211989 0.196362 0.0146824 0.0143728 11 11.2 11554 2574 7 481 783
11.3 0.0847029 0.0103992 0.00998712 0.183081 0.0270198 0.998855 0.00746799 0.0233111 0.0270864 0.121416 0.0120792 0.0131398 11.2 11.4 4395 738 0 95 263
11.5 0.0213783 0.0160402 0.0153351 -0.915636 0.0175579 0.0128764 -0.207875 0.0850624 0.19812 0.0356784 0.0179251 0.0183039 11.4 11.6 1438 163 0 9 76
11.7 0.0422535 0.0115927 0.00663704 -0.957516 0.0117332 0.00651246 -0.933754 0.984601 0.0290713 0.0424837 0.0117332 0.00651246 11.6 11.8 338 24 0 1 7
11.9 0.0133333 0.014064 0.0133333 -0.984375 0.0142257 0.015625 -0.984375 0.0142257 0.015625 -0.983051 0.0218858 0.0169492 11.8 12 46 1 0 0 0
