#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00708066 0.00465004 0.00240507 0.00691389 0.00465089 0.00266355 0.00880078 0.00513629 0.0031135 0.00818903 0.00517552 0.00327555 7.2 7.4 618111 140006 19484 17486 13420
7.5 0.0103188 0.00614405 0.00327425 0.0103645 0.00699559 0.00354865 0.0118911 0.0061175 0.00431853 0.0129264 0.00770835 0.00507796 7.4 7.6 518014 121477 17763 15825 12272
7.7 0.0192483 0.0106616 0.00605824 0.0203959 0.012643 0.00702227 0.0179113 0.00964642 0.00576816 0.0195719 0.00926206 0.00582265 7.6 7.8 430919 103590 15959 13927 10822
7.9 0.0339584 0.0173797 0.00917513 0.0359823 0.0183612 0.0103931 0.0331086 0.01473 0.00813787 0.0345067 0.0140052 0.00843631 7.8 8 357017 90559 14645 12500 9668
8.1 0.0478465 0.0181664 0.0102518 0.0492089 0.020481 0.0122093 0.0431981 0.0179153 0.00927068 0.0507322 0.0174655 0.0124971 8 8.2 300134 86513 14301 11778 9405
8.3 0.0584204 0.0189648 0.0114408 0.0636628 0.0186537 0.0157654 0.0554799 0.0194002 0.0118253 0.0618039 0.017893 0.0133329 8.2 8.4 253055 81977 14269 11265 8792
8.5 0.0729743 0.0197303 0.013707 0.076445 0.0216937 0.0169914 0.073914 0.0173704 0.0135933 0.0758853 0.0234098 0.0136853 8.4 8.6 207320 70362 12835 9921 7615
8.7 0.091726 0.0183734 0.0166245 0.0959624 0.0185613 0.0198674 0.0874012 0.0174708 0.0152703 0.104517 0.0189298 0.0179979 8.6 8.8 167470 57671 11418 8429 6674
8.9 0.114802 0.0167105 0.0186841 0.114155 0.0202052 0.0235932 0.113363 0.0157743 0.020686 0.126053 0.0255159 0.0192147 8.8 9 133762 45894 9830 7134 5381
9.1 0.137865 0.0165837 0.0220551 0.135018 0.0189752 0.0243155 0.138593 0.0161229 0.0231368 0.161855 0.0185371 0.0228927 9 9.2 109168 37221 8209 6072 4642
9.3 0.157968 0.0194263 0.022231 0.14462 0.0226075 0.0303979 0.165762 0.019614 0.0243781 0.165255 0.0200251 0.0172854 9.2 9.4 89722 29974 6723 4994 3902
9.5 0.181368 0.0212895 0.0222895 0.143488 0.0251907 0.0256883 0.186142 0.0249936 0.022258 0.200106 0.0195107 0.0214715 9.4 9.6 76104 25165 5354 4630 3564
