#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 28665 241 505 327
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 50841 755 1496 1125
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 243768 5060 9564 6811
9.50 0.333333 0.166667 0.333333 0 0.5 0 0 0.733035 0 9.375 9.625 945842 16504 21683 14795
9.75 0.40625 0.21875 0.100694 0.575758 0.0990606 0.156839 0.708333 0.0643939 0.409483 9.625 9.875 2.6477e+06 39759 40082 26029
10.00 0.969697 -0.0486444 0.317523 0.871429 0.0129645 0.22437 0.863636 0.0454546 0.19697 9.875 10.125 3.60112e+06 64750 60561 38378
10.25 0.920635 0.0357871 0.00705469 0.968627 0.00505674 0.0370485 0.979167 -0.00568181 0.0611339 10.125 10.375 2.54532e+06 63249 55944 34236
10.50 0.958333 0.0126263 0.0125969 0.961474 0.00977194 0.0107519 0.953654 0.0188229 0.00332302 10.375 10.625 1.58702e+06 52834 43818 26998
10.75 0.96549 0.00551289 0.00987196 0.961571 0.00740677 0.00798482 0.974542 -0.00222903 0.0195973 10.625 10.875 979266 42820 32096 19929
11.00 0.940737 0.0235648 -0.00481325 0.94743 0.0212476 0.00490594 0.961898 0.00881338 0.00401515 10.875 11.125 595765 33726 22717 13291
11.25 0.927966 0.0296508 0.00463277 0.931921 0.0247648 0.00266242 0.943827 0.0123302 0.00857943 11.125 11.375 348285 24123 14644 8565
11.50 0.878451 0.0518357 0.00305504 0.886185 0.0489215 0.00224888 0.900772 0.0327455 0.0102782 11.375 11.625 203751 14363 9797 5333
11.75 0.803042 0.0781842 -0.00477791 0.800217 0.0716332 0 0.826171 0.0407544 0.0162209 11.625 11.875 118378 4508 6701 3461
12.00 0.769231 0.0554819 0.00940543 0.666926 0.080101 -0.0126818 0.700155 0.0554845 0.00267553 11.875 12.125 68594 494 4710 2197
12.25 0.7 0.0313433 0.0111111 0.533838 0.0661619 -0.00296617 0.54572 0.0450099 0.00101185 12.125 12.375 39385 75 3083 1380
12.50 0.6875 0.0625 0.00328946 0.393499 0.0556336 0.00192472 0.422392 0.0328053 0.0213766 12.375 12.625 22066 18 1835 919
12.75 0.333333 0 0 0.304951 0.0513928 0.0224226 0.312178 0.0393068 0.0275997 12.625 12.875 12310 7 605 649
13.00 0 0 0 0.245614 0.0474894 0.0520657 0.180628 0.0244279 0.0299036 12.875 13.125 6668 1 63 410
13.25 0 0 0 0.285714 0.142857 0.142857 0.0925267 0.0137725 0.0216047 13.125 13.375 3464 0 7 292
13.50 0 0 0 0 0 0 0.0566038 0.0183962 0.0191038 13.375 13.625 1720 0 0 161
13.75 0 0 0 0 0 0 0.0816327 0.0159283 0 13.625 13.875 802 0 0 49
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 327 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 125 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 28 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
