#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 8.58664e-06 0 0 0 0 0 8.58664e-06 8.625 8.875 118257 1797 156 83 2
9 -5.12663e-06 0.000250497 5.12658e-06 -5.12663e-06 2.63753e-11 1.02532e-05 -5.12663e-06 2.63753e-11 1.02532e-05 -5.12663e-06 2.63753e-11 1.02532e-05 8.875 9.125 198969 3909 662 355 7
9.25 -5.35711e-06 3.19445e-05 6.69563e-06 -5.35711e-06 2.67862e-06 1.74092e-05 -5.35711e-06 0.000246862 1.33913e-05 -5.35711e-06 2.67862e-06 1.74092e-05 9.125 9.375 777225 30554 5861 3166 78
9.5 4.76062e-05 0.000783964 3.45677e-06 9.90956e-05 0.000829234 1.79139e-05 2.09748e-05 0.00147155 -7.24086e-05 -4.16623e-05 0.00756174 -3.07047e-05 9.375 9.625 2.49308e+06 212841 35522 15965 368
9.75 0.000110717 0.00143504 -1.78772e-06 0.000156966 0.00297579 -2.19123e-05 0.000338732 0.00348361 1.13855e-05 0.00136614 0.00239526 0.000124726 9.625 9.875 4.60488e+06 535381 76138 28170 656
10 4.68937e-05 0.000870617 4.55473e-06 0.000159617 0.00153116 1.83904e-05 0.000126378 0.00231368 3.5364e-05 -0.00012478 0.00125057 0.000423208 9.875 10.125 3.98487e+06 570852 80873 27871 687
10.25 4.89161e-05 0.000446764 3.30532e-05 7.85432e-05 0.000637325 4.53193e-05 1.14155e-05 0.000865305 -1.78931e-05 -2.96e-05 0.000666754 0.000144752 10.125 10.375 2.57857e+06 483977 73976 24381 630
