#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00369687 0.00392901 0.00203143 0.00422501 0.00411013 0.00258055 0.00327857 0.00436416 0.00192343 0.0049964 0.00486307 0.00290556 7.2 7.4 583748 134280 21679 16340 7830
7.5 0.00784679 0.00635455 0.00404664 0.00757446 0.00739287 0.00426876 0.00718196 0.00568023 0.0038912 0.00790449 0.00913927 0.00392509 7.4 7.6 472643 114165 19833 14643 6876
7.7 0.0136852 0.0100754 0.00700402 0.0133364 0.0108693 0.00678885 0.0132756 0.00881357 0.00696347 0.0143862 0.0119065 0.00707652 7.6 7.8 389827 101816 18712 13184 6143
7.9 0.0199178 0.0108845 0.00899993 0.0209612 0.0127624 0.00983952 0.0194842 0.0126099 0.00841986 0.0211982 0.0166067 0.0104064 7.8 8 329244 99182 18804 12647 6225
8.1 0.0263223 0.0130418 0.0104705 0.027742 0.0136601 0.0110868 0.0262248 0.0130978 0.0104944 0.028591 0.0207904 0.0118044 8 8.2 277038 91848 18249 11941 5956
8.3 0.0361167 0.0151328 0.0125516 0.0385202 0.0160212 0.0135755 0.037605 0.0163548 0.014716 0.0417104 0.023259 0.0154371 8.2 8.4 226731 77859 16832 10359 5240
8.5 0.0486559 0.0188172 0.0152081 0.0532769 0.0208296 0.0162254 0.0531327 0.0193844 0.0168115 0.0547611 0.0257384 0.016907 8.4 8.6 182033 62467 14505 8846 4392
8.7 0.0645643 0.0192989 0.0178202 0.067903 0.0214281 0.017547 0.0663546 0.0210256 0.0176111 0.072916 0.0278781 0.0196921 8.6 8.8 144920 49620 12476 7549 3507
8.9 0.0848563 0.0209036 0.0209363 0.0833171 0.01867 0.0220903 0.0959919 0.0200148 0.0223082 0.0879191 0.0295684 0.0191411 8.8 9 115233 38822 10569 6273 3047
9.1 0.10719 0.0217753 0.0221466 0.0971346 0.0210994 0.0216393 0.117161 0.023213 0.0231178 0.122121 0.0332006 0.0268651 9 9.2 91761 30707 8577 5264 2596
9.3 0.130193 0.0228232 0.0224042 0.10642 0.0232874 0.0208866 0.138052 0.0281664 0.0223994 0.159444 0.0276943 0.017879 9.2 9.4 73541 24231 6761 4463 2087
9.5 0.151314 0.0256023 0.0259531 0.105149 0.0228223 0.0236561 0.172652 0.0266253 0.0257795 0.186376 0.0325185 0.0296308 9.4 9.6 62038 19993 5047 3852 1744
9.7 0.174469 0.0290821 0.0306879 0.100567 0.0288782 0.0274733 0.20146 0.0295794 0.035174 0.223332 0.0306862 0.0326179 9.6 9.8 52741 16594 3392 3511 1665
9.9 0.194381 0.0318879 0.0321214 0.0922441 0.0287136 0.0297686 0.229425 0.0288351 0.0334706 0.238982 0.033207 0.0296255 9.8 10 47792 14464 2314 3383 1523
10.1 0.210642 0.0323908 0.0340321 0.0620734 0.0381392 0.0357498 0.258044 0.0349434 0.0361784 0.270184 0.0253139 0.0390259 10 10.2 44297 12936 1362 3295 1508
10.3 0.216832 0.0306933 0.0331827 0.0445761 0.0315187 0.0296439 0.244909 0.0317333 0.0312003 0.256665 0.0313894 0.0211597 10.2 10.4 41802 11555 720 3343 1420
10.5 0.209175 0.0307453 0.0320412 0.0666271 0.0493862 0.0636283 0.227342 0.0352492 0.0300916 0.277554 0.0325414 0.0335374 10.4 10.6 38063 10100 340 3267 1350
10.7 0.201845 0.0272292 0.0287496 0.0595311 0.0432737 0.0392554 0.202486 0.028085 0.0319713 0.281018 0.0225687 0.0319323 10.6 10.8 30614 7479 118 2488 1235
10.9 0.174357 0.0239379 0.027085 0.00200596 0.0491261 0.0478139 0.142223 0.0216606 0.0273075 0.277217 0.0200271 0.0251224 10.8 11 20292 4570 44 1485 915
11.1 0.139706 0.0215176 0.0205294 -0.215641 0.0913706 0.0844029 0.0691912 0.0207736 0.0259267 0.213239 0.0171739 0.020323 11 11.2 9659 1882 7 556 445
11.3 0.0682466 0.0187523 0.0172007 -0.191509 0.12512 0.108491 -0.0123495 0.0294659 0.0283028 0.126847 0.0186513 0.0180402 11.2 11.4 3362 543 7 107 179
11.5 0.0391465 0.0247483 0.0406962 -0.830472 0.544231 0.0283868 -0.16339 0.0780121 0.0706249 0.0765712 0.0343624 0.0427273 11.4 11.6 784 93 0 18 33
11.7 0.059719 0.0348756 0.0615708 -0.908333 0.0179224 0.0175925 0.0894309 0.0180072 0.0216343 0.0598291 0.0349078 0.216609 11.6 11.8 128 12 0 3 4
11.9 -1 0.133333 0 -1 0.0909091 0 -1 0.0909091 0 -1 0.117647 0 11.8 12 11 0 0 0 0
12.1 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12 12.2 2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
