#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00123354 0.00243098 0.000942144 0.00126663 0.00254233 0.000970494 0.000978269 0.00235156 0.000674735 0.00152204 0.00226372 0.000963668 7.2 7.4 579574 134495 24495 13353 2254
7.5 0.00226883 0.00407676 0.00170833 0.00228906 0.00463182 0.00171866 0.00165302 0.00464637 0.00118734 0.00298882 0.00637161 0.00273031 7.4 7.6 475639 125121 24170 12654 2301
7.7 0.0034512 0.00544452 0.00252869 0.00358461 0.00575514 0.00262161 0.00352004 0.00548168 0.00254205 0.00530425 0.0072463 0.00415191 7.6 7.8 393346 118516 24180 12079 2240
7.9 0.00544941 0.00758717 0.00378254 0.00571943 0.00777456 0.00407331 0.00627905 0.00802188 0.00468123 0.00689531 0.0123404 0.00507502 7.8 8 322998 107379 23481 11446 2174
8.1 0.00889156 0.0106547 0.00573942 0.0106253 0.0101613 0.00687637 0.0105325 0.0114734 0.00637436 0.0108312 0.0173335 0.00763071 8 8.2 259938 89126 21203 10178 1995
8.3 0.0148621 0.0135 0.00906169 0.0172832 0.0142632 0.0102645 0.0174863 0.0163533 0.00948774 0.0175289 0.0217256 0.0103204 8.2 8.4 204972 69572 18338 8614 1704
8.5 0.0230459 0.0162946 0.0122415 0.0274151 0.0162252 0.0148546 0.0262922 0.0201711 0.013802 0.0285997 0.025421 0.0135264 8.4 8.6 162576 54450 15690 7303 1364
8.7 0.036259 0.0208482 0.0175554 0.038326 0.02277 0.0188813 0.040807 0.0235138 0.0189656 0.0388054 0.0313514 0.0195372 8.6 8.8 128153 42129 13423 6093 1188
8.9 0.0527747 0.0265814 0.0225619 0.048096 0.0230962 0.0197116 0.0570787 0.0313274 0.0248662 0.0661315 0.0396725 0.0289586 8.8 9 100651 32499 10876 5228 921
9.1 0.0715797 0.0308852 0.0250544 0.0589394 0.0261632 0.0221813 0.0851537 0.0324614 0.0308615 0.0864028 0.0393543 0.0255799 9 9.2 79165 24731 8291 4421 816
9.3 0.0955559 0.0314315 0.0291475 0.0753242 0.0250754 0.0256257 0.10505 0.0387133 0.0333576 0.124593 0.0369963 0.0302835 9.2 9.4 61073 18706 5870 3628 631
9.5 0.116734 0.0311678 0.0321424 0.0690807 0.0231688 0.0242696 0.137985 0.0369658 0.0371296 0.114835 0.0407942 0.0255404 9.4 9.6 48661 14367 3738 3086 550
9.7 0.143679 0.0401116 0.0356555 0.0605701 0.0281478 0.0256848 0.169997 0.0485125 0.0387348 0.177048 0.0645807 0.0435485 9.6 9.8 39057 11251 2299 2724 464
9.9 0.173188 0.0339059 0.0340303 0.0501319 0.0246904 0.028604 0.212419 0.0417988 0.0365381 0.227667 0.0430934 0.0391467 9.8 10 33533 9132 1306 2489 405
10.1 0.185208 0.0353941 0.0405056 0.0272827 0.0328802 0.0386576 0.250052 0.0372662 0.0380614 0.250119 0.0487831 0.0489616 10 10.2 29554 7614 694 2402 376
10.3 0.178522 0.0349878 0.0337028 -0.0270804 0.0359648 0.0301894 0.243002 0.0329567 0.0347788 0.309541 0.0383447 0.0343592 10.2 10.4 26799 6722 344 2323 373
10.5 0.176161 0.0366566 0.036767 0.040124 0.0519605 0.0610416 0.201097 0.0385001 0.0345427 0.300052 0.0455871 0.0356666 10.4 10.6 23853 5396 170 2085 386
10.7 0.188195 0.0340376 0.0375834 -0.0466999 0.0709828 0.0538184 0.193588 0.0360596 0.034974 0.299508 0.0333384 0.0412845 10.6 10.8 19700 4105 69 1665 317
10.9 0.177401 0.0233305 0.0305877 -0.101207 0.0986342 0.0711268 0.148898 0.0274492 0.0289171 0.298904 0.023302 0.0386938 10.8 11 13274 2565 24 1058 252
11.1 0.120203 0.0288047 0.0336306 -0.000780821 0.166502 0.152074 0.0521404 0.0315967 0.0385162 0.280946 0.0273145 0.0389135 11 11.2 6722 1111 9 432 131
11.3 0.120307 0.0222437 0.0304736 -0.209926 0.251365 0.397724 0.0159116 0.0319003 0.0276977 0.263033 0.0383422 0.0358896 11.2 11.4 2322 370 1 153 54
11.5 0.0963916 0.0517759 0.0443428 -0.650924 0.0388164 0.0445492 -0.00602537 0.0521461 0.063708 0.22138 0.0544033 0.059626 11.4 11.6 468 58 0 24 12
11.7 0.133621 0.058687 0.0940726 -0.666667 0.0526316 0.0625 0.315789 0.0675439 0.925959 0.333333 0.051282 0.0641025 11.6 11.8 70 9 0 1 4
11.9 -0.25 0.583333 0.55 -0.714286 0.214286 0.131868 -0.714286 0.214286 0.131868 -0.25 0.583333 0.55 11.8 12 5 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
