#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 238431 3158 23 2 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 386108 3869 111 7 0
9.25 0 0 0 0 0 7.93422e-07 0 0 7.93422e-07 0 0 2.38027e-06 9.125 9.375 1.27970e+06 19671 1590 101 0
9.5 0 3.23559e-05 3.12442e-07 0 6.99268e-05 3.12504e-07 0 0 6.25372e-07 0 0 4.68671e-06 9.375 9.625 3.35949e+06 161785 13959 851 0
9.75 -5.09695e-07 2.65203e-05 1.52675e-06 -5.09695e-07 3.10865e-05 2.5446e-06 -5.09695e-07 2.54807e-07 3.05288e-06 -5.09695e-07 -2.54415e-07 1.27217e-05 9.625 9.875 4.29302e+06 369106 29157 1418 0
10 4.54298e-06 2.04885e-05 2.31616e-06 -7.29266e-07 7.54784e-05 1.09648e-06 0.000588199 1.16616e-05 0.000589656 -7.29266e-07 3.64808e-07 5.82392e-06 9.875 10.125 3.12183e+06 379345 32717 1698 0
10.25 -6.72582e-07 7.53531e-05 6.7192e-07 -6.72582e-07 0.000163806 6.71961e-07 -6.72582e-07 0.00105196 6.72007e-07 -6.72582e-07 3.96028e-10 4.03266e-06 10.125 10.375 1.80248e+06 315669 32420 1685 0
10.5 9.66048e-06 0.000315393 9.66048e-06 0 0.000523142 0 0.000740192 0 0.000740192 0 0 7.73287e-06 10.375 10.625 982624 207029 26050 1351 0
10.75 0.000109632 0.0010853 0.000109632 5.66444e-05 0.00139152 5.66444e-05 0 0.00202712 0 0 0 4.65232e-05 10.625 10.875 499545 91214 17654 915 0
11 0.000440448 0.00332758 0.000440448 0.000997599 0.0042697 0.000997599 -3.84911e-05 0.0109931 -3.84911e-05 -3.84911e-05 3.84911e-05 0.000375269 10.875 11.125 247511 39671 11582 573 0
11.25 0.00397887 0.00956449 0.00397887 0.00462518 0.0119422 0.00462518 0.00783385 0.0261497 0.00783385 -0.000318319 0.000318319 0.00126331 11.125 11.375 116585 16057 7080 368 0
11.5 0.0134672 0.0280384 0.0134672 0.0110621 0.0227035 0.0110621 0.034946 0.0492638 0.034946 -0.00195434 0.00195434 0.00524114 11.375 11.625 52399 5836 3534 271 0
11.75 0.0418258 0.037086 0.0418258 0.018654 0.0141018 0.018654 0.120947 0.0360123 0.120947 -0.0120014 0.0120014 0.0158359 11.625 11.875 22106 2025 946 173 0
12 0.0737763 0.0301106 0.0737763 0.0136298 0.00358911 0.0144363 0.180319 0.0551418 0.180319 -0.0428218 0.0428218 0.0415842 11.875 12.125 8809 729 124 121 0
12.25 0.0806458 0.0397621 0.0750278 0.354657 0.0477653 0.36421 0.130519 0.052883 0.130519 -0.145343 0.145343 0.0740362 12.125 12.375 3108 177 4 58 0
12.5 0.161333 0.067159 0.0738533 -0.289648 0.268722 0.0947137 0.243686 0.057489 0.112261 -0.289648 0.268722 0.0947137 12.375 12.625 959 51 0 30 0
12.75 -0.175141 0.196328 0.019774 -0.508475 0.25 0.220339 -0.175141 0.196328 0.019774 -0.508475 0.25 0.220339 12.625 12.875 242 6 0 6 0
13 0.222222 0.185185 0.203704 -0.777778 0.296296 0.203704 0.222222 0.185185 0.203704 -0.777778 0.296296 0.203704 12.875 13.125 55 1 0 1 0
13.25 -1 0.142857 0 -1 0.142857 0 -1 0.142857 0 -1 0.142857 0 13.125 13.375 7 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
