#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.58976e-05 3.58976e-05 0 -3.58976e-05 3.58976e-05 0 -3.58976e-05 0 0 -3.58976e-05 3.58976e-05 0 8.625 8.875 30129 2272 233 461 262
9 0 0 2.10948e-05 0 0 2.10948e-05 0 0 2.10948e-05 0 0 2.10948e-05 8.875 9.125 54341 6937 791 1457 896
9.25 3.42607e-05 2.16891e-05 2.18519e-05 0.000175299 4.00768e-06 0.00018467 -9.37308e-06 0.00010265 4.68397e-06 0.000164722 0.000164725 0.000169407 9.125 9.375 259213 45836 5415 9722 5744
9.5 0.000117494 0.000381794 -1.59388e-05 0.000258943 0.000283752 1.53765e-05 7.28985e-05 0.000471547 -2.43235e-07 0.000173017 0.000552271 -6.44743e-06 9.375 9.625 1.0528e+06 146657 19236 23834 13275
9.75 0.00026728 0.00148346 3.00218e-06 0.00039267 0.00221473 3.29855e-05 0.000470297 0.00223603 -1.11946e-05 0.000667244 0.00267381 0.000109605 9.625 9.875 2.89009e+06 365635 46022 43241 23173
10 0.000328712 0.00107098 0.000112724 0.000338156 0.00133126 0.000108961 0.000424755 0.00174367 8.12642e-05 0.000884599 0.00153903 0.000300367 9.875 10.125 3.72341e+06 537951 69212 61529 32259
10.25 0.00189135 0.00261374 0.000886941 0.0020426 0.00292517 0.000847658 0.0027734 0.00380342 0.00128743 0.00505495 0.00391799 0.00287478 10.125 10.375 2.59580e+06 487140 66219 55557 28817
